Exit Date,Product Number,Launch Date,Product Description,ACV Fall,Future Product Policy,ACV Spg,Present Product Policy,Theme,NIP ($),On Shelf,Item ID,Margin,Case Pack,RRP
12/31/2015,42028,8/1/2014,Bulldozer,0,C,0,C,LEGO® Technic,37.19,Full Year,6061180,38%,3,59.99
12/31/2015,30204,1/1/2015,Wish Fountain,0,D,0,D,LEGO® Co-Promotion,3.09,January,6102195,38%,30,4.99
12/31/2015,30205,6/1/2015,Pop Star Red Carpet,0,F,0,,LEGO® Co-Promotion,3.09,June,6112594,38%,30,4.99
12/31/2015,30202,1/1/2015,Smoothie Stand,0,D,0,D,LEGO® Co-Promotion,3.09,January,6102188,38%,30,4.99
12/31/2015,30203,1/1/2015,Mini golf,0,D,0,D,LEGO® Co-Promotion,3.09,January,6102193,38%,30,4.99
12/31/2015,31018,1/1/2014,Highway Cruiser,0,A,0,A,LEGO® Creator,9.91,Full Year,6060878,38%,6,15.99
12/31/2015,31019,1/1/2014,Forest Animals,0,A,0,A,LEGO® Creator,15.49,Full Year,6060882,38%,4,24.99
12/31/2015,31014,1/1/2014,Power Digger,0,A,0,A,LEGO® Creator,4.33,Full Year,6060872,38%,8,6.99
12/31/2015,31015,1/1/2014,Emerald Express,0,A,0,A,LEGO® Creator,4.33,Full Year,6060874,38%,8,6.99
12/31/2015,31010,8/1/2013,Treehouse,0,A,0,A,LEGO® Creator,24.79,Full Year,6024464,38%,4,39.99
7/31/2015,60014,8/1/2013,Coast Guard Patrol,0,A,0,A,LEGO® City Coast Guard,64.99,Spring Only,6024987,35%,3,99.99
7/31/2015,60011,8/1/2013,Surfer Rescue,0,C,0,C,LEGO® City Coast Guard,5.57,Spring Only,6024981,38%,10,8.99
7/31/2015,60012,8/1/2013,4x4 & Diving Boat,0,A,0,A,LEGO® City Coast Guard,15.49,Spring Only,6024983,38%,5,24.99
4/30/2015,6100808,1/1/2015,LEGO® Minifigures Series 13 (1Display of 6100799=60 Total Bags of 71008),0,,0,,LEGO® Minifigures™,2.47,January,6100808,38%,1,3.99
1/31/2016,6102148,10/1/2015,LEGO® Mixels Series 6 (4ea. of 41545-41547 & 3ea. of 41548-41553),0,,0,,LEGO® Mixels™,3.95,October,6102148,34%,1,5.99
7/31/2015,70728,8/1/2014,Battle for Ninjago City,0,A,0,A,LEGO® Ninjago,90.99,Spring Only,6062854,35%,2,139.99
12/31/2015,70231,1/1/2015,Crocodile Tribe Pack,0,A,0,C,LEGO® Legends of Chima™,8.57,January,6099900,34%,5,12.99
2/28/2015,70722,12/1/2013,OverBorg Attack,0,A,0,A,LEGO® Ninjago,16.24,Jan/Feb Only,6060919,35%,3,24.99
2/28/2015,70721,12/1/2013,Kai Fighter,0,A,0,A,LEGO® Ninjago,16.24,Jan/Feb Only,6060915,35%,3,24.99
2/28/2015,70720,12/1/2013,Hover Hunter,0,A,0,A,LEGO® Ninjago,10.39,Jan/Feb Only,6060913,35%,5,15.99
7/31/2015,70727,8/1/2014,X-1 Ninja Charger,0,A,0,A,LEGO® Ninjago,32.49,Spring Only,6062852,35%,4,49.99
9/30/2015,6102144,6/1/2015,LEGO® Mixels Series 5 (4ea. of 41536-41538 & 3ea. of 41539-41544),0,,0,,LEGO® Mixels™,3.95,June,6102144,34%,1,5.99
2/28/2015,70725,12/1/2013,Nindroid MechDragon,0,A,0,A,LEGO® Ninjago,71.49,Jan/Feb Only,6060929,35%,3,109.99
2/28/2015,70724,12/1/2013,NinjaCopter,0,A,0,A,LEGO® Ninjago,48.74,Jan/Feb Only,6060925,35%,3,74.99
12/31/2015,21301,1/1/2015,Birds,0,C,0,C,LEGO® Ideas,37.19,January,6115784,38%,3,59.99
12/31/2015,41089,1/1/2015,Little Foal,0,A,0,A,LEGO® Friends,4.95,January,6099635,38%,10,7.99
12/31/2016,41072,3/1/2015,Naida’s Spa Secret,0,A,0,A,LEGO® Elves,15.49,March,6100703,38%,3,24.99
12/31/2015,41071,3/1/2015,Aira's Creative Workshop,0,C,0,A,LEGO® Elves,8.05,March,6100701,38%,5,12.99
12/31/2015,41076,3/1/2015,Farran and the Crystal Hollow,0,A,0,A,LEGO® Elves,11.15,March,6100711,38%,6,17.99
12/31/2015,41074,3/1/2015,Azari and the Magical Bakery,0,A,0,A,LEGO® Elves,24.79,March,6100707,38%,4,39.99
12/31/2015,10574,1/1/2014,Creative Ice Cream,0,C,0,C,LEGO® DUPLO® My First,9.74,Full Year,6060862,35%,2,14.99
12/31/2015,10577,8/1/2014,Big Royal Castle,0,C,0,C,LEGO® DUPLO® Town,45.49,Full Year,6060890,35%,2,69.99
2/28/2015,70723,12/1/2013,Thunder Raider,0,A,0,A,LEGO® Ninjago,25.99,Jan/Feb Only,6060921,35%,3,39.99
12/31/2015,70230,1/1/2015,Ice Bear Tribe Pack,0,A,0,A,LEGO® Legends of Chima™,8.57,January,6099903,34%,5,12.99
12/31/2015,70232,1/1/2015,Saber-tooth Tiger Tribe Pack,0,A,0,A,LEGO® Legends of Chima™,8.57,January,6099899,34%,5,12.99
12/31/2015,21018,10/1/2013,United Nations Headquarters,0,C,0,C,LEGO® Architecture,37.19,Full Year,6024787,38%,3,59.99
12/31/2016,21017,3/1/2013,Imperial Hotel,0,C,0,C,LEGO® Architecture,99.19,Full Year,6024785,38%,3,159.99
12/31/2015,76022,6/1/2014,X-Men vs. The Sentinel,0,A,0,A,LEGO® Super Heroes,41.99,Full Year,6062407,30%,4,59.99
12/31/2016,21015,6/1/2013,The Leaning Tower of Pisa,0,C,0,C,LEGO® Architecture,27.89,Full Year,4654650,38%,3,44.99
7/31/2017,21014,9/1/2012,Villa Savoye,0,C,0,C,LEGO® Architecture,55.79,Full Year,4654649,38%,3,89.99
