SKU,BRAND,NAME,PRODUCT CODE,PRICE,AVAILABILITY,CAT LONG,URL
11092910454058,Fender,"FENDER STD P BASS MN Arctic White, Tinted Neck",146102580,517.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=11092910454058
11092910403058,Fender,"FENDER STD P BASS MN Black, Tinted Neck",146102506,517.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=11092910403058
14121916244158,Fender,DEE DEE RAMONE P BASS MN OWT,141302305,671.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=14121916244158
04052613534318,Fender,Geddy Lee Jazz Bass - MN - Black ,147702306,786.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=04052613534318
11092911135658,Fender,"FENDER STD J BASS MN Arctic White, Tinted Neck",146202580,603.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=11092911135658
09070810460028,Fender,Geddy Lee Jazz Bass - MN - Sunburst,147702300,815.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=09070810460028
12031011363358,Fender,"American Standard Precision Bass®, RN, Olympic White",193600705,1170.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=12031011363358
14090414041532,Fender,Adam Clayton Jazz Bass - Sherwood Green Metallic,190090846,1419.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=14090414041532
10100510264538,Fender,Roger Waters Precision Bass - Black - MN - Seymour Duncan Bass lines PUPs,147000306,690.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=10100510264538
12100116063758,Fender,NATE MENDEL P BASS RW Candy Apple Red,142500309,776.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=12100116063758
05070214181319,Fender,50´s Precision Bass - MN - Fiesta Red,131702340,719.00,0,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=05070214181319
