Unique Product Code,Product name,Brand,Product Group,Stock Availability?,Product URL,Image URL
VITTTYRF139F60070X31,Cross XL Pro Folding Tyre Full Black 700x31mm                                                       ,Vittoria                                          ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/vittoria-cross-xl-pro-folding-tyre/,
CRAFZUSS210BK00CMD00,Cool Mesh Superlight Sleeveless Black M                                                             ,Craft                                             ,UNDERWEAR SHORT SLEEVE                            ,no,http://www.ribblecycles.co.uk/craft-cool-mesh-superlight-sleeveless/,
FIZISADD577WH0000000,Arione Std (Kium Rails) Saddle White                                                                ,Fizik                                             ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/fizik-arione-std-kium-rails-saddle/,
LEZYLIGH427BK0000000,Macro Drive 600XL Loaded Front Light Black                                                          ,Lezyne                                            ,LIGHTS AND LIGHTING SYSTEMS                       ,yes,http://www.ribblecycles.co.uk/lezyne-macro-drive-600xl-loaded-front-light/,
HOLLCARR200000000000,F4 Heavy Duty 4 Bike Car Rack                                                                       ,Hollywood                                         ,CAR RACKS                                         ,yes,http://www.ribblecycles.co.uk/hollywood-f4-heavy-duty-4-bike-car-rack/,
BBBABRBL235BK000CAMP,RoadStop Brake Blocks Cart System(2 pairs) Black Camp                                               ,BBB                                               ,BRAKE PADS - RIM                                  ,yes,http://www.ribblecycles.co.uk/bbb-roadstop-brake-blocks-cart-system-2-pairs/,
ASSOZSOC3423J00ASA20,Equipe Socks G1 Black Volkanga 2                                                                    ,Assos                                             ,SOCKS                                             ,yes,http://www.ribblecycles.co.uk/assos-equipe-socks-g1/,
ZIPVEFOO280BC0000000,ZV7C Caffeine Energy Gels (24x60ml) Blackcurrant                                                    ,Zipvit Sport                                      ,ENERGY FOODS                                      ,no,http://www.ribblecycles.co.uk/zipvit-sport-zv7c-caffeine-energy-gels-24x60ml/,
ENDUZOSH200BK00XXL00,Neoprene Road Overshoes Black XXL (47-49)                                                           ,Endura MTR                                        ,OVERSHOES                                         ,yes,http://www.ribblecycles.co.uk/endura-neoprene-road-overshoes/,
ELITBOTT556BKBL550ML,Corsa Biodegradable Bottle Black/Blue 550ml                                                         ,Elite                                             ,BOTTLES                                           ,yes,http://www.ribblecycles.co.uk/elite-corsa-biodegradable-bottle/,
BLACLIGH785000000000,Lightset Local 50 Front and Rear 10                                                                 ,Blackburn                                         ,LIGHTS AND LIGHTING SYSTEMS                       ,yes,http://www.ribblecycles.co.uk/blackburn-lightset-local-50-front-and-rear-10/,
DEDAHBSS194BK00060MM,Zero 2 Stem Black 60mm                                                                              ,Deda                                              ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/deda-zero-2-stem/,
CAMPBRZZ212RD0000000,EC-SR500 Ergo Rubber Hoods (1pr) Red                                                                ,Campagnolo                                        ,BRAKE SPARES / ACCS                               ,yes,http://www.ribblecycles.co.uk/campagnolo-ec-sr500-ergo-rubber-hoods-1pr/,
CAMPBRZZ215WH0000000,EC-AT500 Ergo Rubber Hoods (1pr) White                                                              ,Campagnolo                                        ,BRAKE SPARES / ACCS                               ,yes,http://www.ribblecycles.co.uk/campagnolo-ec-at500-ergo-rubber-hoods-1pr/,
PARKTYRZ198000000000,Vulcanising Patch Kit                                                                               ,Park                                              ,TYRE / TUB / TUBE SPARES / ACCS                   ,yes,http://www.ribblecycles.co.uk/park-vulcanising-patch-kit/,
LOOKPEDZ310RD0007DEG,Keo Compatible (Trivio) Cleats Red 7 Degrees                                                        ,Look                                              ,PEDAL & SHOE CLEATS / SPARES / ACCS               ,yes,http://www.ribblecycles.co.uk/look-keo-compatible-trivio-cleats/,
TAAACHRI350BK0052T00,CRing Campagnolo 135mm 8/9/10 Spd Black52T                                                          ,TA                                                ,CHAINRINGS ROAD                                   ,yes,http://www.ribblecycles.co.uk/specialites-ta-cring-campagnolo-135mm-8-9-10-spd/,
BLACBOTC250BK0000000,Competition Bottle Cage Black                                                                       ,Blackburn                                         ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/blackburn-competition-bottle-cage/,
CAMPTOOL280000000000,UT-BB100 BB Cart Xenon/Mirage/Veloce Tool                                                           ,Campagnolo                                        ,TOOLS                                             ,yes,http://www.ribblecycles.co.uk/campagnolo-ut-bb100-bb-cart-xenon-mirage-veloce-tool/,
SANTZLEG215BK00CMDLG,Totem Leg Warmers Black MD/LG                                                                       ,Santini                                           ,LEGWARMERS                                        ,yes,http://www.ribblecycles.co.uk/santini-totem-leg-warmers/,
CYCOTRAZ220000000000,9715 Bike Thong                                                                                     ,CycleOps                                          ,TRAINERS / ROLLERS / SPARES / ACCS                ,yes,http://www.ribblecycles.co.uk/cycle-ops-9715-bike-thong/,
ALTUBAGP341000000000,Arran 36 Panniers (Pair)                                                                            ,Altura                                            ,BAGS - PANNIERS / BAR BAGS                        ,yes,http://www.ribblecycles.co.uk/altura-arran-36-panniers-pair/,
ALTUBAGP450000000000,Dryline Bar Bag                                                                                     ,Altura                                            ,BAGS - PANNIERS / BAR BAGS                        ,yes,http://www.ribblecycles.co.uk/altura-dryline-bar-bag/,
ALTUZBBT525BK00CMD00,Etape Bib Tights Black M                                                                            ,Altura                                            ,BIB TIGHTS/BIB LONGS                              ,yes,http://www.ribblecycles.co.uk/altura-etape-bib-tights/,
ROCKFORM390BK00118DI,"Recon Sv TK Solo Air 26 Fks Bk 1 1/8"" Dc RS9217002                                                  ",Rock N Roll                                       ,FORKS MTB                                         ,no,http://www.ribblecycles.co.uk/rock-shox-recon-silver-tk-solo-air-26-forks/,
ELITBOTC121000000000,Pase Custom Carbon Bottle Cage                                                                      ,Elite                                             ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/elite-pase-custom-carbon-bottle-cage/,
AVENBAGP180000023LTR,100 Percent Waterproof Universal Pannier (each)23L                                                  ,Avenir                                            ,BAGS - PANNIERS / BAR BAGS                        ,yes,http://www.ribblecycles.co.uk/avenir-100-percent-waterproof-universal-pannier-each/,
ABUSLOCK2150000023CM,Granit Plus 470 Lock 23cm long                                                                      ,Abus                                              ,LOCKS                                             ,yes,http://www.ribblecycles.co.uk/abus-granit-plus-470-lock/,
PROOSADD096BKWH00000,Kappa Evo Saddle Black/White                                                                        ,Prologo                                           ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/prologo-kappa-evo-saddle/,
CONTTYMR240000026230,Vertical 2.3 Rigid MTB Tyre 26x2.3                                                                  ,Continental                                       ,TYRES MTB RIGID                                   ,yes,http://www.ribblecycles.co.uk/continental-vertical-2-3-rigid-mtb-tyre/,
ZIPPHBAT206000025000,Vuka Alumina Clip Riser Kit 25mm                                                                    ,Zipp                                              ,H/BARS TRIBARS & EXTENSIONS                       ,yes,http://www.ribblecycles.co.uk/zipp-vuka-alumina-clip-riser-kit/,
SHIMGXFR200GY002831T,CX70 10 Dble Front Gear Grey 28.6/31.8 Top Swing                                                    ,Shimano                                           ,GEARS FRONT-CROSS                                 ,yes,http://www.ribblecycles.co.uk/shimano-cx70-10-dble-front-gear/,
SHIMCASM110000013300,7 Spd HG50 Cassette 13-30                                                                           ,Shimano                                           ,CASSETTES-MTB                                     ,yes,http://www.ribblecycles.co.uk/shimano-7-spd-hg50-cassette/,
SEALZGLO270BKBKLG000,Brecon XP Winter Cycle Gloves Blk/Blk L                                                             ,Sealskinz                                         ,GLOVES WINTER                                     ,yes,http://www.ribblecycles.co.uk/sealskinz-brecon-xp-winter-cycle-gloves/,
BONTZSHR225BK0000043,Vaypor Sprint Shoes Black 43                                                                        ,Bont                                              ,SHOES ROAD                                        ,no,http://www.ribblecycles.co.uk/bont-vaypor-sprint-shoes/,
BONTZSHR225BK0000045,Vaypor Sprint Shoes Black 45                                                                        ,Bont                                              ,SHOES ROAD                                        ,no,http://www.ribblecycles.co.uk/bont-vaypor-sprint-shoes/,
CASTZBBS133BK00XXL00,Body Paint 2.0 Bib Shorts Black 2XL                                                                 ,Castelli                                          ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/castelli-body-paint-2-0-bib-shorts/,
CASTZSOC240WH00DLGXL,Rosso Corsa 6 Socks White L/X                                                                       ,Castelli                                          ,SOCKS                                             ,yes,http://www.ribblecycles.co.uk/castelli-rosso-corsa-6-socks/,
SELLSADD545WH00316MM,SLS Monolink Kit Carbon Saddle + Seatpin White 31.6mm                                               ,Selle Italia                                      ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/selle-italia-sls-monolink-kit-carbon-saddle-seatpin/,
STROCHRI300000054T00,Dural 130mm Shimano 8/9/10 Chainring 54T                                                            ,Stronglight                                       ,CHAINRINGS ROAD                                   ,yes,http://www.ribblecycles.co.uk/stronglight-dural-130mm-shimano-8-9-10-chainring/,
LIZDHBTP206OR0000000,DSP Bar Tape 2.5mm Orange                                                                           ,Lizard Skins                                      ,H/BAR TAPE                                        ,yes,http://www.ribblecycles.co.uk/dsp-bar-tape-2-5mm/,
CASTZJLS209BK00XL000,Alpha Wind FZ L/S Jersey Black XL                                                                   ,Castelli                                          ,JERSEYS LONG SLEEVE                               ,no,http://www.ribblecycles.co.uk/castelli-alpha-wind-fz-l-s-jersey/,
SANTZBBS230BK00XXXL0,Gara Gel Intech Pad Bib Shorts Black 3XL                                                            ,Santini                                           ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/santini-gara-gel-intech-pad-bib-shorts/,
VITTTYRZ4100000062MM,Valve Extensions (2) 62mm                                                                           ,Vittoria                                          ,TYRE / TUB / TUBE SPARES / ACCS                   ,yes,http://www.ribblecycles.co.uk/vittoria-valve-extensions-2/,
RUDYZHEL218LMH1Z0000,Wingspan Cannondale Lime/Blue ShinyUnisize (54-59)                                                  ,Rudy Project                                      ,HELMETS - ROAD                                    ,yes,http://www.ribblecycles.co.uk/rudy-project-wingspan-cannondale/,
PARKTOOL109000000000,"CRS15 Crown Race Setting System for 1.5"" steerer                                                    ",Park                                              ,TOOLS                                             ,yes,http://www.ribblecycles.co.uk/park-crs15-crown-race-setting-system-for-1-5-steerer/,
DEFEZARM310CH00DLGXL,Armskins Wool Charcoal L/XL                                                                         ,Defeet                                            ,ARMWARMERS                                        ,yes,http://www.ribblecycles.co.uk/defeet-armskins-wool/,
RITCHBAS302BK00044CM,WCS Logic II (31.8) Bars BB Black 44cm                                                              ,Ritchey                                           ,H/BARS OVERSIZE-ROAD                              ,yes,http://www.ribblecycles.co.uk/ritchey-added-by-system-from-price-import/,
RITCHBAS311WZ00044CM,WCS Evo Curve (31.8) Bars Wet Black 44cm                                                            ,Ritchey                                           ,H/BARS OVERSIZE-ROAD                              ,yes,http://www.ribblecycles.co.uk/ritchey-wcs-evo-curve-31-8-bars/,
VELOTYRZ2000000019MM,Rim Tape 19mm                                                                                       ,Velomann                                          ,TYRE / TUB / TUBE SPARES / ACCS                   ,yes,http://www.ribblecycles.co.uk/velox-rim-tape/,
PBAREFOO457P2CC00000,Energize Wafer Bars(Box of 12) Peanut Chocolate                                                     ,Powerbar                                          ,ENERGY FOODS                                      ,no,http://www.ribblecycles.co.uk/powerbar-energize-wafer-bars-box-of-12/,
BONTZSHR192WHBK00045,Blitz Road Shoes White/Black 45                                                                     ,Bont                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/bont-blitz-road-shoes/,
CASTZONE204BKWHXXL00,Body Paint 3.0 Speed Suit Long Sleeve Blk/Wh 2XL                                                    ,Castelli                                          ,SKINSUITS AND ONE PIECE SUITS                     ,no,http://www.ribblecycles.co.uk/castelli-body-paint-3-0-speed-suit-long-sleeve/,
ASSOZJAC226RT00XL000,iG.falkenZahn S/less Shell Jkt Red Swiss XL                                                         ,Assos                                             ,JACKETS - CYCLE                                   ,yes,http://www.ribblecycles.co.uk/assos-ig-falkenzahn-s-less-shell-jkt/,
ASSOZJAC226WN00XL000,iG.falkenZahn S/less Shell Jkt White Panther XL                                                     ,Assos                                             ,JACKETS - CYCLE                                   ,yes,http://www.ribblecycles.co.uk/assos-ig-falkenzahn-s-less-shell-jkt/,
ALTUZBBK311BK00LG000,Peloton Progel 3/4 Bib Tights Black L                                                               ,Altura                                            ,BIB KNICKERS                                      ,yes,http://www.ribblecycles.co.uk/altura-peloton-progel-3-4-bib-tights/,
ALTUZTIG315BK00CMD00,Peloton Progel Waist Tights Black M                                                                 ,Altura                                            ,TIGHTS / LONGS / TROUSERS                         ,yes,http://www.ribblecycles.co.uk/altura-peloton-progel-waist-tights/,
ZIPPHBAS174PK00040CM,Service Course SL-70 Bars Polished Black 40cm                                                       ,Zipp                                              ,H/BARS OVERSIZE-ROAD                              ,yes,http://www.ribblecycles.co.uk/zipp-service-course-sl-70-bars-polished-black-40cm-zipp/,
ZIPPHBAS191PK00044CM,Service Course SL-80 Bars Polished Black 44cm                                                       ,Zipp                                              ,H/BARS OVERSIZE-ROAD                              ,yes,http://www.ribblecycles.co.uk/zipp-service-course-sl-80-bars-polished-black-36cm-zipp/,
ALTUZSHS361BK00LG000,Airstream Waist Shorts Black L                                                                      ,Altura                                            ,SHORTS - CYCLE                                    ,yes,http://www.ribblecycles.co.uk/altura-airstream-waist-shorts/,
ALTUZUBR300BK00XL000,Progel Undershorts Black XL                                                                         ,Altura                                            ,UNDERWEAR BRIEFS                                  ,yes,http://www.ribblecycles.co.uk/altura-progel-undershorts/,
ASSOZSOC474WH00ASA10,FuguSpeer Socks White Panther 1                                                                     ,Assos                                             ,SOCKS                                             ,no,http://www.ribblecycles.co.uk/assos-fuguspeer-socks/,
ELITBOTC113000000000,Paron Carbon Bottle Cage                                                                            ,Elite                                             ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/elite-paron-carbon-bottle-cage/,
ZIPPHBAS168BK0000040,Service Course 70 Ergo Bars Blast Black 40cm                                                        ,Zipp                                              ,H/BARS OVERSIZE-ROAD                              ,yes,http://www.ribblecycles.co.uk/zipp-service-course-70-ergo-bars/,
ALTUZLEG325BK00BSMMD,Leg Warmers Black S-M                                                                               ,Altura                                            ,LEGWARMERS                                        ,yes,http://www.ribblecycles.co.uk/altura-leg-warmers/,
MUCOLUBE244000000000,Ultimate Bicycle Kit                                                                                ,Muc-Off                                           ,LUBES/ OILS/ DEGREASERS                           ,yes,http://www.ribblecycles.co.uk/muc-off-ultimate-bicycle-kit/,
VITTTYRR202F60070X32,Zaffiro Rigid Tyre Full Black 700x32mm                                                              ,Vittoria                                          ,TYRES ROAD/TRI/TRACK RIGID                        ,yes,http://www.ribblecycles.co.uk/vittoria-zaffiro-rigid-tyre/,
CASTBOTT200WH00550ML,Water Bottle (11564) White 550ml                                                                    ,Castelli                                          ,BOTTLES                                           ,yes,http://www.ribblecycles.co.uk/castelli-water-bottle-11564/,
MICHTUBE250000078380,Airstop Butyl Inner Tube 700x18/25 LV80mm 955720                                                    ,Michelin                                          ,TUBES INNER ROAD                                  ,yes,http://www.ribblecycles.co.uk/michelin-airstop-butyl-inner-tube/,
SCHWTYMF210BK0027225,Racing Ralph Performance Folding Tyre Bk 27.5x2.25                                                  ,Schwalbe                                          ,TYRES MTB FOLDING                                 ,yes,http://www.ribblecycles.co.uk/schwalbe-racing-ralph-performance-folding-tyre/,
LEZYPUMR250BK00LG283,Road Drive Mini Pump Black Large (283mm)                                                            ,Lezyne                                            ,PUMPS MINI - ROAD                                 ,yes,http://www.ribblecycles.co.uk/lezyne-road-drive-mini-pump/,
CAMPCHAX200000075366,CX PT 10 Spd Chainset 175 36/46                                                                     ,Campagnolo                                        ,CHAINSETS CYCLOCROSS                              ,yes,http://www.ribblecycles.co.uk/campagnolo-cx-pt-10-spd-chainset/,
LEZYBAGS180BK00CMD00,Pod Caddy QR Black M                                                                                ,Lezyne                                            ,BAGS - SEATPACKS                                  ,yes,http://www.ribblecycles.co.uk/lezyne-pod-caddy-qr/,
SHIMCABB600000000000,SLR Brake Inner Wire Cap (each)                                                                     ,Shimano                                           ,CABLES BRAKE                                      ,yes,http://www.ribblecycles.co.uk/shimano-slr-brake-inner-wire-cap-each/,
BBBABOTC2009KWH00000,Flexcage Glossy Black/White                                                                         ,BBB                                               ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/bbb-flexcage/,
ELITBOTT545WH00550ML,Byasi Storage Bottle White 550ml                                                                    ,Elite                                             ,BOTTLES                                           ,yes,http://www.ribblecycles.co.uk/elite-byasi-storage-bottle/,
LUSSZSHS230BK00CMD00,Pro 25 Shorts Black MD                                                                              ,Lusso                                             ,SHORTS - CYCLE                                    ,yes,http://www.ribblecycles.co.uk/lusso-pro-25-shorts/,
LUSSZBBK255BK00XL000,Cooltech Bib Knickers Black XL(LUS1005XL)                                                           ,Lusso                                             ,BIB KNICKERS                                      ,yes,http://www.ribblecycles.co.uk/lusso-cooltech-bib-knickers/,
LUSSZBBK259BK00CMD00,Carbon Roubaix Bib Knickers (with pad) Blk M(310M)                                                  ,Lusso                                             ,BIB KNICKERS                                      ,yes,http://www.ribblecycles.co.uk/lusso-carbon-roubaix-bib-knickers-with-pad/,
DEDAHBSS194WH00120MM,Zero 2 Stem White 120mm                                                                             ,Deda                                              ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/deda-zero-2-stem/,
BBBAZGLA250WHCL00000,Element Glasses Black/PC Clear                                                                      ,BBB                                               ,GLASSES                                           ,yes,http://www.ribblecycles.co.uk/bbb-element-glasses/,
PRORCABB200GR0000000,Cableset Graphite                                                                                   ,Prorace                                           ,CABLES BRAKE                                      ,yes,http://www.ribblecycles.co.uk/prorace-cableset/,
ENDUZOSH310BKRG45460,Dexter Overshoes Black/Reflective XL (45-46)                                                        ,Endura MTR                                        ,OVERSHOES                                         ,no,http://www.ribblecycles.co.uk/endura-dexter-overshoes/,
ELITBOTT560CLRD550ML,Corsa MTB Bottle Clear/Red 550ml                                                                    ,Elite                                             ,BOTTLES                                           ,yes,http://www.ribblecycles.co.uk/elite-corsa-mtb-bottle/,
ZIPPHBAS2060000040CM,Contour SL Carbon Bars 40cm Short/Shallow                                                           ,Zipp                                              ,H/BARS OVERSIZE-ROAD                              ,yes,http://www.ribblecycles.co.uk/zipp-contour-sl-carbon-bars/,
ZIPPHBAS2060000044CM,Contour SL Carbon Bars 44cm Short/Shallow                                                           ,Zipp                                              ,H/BARS OVERSIZE-ROAD                              ,no,http://www.ribblecycles.co.uk/zipp-contour-sl-carbon-bars/,
SIDIZSHR436WHBL42000,Wire Carbon Vernice Shoes Blue/White 42                                                             ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-wire-carbon-vernice-shoes/,
SIDIZSHR441WHGR43000,Wire Carbon Air Vernice Shoes Green Fluo/White 43                                                   ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-wire-carbon-air-vernice-shoes/,
ASSOZHED242WN00ASA10,Fugu Cap White Panther 1                                                                            ,Assos                                             ,HEADWEAR                                          ,yes,http://www.ribblecycles.co.uk/assos-fugu-cap/,
ASSOZHED242WN00ASA20,Fugu Cap White Panther 2                                                                            ,Assos                                             ,HEADWEAR                                          ,no,http://www.ribblecycles.co.uk/assos-fugu-cap/,
ASSOZJSS439GB00CMD00,SS.neoPro Short Sleeve Jersey UK M                                                                  ,Assos                                             ,JERSEYS SHORT SLEEVE                              ,no,http://www.ribblecycles.co.uk/assos-ss-neopro-short-sleeve-jersey/,
FABRSADD200BKGR00000,Scoop Radius Elite Saddle Black/Green                                                               ,Fabric                                            ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/fabric-scoop-radius-elite-saddle/,
FABRSADD200RDBK00000,Scoop Radius Elite Saddle Red/Black                                                                 ,Fabric                                            ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/fabric-scoop-radius-elite-saddle/,
GIORZBBS476BKWOXL000,Sport Bib Shorts Black/World Champ XL                                                               ,Giordana                                          ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/giordana-sport-bib-shorts/,
SANTZBBS216BK00XXL00,Corex Max Pad Bib Shorts Black 2XL                                                                  ,Santini                                           ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/santini-corex-max-pad-bib-shorts/,
SELLSADM200BK0000000,Flite XC MTB Saddle Black                                                                           ,Selle Italia                                      ,SADDLES - MTB                                     ,yes,http://www.ribblecycles.co.uk/selle-italia-flite-xc-mtb-saddle/,
SIDIZSHM182BK0000043,MTB Dominator 5 Fit Shoes Black 43                                                                  ,Sidi                                              ,SHOES MTB                                         ,yes,http://www.ribblecycles.co.uk/sidi-mtb-dominator-5-fit-shoes/,
SIDIZSHM182BK0000044,MTB Dominator 5 Fit Shoes Black 44                                                                  ,Sidi                                              ,SHOES MTB                                         ,yes,http://www.ribblecycles.co.uk/sidi-mtb-dominator-5-fit-shoes/,
SIDIZSHR735BK0043000,Avast Rain Shoes Black 43                                                                           ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-avast-rain-shoes/,
SPEEPEDA090RD0000000,Zero Cro-mo Pedals Red                                                                              ,Speedplay                                         ,PEDALS - ROAD                                     ,yes,http://www.ribblecycles.co.uk/speedplay-zero-cro-mo-pedals-black-speedplay/,
SPEEPEDA090WH0000000,Zero Cro-mo Pedals White                                                                            ,Speedplay                                         ,PEDALS - ROAD                                     ,yes,http://www.ribblecycles.co.uk/speedplay-zero-cro-mo-pedals-black-speedplay/,
STROCHAT300BK0016548,Track 2000 JIS Chainset Black Ring 165 48T                                                          ,Stronglight                                       ,CHAINSETS TRACK                                   ,no,http://www.ribblecycles.co.uk/stronglight-track-2000-jis-chainset/,
STROCHAT300BK0016550,Track 2000 JIS Chainset Black Ring 165 50T                                                          ,Stronglight                                       ,CHAINSETS TRACK                                   ,no,http://www.ribblecycles.co.uk/stronglight-track-2000-jis-chainset/,
STROCHAT300BK0017050,Track 2000 JIS Chainset Black Ring 170 50T                                                          ,Stronglight                                       ,CHAINSETS TRACK                                   ,yes,http://www.ribblecycles.co.uk/stronglight-track-2000-jis-chainset/,
CASTZBBK232BK00CMD00,Velocissimo 2 Bib Knickers Black M                                                                  ,Castelli                                          ,BIB KNICKERS                                      ,yes,http://www.ribblecycles.co.uk/castelli-velocissimo-2-bib-knickers/,
CASTZBBK232BKWHCMD00,Velocissimo 2 Bib Knickers Black/White M                                                            ,Castelli                                          ,BIB KNICKERS                                      ,yes,http://www.ribblecycles.co.uk/castelli-velocissimo-2-bib-knickers/,
CASTZBBT237BK00LG000,Velocissimo 2 Bib Tights (no pad) Black L                                                           ,Castelli                                          ,BIB TIGHTS/BIB LONGS                              ,yes,http://www.ribblecycles.co.uk/castelli-velocissimo-2-bib-tights-no-pad/,
PROOSADD303BK0000000,Zero C3 Pas Nack 132 Saddle Hard Black                                                              ,Prologo                                           ,SADDLES - ROAD                                    ,yes,http://www.ribblecycles.co.uk/prologo-zero-c3-pas-nack-132-saddle/,
RSPAZGLA211000000000,Delta Glasses (GLS011)                                                                              ,RSP                                               ,GLASSES                                           ,yes,http://www.ribblecycles.co.uk/rsp-delta-glasses-gls011/,
JETBTRAI136000000000,Z2 Pro Fluid Trainer                                                                                ,JetBlack                                          ,TRAINERS / ROLLERS                                ,yes,http://www.ribblecycles.co.uk/jet-black-z2-pro-fluid-trainer/,
BBBALIGH197000000000,Scope 1300 Lumen Headlight                                                                          ,BBB                                               ,LIGHTS AND LIGHTING SYSTEMS                       ,yes,http://www.ribblecycles.co.uk/bbb-scope-1300-lumen-headlight/,
CONTTYRF205000070X32,GatorHardshell Folding Tyre 700x32mm                                                                ,Continental                                       ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/continental-gatorhardshell-folding-tyre/,
RUDYZGLA292FEIL00000,Noyz Glasses Frozen Ash/Impact X Photo Laser Clear                                                  ,Rudy Project                                      ,GLASSES                                           ,no,http://www.ribblecycles.co.uk/noyz-glasses/,
CONTTYMF324000029220,Race King 2.2 29inch PG Folding MTB Tyre 29x2.2                                                     ,Continental                                       ,TYRES MTB FOLDING                                 ,yes,http://www.ribblecycles.co.uk/continental-race-king-2-2-29inch-pg-folding-mtb-tyre/,
CONTTYMF326000029220,Race King 2.0 29inch PG Folding MTB Tyre 29 x 2.0                                                   ,Continental                                       ,TYRES MTB FOLDING                                 ,yes,http://www.ribblecycles.co.uk/continental-race-king-2-0-29inch-pg-folding-mtb-tyre/,
CRAFZBBT211BK00CMD00,Performance Bike Storm Bib Tights Black M                                                           ,Craft                                             ,BIB TIGHTS/BIB LONGS                              ,no,http://www.ribblecycles.co.uk/craft-performance-bike-storm-bib-tights/,
ITALHBAM260BK00635SR,Spectra Full Carbon MTB Bars Black 635mm Semi Rise                                                  ,ITM                                               ,H/BARS MTB                                        ,yes,http://www.ribblecycles.co.uk/itm-spectra-full-carbon-mtb-bars/,
ITALHBSS142BK00130MM,R Triango Carbon (31.8) Stem Black 130mm                                                            ,ITM                                               ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/itm-r-triango-carbon-31-8-stem/,
SISAEFOO305BC0000000,GO Electrolyte Sachets (18x40g) Blackcurrant                                                        ,SIS                                               ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/sis-go-electrolyte-sachets-18x40g/,
SRAMCASS260000011260,10 Spd PG 1050 Cassette 11-26                                                                       ,Sram                                              ,CASSETTES-ROAD                                    ,yes,http://www.ribblecycles.co.uk/sram-10-spd-pg-1050-cassette/,
SRAMCASS270000011360,10Spd PG1030 Cassette 11-36                                                                         ,Sram                                              ,CASSETTES-ROAD                                    ,yes,http://www.ribblecycles.co.uk/sram-10spd-pg1030-cassette/,
STROCHRI260BK0046T00,Zicral 7075 Chainring Track 1/8 144 Black 46T                                                       ,Stronglight                                       ,CHAINRINGS ROAD                                   ,yes,http://www.ribblecycles.co.uk/stronglight-zicral-7075-chainring-track-1-8-144/,
TOPELIGH308000000000,RedLite Mega Rear Light                                                                             ,Topeak                                            ,LIGHTS AND LIGHTING SYSTEMS                       ,yes,http://www.ribblecycles.co.uk/topeak-redlite-mega-rear-light/,
CASTZARM210RD00LG000,Nanoflex Arm Warmers Red L                                                                          ,Castelli                                          ,ARMWARMERS                                        ,yes,http://www.ribblecycles.co.uk/castelli-nanoflex-arm-warmers/,
DEDAHBSS194BK00070MM,Zero 2 Stem Black 70mm                                                                              ,Deda                                              ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/deda-zero-2-stem/,
FIZISADD614BKRD00000,Aliante Gamma (Kium Rails) Saddle Black/Red                                                         ,Fizik                                             ,SADDLES - ROAD                                    ,no,http://www.ribblecycles.co.uk/fizik-aliante-gamma-kium-rails-saddle/,
GIROZHEL808M8BKCMD00,Savant Helmet Matt White/Black M                                                                    ,Giro                                              ,HELMETS - ROAD                                    ,yes,http://www.ribblecycles.co.uk/giro-savant-helmet/,
GIROZHEL808RDBKCMD00,Savant Helmet Bright Red/Black M                                                                    ,Giro                                              ,HELMETS - ROAD                                    ,yes,http://www.ribblecycles.co.uk/giro-savant-helmet/,
DEFEZSOC410DFWHLG000,Aireator Tall Socks D Logo White L                                                                  ,Defeet                                            ,SOCKS                                             ,yes,http://www.ribblecycles.co.uk/defeet-aireator-tall-socks/,
VITTTUBA864BK4S70X23,Corsa CX Tubular Black/Blue/Black 700x23mm                                                          ,Vittoria                                          ,TUBULARS                                          ,yes,http://www.ribblecycles.co.uk/vittoria-corsa-cx-tubular/,
DEDATYRF125BKBK70X23,Tre HST Folding Tyre Black/Black 700x23mm                                                           ,Deda                                              ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/deda-tre-hst-folding-tyre/,
