Unique Product Code,Product name,Brand,Product Group,Stock Availability?,Product URL,Image URL
SHIMCHAI962000000000,11 Spd HG900 (Dura Ace) Chain                                                                       ,Shimano                                           ,CHAINS                                            ,no,http://www.ribblecycles.co.uk/shimano-11-spd-hg900-dura-ace-chain/,
CAMPBRAR509000000000,Super Record Skeleton Brake Set                                                                     ,Campagnolo                                        ,BRAKES ROAD                                       ,no,http://www.ribblecycles.co.uk/campagnolo-super-record-skeleton-brake-set/,
SHIMPEDA735000000000,Clipless Spd A600 Pedals                                                                            ,Shimano                                           ,PEDALS - ROAD                                     ,yes,http://www.ribblecycles.co.uk/shimano-clipless-spd-a600-pedals/,
VITTTUBA864F60070X23,Corsa CX Tubular Full Black 700x23mm                                                                ,Vittoria                                          ,TUBULARS                                          ,yes,http://www.ribblecycles.co.uk/vittoria-corsa-cx-tubular/,
CAMPGRFR526000020000,Chorus 11Spd Front Derailleur Braze-on                                                              ,Campagnolo                                        ,GEARS FRONT-ROAD                                  ,yes,http://www.ribblecycles.co.uk/campagnolo-chorus-11spd-front-derailleur/,
SHIMPEDA806BK0000000,Clipless SPD-SL R550 Pedals Black                                                                   ,Shimano                                           ,PEDALS - ROAD                                     ,yes,http://www.ribblecycles.co.uk/shimano-clipless-spd-sl-r550-pedals/,
SHIMPEDA732BK0000000,Clipless Spd A530 Pedals Black                                                                      ,Shimano                                           ,PEDALS - ROAD                                     ,no,http://www.ribblecycles.co.uk/shimano-clipless-spd-a530-pedals/,
SCHWTYRF212BK0070X25,One Folding Tyre Black 700x25mm                                                                     ,Schwalbe                                          ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/schwalbe-one-folding-tyre/,
SHIMBRAM313000000000,SLX M675 Brake Lvrs +Post Mount Calipers (set)                                                      ,Shimano                                           ,BRAKES MTB                                        ,yes,http://www.ribblecycles.co.uk/shimano-slx-m675-brake-lvrs-post-mount-calipers-set/,
SHIMCHAR202000075340,Dura Ace 9000 11Spd Chainset 175 34/50                                                              ,Shimano                                           ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/shimano-dura-ace-9000-11spd-chainset/,
KMCACHAI600000000000,X10 (X10.93) Silver/Grey 10 Spd Chain                                                               ,KMC                                               ,CHAINS                                            ,no,http://www.ribblecycles.co.uk/kmc-x10-x10-93-silver-grey-10-spd-chain/,
SHIMELBA2800000350MM,Di2 EWSD-50 Electric Wires (pair) 350mm                                                             ,Shimano                                           ,BATTERIES / POWER UNITS                           ,yes,http://www.ribblecycles.co.uk/shimano-di2-ewsd-50-electric-wires/,
CAMPBRAR606BK0000000,Skeleton Brakes Black                                                                               ,Campagnolo                                        ,BRAKES ROAD                                       ,no,http://www.ribblecycles.co.uk/campagnolo-skeleton-brakes/,
ITALHBAS080BK0042CTC,Alcor 80 (31.8) Bars Black 42 c to c                                                                ,ITM                                               ,H/BARS OVERSIZE-ROAD                              ,yes,http://www.ribblecycles.co.uk/itm-alcor-80-31-8-bars/,
CAMPCABB207BK0000000,Ergopower Ultrashift/Pshift Cblset Blk 38-CG-ER600                                                  ,Campagnolo                                        ,CABLES BRAKE                                      ,yes,http://www.ribblecycles.co.uk/campagnolo-ergopower-ultrashift-powershift-cableset/,
CAMPCASS700000011270,11 Spd Chorus Cassette 11-27                                                                        ,Campagnolo                                        ,CASSETTES-ROAD                                    ,yes,http://www.ribblecycles.co.uk/campagnolo-11-spd-chorus-cassette/,
SHIMGRSS3330000DOUBL,STI Levers Tiagra 4700 10 Spd with cables Double                                                    ,Shimano                                           ,GEARSHIFT/BRAKE LEVER SETS - ROAD                 ,yes,http://www.ribblecycles.co.uk/shimano-sti-levers-tiagra-4700-10-spd-with-cables/,
CAMPGRSS138000000000,P/S Ergos Dble Athena Silver Alloy 11Spd w/cbls                                                     ,Campagnolo                                        ,GEARSHIFT/BRAKE LEVER SETS - ROAD                 ,no,http://www.ribblecycles.co.uk/campagnolo-p-s-ergos-dble-athena-silver-alloy-11spd-w-cbls/,
SHIMBRBL9760000ASTAN,D.Ace R55C3 79/78/77/65/67/55 Brake Pads (2prs)Std                                                  ,Shimano                                           ,BRAKE PADS - RIM                                  ,yes,http://www.ribblecycles.co.uk/shimano-d-ace-r55c3-79-78-77-65-67-55-brake-pads-2prs/,
VITTTUBA864F60070X25,Corsa CX Tubular Full Black 700x25mm                                                                ,Vittoria                                          ,TUBULARS                                          ,yes,http://www.ribblecycles.co.uk/vittoria-corsa-cx-tubular/,
SHIMCHAR491000070340,Sora Double 3550 9Spd Chainset 170 34/50                                                            ,Shimano                                           ,CHAINSETS ROAD                                    ,no,http://www.ribblecycles.co.uk/shimano-sora-double-3550-9spd-chainset/,
TACXTRAI869000000000,T2780 Bushido Smart Trainer                                                                         ,Tacx                                              ,TRAINERS / ROLLERS                                ,yes,http://www.ribblecycles.co.uk/tacx-t2780-bushido-smart-trainer/,
CAMPCASS700000011250,11 Spd Chorus Cassette 11-25                                                                        ,Campagnolo                                        ,CASSETTES-ROAD                                    ,yes,http://www.ribblecycles.co.uk/campagnolo-11-spd-chorus-cassette/,
SHIMCHAR202000070340,Dura Ace 9000 11Spd Chainset 170 34/50                                                              ,Shimano                                           ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/shimano-dura-ace-9000-11spd-chainset/,
FULCWHFR199BK00HG500,Pair Wheels Racing Sport 11 Speed 9/10/11 Shim                                                      ,Fulcrum                                           ,WHEELS FACTORY ROAD / TRI                         ,yes,http://www.ribblecycles.co.uk/fulcrum-pair-wheels-racing-sport-11-speed/,
SHIMCASS928000011250,11Spd Dura Ace 9000 Cassette 11-25                                                                  ,Shimano                                           ,CASSETTES-ROAD                                    ,yes,http://www.ribblecycles.co.uk/shimano-11spd-dura-ace-9000-cassette/,
CAMPCHAR964000072340,Record UT Carb 11Spd Cset 172.5 34/50                                                               ,Campagnolo                                        ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/campagnolo-record-ut-carb-11spd-cset/,
LOOKPEDA162000012NM0,Keo Blade 2 Carbon Cromo Pedals 12Nm Spring                                                         ,Look                                              ,PEDALS - ROAD                                     ,yes,http://www.ribblecycles.co.uk/look-keo-blade-2-carbon-cromo-pedals/,
TACXTRAI854000000000,T2180 Vortex Smart Trainer                                                                          ,Tacx                                              ,TRAINERS / ROLLERS                                ,yes,http://www.ribblecycles.co.uk/tacx-t2180-vortex-smart-trainer/,
ASSOZBBS384BK00XL000,T.Cento S7 Bib Shorts Black XL                                                                      ,Assos                                             ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/assos-t-cento-s7-bib-shorts/,
SHIMCHAR164000075340,105 Black 5800 11Spd Chainset Compact 175 34/50                                                     ,Shimano                                           ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/shimano-105-black-5800-11spd-chainset/,
CAMPCHAI325000000000,10 Spd Record Ultra Narrow Chain                                                                    ,Campagnolo                                        ,CHAINS                                            ,no,http://www.ribblecycles.co.uk/campagnolo-10-spd-record-ultra-narrow-chain/,
