"sku","manufacturer","manufacturer_sku","ean_barcode","price (ex VAT)"
"Bristan_RG SNK C","Bristan","RG SNK C",5014868695884,"47,6083"
"Mira_2.1605.164","Mira","2.1605.164",5013181044867,"47,6167"
"Bristan_N VAN G","Bristan","N VAN G",5014868677095,"47,6417"
"Twyford_PE5215CP","Twyford","PE5215CP",5024959248325,"47,6583"
"Croydex_AP530841","Croydex","AP530841",5012044088307,"47,66"
"GROHE_27225001","GROHE",27225001,4005176899508,"47,7"
"Twyford_ER4821WH","Twyford","ER4821WH",5024959361031,"47,7083"
"Armitage_Shanks_S8730AA","Armitage Shanks","S8730AA",5012001205648,"47,71"
"Twyford_AQ5925CP","Twyford","AQ5925CP",5024959373195,"47,7167"
"Ideal_Standard_J493001","Ideal Standard","J493001",8023246243552,"47,73"
"Ideal_Standard_E784201","Ideal Standard","E784201",5017830389521,"47,73"
"Twyford_GN4970WH","Twyford","GN4970WH",5024959337227,"47,7333"
"Ideal_Standard_E293201","Ideal Standard","E293201",5017830303657,"47,75"
"Croydex_WL110924H","Croydex","WL110924H",5012044072825,"47,85"
"Aqualux_FS6150AQU","Aqualux","FS6150AQU",5014753010709,"47,8583"
"Twyford_ER4910WH","Twyford","ER4910WH",5024959364179,"47,8667"
"Bristan_CAP BAS C","Bristan","CAP BAS C",5014869088470,"47,88"
"Croydex_AP530941","Croydex","AP530941",5012044088314,"47,91"
"Ideal_Standard_E788101","Ideal Standard","E788101",5017830389576,"47,93"
"Ideal_Standard_A9105AA","Ideal Standard","A9105AA",4015413328029,"47,9314"
"Pegler Yorkshire_4G4144","Pegler Yorkshire","4G4144",5022050212771,"47,9333"
"Nabis_ZB61054000","Nabis","ZB61054000",5029125605254,"47,97"
"Twyford_AR1145WH","Twyford","AR1145WH",5024959372426,"47,97"
"Franke_112.0017.900","Franke","112.0017.900",7612213092579,48
"Franke_112.0047.579","Franke","112.0047.579",7612980044221,48
"Twyford_MD4910WH","Twyford","MD4910WH",5024959374543,48
"GROHE_27449000","GROHE",27449000,4005176879982,"48,0083"
"Deva_DCP124/005","Deva","DCP124/005",5011632058715,"48,01"
"Twyford_CX9560XX","Twyford","CX9560XX",5024959376547,"48,025"
"Twyford_CX9561XX","Twyford","CX9561XX",5024959376554,"48,025"
"Coram_SCS15CUW","Coram","SCS15CUW",5012852431562,"48,03"
"Grohe_38847LI0","GROHE","38847LI0",4005176878688,"48,0417"
"Nabis_ZB61022000","Nabis","ZB61022000",5029125604844,"48,15"
"Ideal_Standard_E6583SO","Ideal Standard","E6583SO",5017830393832,"48,19"
"Ideal_Standard_E6583SX","Ideal Standard","E6583SX",5017830393849,"48,19"
"Ideal_Standard_E6583WG","Ideal Standard","E6583WG",5017830393825,"48,19"
"Ideal_Standard_E113001","Ideal Standard","E113001",5017830010104,"48,25"
"Ideal_Standard_B7887AA","Ideal Standard","B7887AA",3800019264625,"48,27"
"Ideal_Standard_E112001","Ideal Standard","E112001",5017830066576,"48,27"
"Rada_SPSK0020J","Rada","SPSK0020J",5032498003725,"48,27"
"Ideal_Standard_E621301","Ideal Standard","E621301",5017830377511,"48,2917"
"Ideal_Standard_A5526AA","Ideal Standard","A5526AA",4015413311496,"48,32"
"Mira_2.1605.152","Mira","2.1605.152",5013181044607,"48,325"
"Armitage_Shanks_S361767","Armitage Shanks","S361767",5017830316725,"48,33"
"Deva_INS102","Deva","INS102",5011632650162,"48,33"
"Deva_SMS172","Deva","SMS172",5011632062729,"48,3333"
"Twyford_GP4960WH","Twyford","GP4960WH",5024959337258,"48,3333"
"Franklite_FL2010/1","Franklite","FL2010/1",5038975515590,"48,34"
"Ideal_Standard_B9416AA","Ideal Standard","B9416AA",3800861024088,"48,35"
"Twyford_GL4851WH","Twyford","GL4851WH",5024959382173,"48,3667"
"Nabis_ZB61039000","Nabis","ZB61039000",5029125604967,"48,41"
"Ideal_Standard_E788201","Ideal Standard","E788201",5017830389583,"48,43"
"Ideal_Standard_E789401","Ideal Standard","E789401",5017830389354,"48,4337"
"Bristan_N 3/4 C","Bristan","N 3/4 C",5014868676364,"48,48"
"GROHE_28390000","GROHE",28390000,4005176264313,"48,4833"
"Twyford_GL7815WH","Twyford","GL7815WH",5024959382814,"48,525"
"GROHE_38672SD0","GROHE","38672SD0",4005176296468,"48,55"
"Pegler_Yorkshire_435919","Pegler Yorkshire",435919,5013866076459,"48,5906"
"Pegler Yorkshire_4G4152","Pegler Yorkshire","4G4152",5022050214348,"48,6167"
"Ideal_Standard_A9135AA","Ideal Standard","A9135AA",4015234823673,"48,6372"
"Rada_2.1762.056","Rada","2.1762.056",5013181055405,"48,66"
"Twyford_CX9642XX","Twyford","CX9642XX",5024959376585,"48,6667"
"Franke_112.0050.432","Franke","112.0050.432",7612404003391,"48,669"
"Armitage_Shanks_S273601","Armitage Shanks","S273601",5012001524725,"48,7"
"Armitage_Shanks_S273501","Armitage Shanks","S273501",5012001524671,"48,7"
"Twyford_GN7815WH","Twyford","GN7815WH",5024959339849,"48,7333"
"Twyford_MD4191WH","Twyford","MD4191WH",5024959374529,"48,75"
"Elstead_Lighting_BY1 BLACK","Elstead Lighting","BY1 BLACK",5024005217305,"48,762"
"Elstead_Lighting_PB/F/B BLACK","Elstead Lighting","PB/F/B BLACK",5024005220206,"48,762"
"Triton_TSKVENUCH","Triton","TSKVENUCH",5012663019416,"48,7667"
"Triton_ABU2213D","Triton","ABU2213D",5013942311111,"48,82"
"Triton_ABU0003","Triton","ABU0003",5013942311289,"48,82"
"Saxby_Lighting_13975","Saxby Lighting",13975,5017588359470,"48,98"
"Saxby_Lighting_39610","Saxby Lighting",39610,5017588396109,"48,98"
"Saxby_Lighting_39617","Saxby Lighting",39617,5017588396178,"48,98"
"Saxby_Lighting_48033","Saxby Lighting",48033,5017588480334,"48,98"
"Saxby_Lighting_48753","Saxby Lighting",48753,5017588487531,"48,98"
"Saxby_Lighting_G4258406","Saxby Lighting","G4258406",4004353159305,"48,98"
"Saxby_Lighting_10555","Saxby Lighting",10555,5017588912040,"48,98"
"Saxby_Lighting_13912","Saxby Lighting",13912,5017588358831,"48,98"
"Saxby_Lighting_14014","Saxby Lighting",14014,5017588359852,"48,98"
"Armitage_Shanks_E961367","Armitage Shanks","E961367",5017830311058,"48,99"
"Twyford_CX9664XX","Twyford","CX9664XX",5024959376615,"49,025"
"Aqualisa_99.50.21","Aqualisa","99.50.21",5023942054806,"49,05"
"Nabis_E092501","Nabis","E092501",5017830411697,"49,08"
"Twyford_QT7864WH","Twyford","QT7864WH",5024959366944,"49,1"
"Bristan_DUL DSM C","Bristan","DUL DSM C",5014869084380,"49,1083"
"Triton_T3A7074I","Triton","T3A7074I",5012663001930,"49,1417"
"Grohe_3246700L","GROHE","3246700L",4005176890628,"49,1583"
"Franke_112.0014.123","Franke","112.0014.123",7612980772445,"49,1667"
"Twyford_GN7865WH","Twyford","GN7865WH",5024959341279,"49,1667"
"Ideal_Standard_B7886AA","Ideal Standard","B7886AA",3800019264618,"49,2"
"Ideal_Standard_A1976AA","Ideal Standard","A1976AA",4015413345224,"49,21"
"Bristan_N SPONG C","Bristan","N SPONG C",5014868690292,"49,23"
"Bristan_N DRAIL C","Bristan","N DRAIL C",5014868690322,"49,23"
"Bristan_SO WMMR C","Bristan","SO WMMR C",5014868710204,"49,23"
"Bristan_PM GB C","Bristan","PM GB C",5014869105283,"49,2338"
"Pegler Yorkshire_4G4094","Pegler Yorkshire","4G4094",5013866083662,"49,3583"
"GROHE_27672000","GROHE",27672000,4005176905735,"49,39"
"Ideal_Standard_B8076AA","Ideal Standard","B8076AA",3800861001515,"49,4"
"Pegler_Yorkshire_4S4541","Pegler Yorkshire","4S4541",5022050145529,"49,4"
"Twyford_RE7851WH","Twyford","RE7851WH",5024959370620,"49,4"
"Pegler Yorkshire_4G4012","Pegler Yorkshire","4G4012",5022050207203,"49,4167"
"Ideal_Standard_E301701","Ideal Standard","E301701",5017830354987,"49,4185"
"Ideal_Standard_E301601","Ideal Standard","E301601",5017830354970,"49,42"
"Twyford_MD7851WH","Twyford","MD7851WH",5024959374697,"49,44"
"Twyford_QT7861WH","Twyford","QT7861WH",5024959368528,"49,4417"
"Twyford_CL4910WH","Twyford","CL4910WH",5024959224015,"49,4417"
"Ideal_Standard_E709101","Ideal Standard","E709101",5017830162865,"49,55"
"Saxby_Lighting_48754","Saxby Lighting",48754,5017588487548,"49,6"
"Saxby_Lighting_48762","Saxby Lighting",48762,5017588487623,"49,6"
"Saxby_Lighting_BOR236","Saxby Lighting","BOR236",5017588906896,"49,6"
"Saxby_Lighting_40350","Saxby Lighting",40350,5017588403500,"49,6"
"Twyford_ER7865WH","Twyford","ER7865WH",5024959361093,"49,675"
"Deva_GE02","Deva","GE02",5011632060107,"49,7"
"Nabis_ZB61048000","Nabis","ZB61048000",5029125605209,"49,7"
"Ideal_Standard_E785201","Ideal Standard","E785201",5017830389446,"49,71"
"Croydex_AD116441","Croydex","AD116441",5012044065452,"49,74"
"Ideal_Standard_E794401","Ideal Standard","E794401",5017830389606,"49,76"
"Bristan_RS HNK C","Bristan","RS HNK C",5014868696836,"49,775"
"Ideal_Standard_E6768SO","Ideal Standard","E6768SO",5017830394075,"49,8573"
"Ideal_Standard_E6495SO","Ideal Standard","E6495SO",5017830422983,"49,8573"
"Ideal_Standard_E6495SX","Ideal Standard","E6495SX",5017830422990,"49,8573"
"Ideal_Standard_E6495WG","Ideal Standard","E6495WG",5017830423003,"49,8573"
"Pegler Yorkshire_4G4121","Pegler Yorkshire","4G4121",5022050211057,"49,8583"
"Pegler Yorkshire_4g4009","Pegler Yorkshire","4G4009",5022050239426,"49,8583"
"Ideal_Standard_E6681RQ","Ideal Standard","E6681RQ",5017830394730,"49,86"
"Armitage_Shanks_S9251MY","Armitage Shanks","S9251MY",5012001220917,"49,9167"
"Deva_RUB102","Deva","RUB102",5011632651855,"49,98"
"Deva_LINX102","Deva","LINX102",5011632661304,"49,98"
"Ideal_Standard_N1151AA","Ideal Standard","N1151AA",8014140302698,"49,9914"
"Ideal_Standard_N1149AA","Ideal Standard","N1149AA",8014140302674,"49,9914"
"Armitage_Shanks_S427067","Armitage Shanks","S427067",5017830382140,50
"Twyford_GC4211WH","Twyford","GC4211WH",5024959368061,"50,0333"
"Twyford_GC4212WH","Twyford","GC4212WH",5024959368078,"50,0333"
"Bristan_VAX BSM C","Bristan","VAX BSM C",5014868002064,"50,08"
"Ideal_Standard_E799201","Ideal Standard","E799201",5017830389545,"50,11"
"Grohe_27066000","GROHE",27066000,4005176832116,"50,125"
"Armitage_Shanks_S270301","Armitage Shanks","S270301",5017830319160,"50,13"
"Pegler_Yorkshire_325047","Pegler Yorkshire",325047,5013866005251,"50,175"
"Deva_189X","Deva","189X",5011632055691,"50,18"
"Rada_1.1503.727","Rada","1.1503.727",5013181025774,"50,21"
"Rada_1.1503.734","Rada","1.1503.734",5013181025842,"50,21"
"Rada_2.1762.057","Rada","2.1762.057",5013181055412,"50,21"
"Bristan_N 1/2 G","Bristan","N 1/2 G",5014868676302,"50,23"
"Bristan_PS BAS C","Bristan","PS BAS C",5014869118382,"50,23"
"Ideal_Standard_B5106AA","Ideal Standard","B5106AA",3800019252219,"50,23"
"Pegler_Yorkshire_4G3191","Pegler Yorkshire","4G3191",5022050248879,"50,2333"
"Pegler_Yorkshire_4G3190","Pegler Yorkshire","4G3190",5022050248817,"50,2333"
"Aqualux_FTR0527AQU","Aqualux","FTR0527AQU",5014753029664,"50,2583"
"Twyford_WF8461CP","Twyford","WF8461CP",5024959004303,"50,35"
"GROHE_28394000","GROHE",28394000,4005176264351,"50,37"
"GROHE_36337000","GROHE",36337000,4005176896736,"50,37"
"Bristan_NR BASNW C","Bristan","NR BASNW C",5014869112670,"50,39"
"Bristan_JU BID C","Bristan","JU BID C",5014869041307,"50,3917"
"Twyford_AQ5126CP","Twyford","AQ5126CP",5024959373133,"50,3917"
"Armitage_Shanks_S221801","Armitage Shanks","S221801",5017830379812,"50,43"
"Armitage_Shanks_S244901","Armitage Shanks","S244901",5017830417484,"50,43"
"Armitage_Shanks_S247301","Armitage Shanks","S247301",5017830411550,"50,43"
"Armitage_Shanks_S247401","Armitage Shanks","S247401",5017830411567,"50,43"
"Ideal_Standard_E759301","Ideal Standard","E759301",5017830410102,"50,4417"
"Grohe_28185000","GROHE",28185000,4005176038501,"50,4583"
"Bristan_SK1500-8CP","Bristan","SK1500-8CP",5038150004987,"50,48"
"Croydex_WB715122","Croydex","WB715122",5012044077974,"50,4901"
"Ideal_Standard_E108001","Ideal Standard","E108001",5017830059660,"50,5"
"Ideal_Standard_E109001","Ideal Standard","E109001",5017830007401,"50,5"
"Ideal_Standard_E786201","Ideal Standard","E786201",5017830389361,"50,5"
"Bristan_ON BID C CD","Bristan","ON BID C CD",5014868982977,"50,5167"
"Ideal_Standard_A9144AA","Ideal Standard","A9144AA",4015234824267,"50,5332"
"Bristan_N GSHELF C","Bristan","N GSHELF C",5014868690346,"50,56"
"GROHE_46386000","GROHE",46386000,4005176169410,"50,56"
"Just_Trays_FP100Q100","Just Trays","FP100Q100",5055039316801,"50,68"
"Just_Trays_FP1290100","Just Trays","FP1290100",5055039316825,"50,68"
"Just_Trays_FP1710100","Just Trays","FP1710100",5055039316832,"50,68"
"Bristan_KG SNK C","Bristan","KG SNK C",5014868692968,"50,69"
"Ideal_Standard_N1148AA","Ideal Standard","N1148AA",8014140302667,"50,7052"
"Ideal_Standard_E785301","Ideal Standard","E785301",5017830389453,"50,7171"
"Ideal_Standard_E786301","Ideal Standard","E786301",5017830389385,"50,7171"
"Ideal_Standard_E784301","Ideal Standard","E784301",5017830389538,"50,72"
"Ideal_Standard_E788501","Ideal Standard","E788501",5017830390497,"50,72"
"Franke_112.0050.421","Franke","112.0050.421",7612404003322,"50,825"
"Bristan_PM 1/2 C","Bristan","PM 1/2 C",5014868962849,"50,83"
"Mira_1.1697.036.WH","Mira","1.1697.036.WH",5014869041420,"50,83"
"Mira_1.1697.035.WH","Mira","1.1697.035.WH",5013181048506,"50,83"
"Armitage_Shanks_S7372AA","Armitage Shanks","S7372AA",5017830317401,"50,8333"
"Grohe_27151000","GROHE",27151000,4005176837012,"50,8333"
"Saxby_Lighting_11243","Saxby Lighting",11243,5017588915805,"50,84"
"Ideal_Standard_E319401","Ideal Standard","E319401",5017830360490,"50,8875"
"Deva_SOLE113/SW","Deva","SOLE113/SW",5011632650261,"50,9"
"Mira_1.1697.033.WH","Mira","1.1697.033.WH",5013181043051,"50,94"
"Ideal_Standard_E6626SX","Ideal Standard","E6626SX",5017830394419,"50,96"
"Ideal_Standard_E6626WG","Ideal Standard","E6626WG",5017830394396,"50,96"
"Bristan_CM SNK WHT","Bristan","CM SNK WHT",5014868711607,"50,9667"
"Rada_1.1555.019","Rada","1.1555.019",5013181016727,"50,98"
"Deva_SIGKITM03","Deva","SIGKITM03",5011632666408,"50,99"
"Deva_ADORE114","Deva","ADORE114",5011632666798,"50,99"
"Deva_ADORE171","Deva","ADORE171",5011632666811,"50,99"
"Elstead_Lighting_CB1 BLACK","Elstead Lighting","CB1 BLACK",5024005215400,"51,012"
"Elstead_Lighting_CH1 BLACK","Elstead Lighting","CH1 BLACK",5024005213901,"51,012"
"Deva_SM057","Deva","SM057",5011632062637,"51,06"
"Ideal_Standard_E418001","Ideal Standard","E418001",5017830009849,"51,0625"
"Bristan_DUX SNK C","Bristan","DUX SNK C",5014869084588,"51,0667"
"Franke_112.0040.821","Franke","112.0040.821",7612980584222,"51,071"
"Ideal_Standard_E3800FK","Ideal Standard","E3800FK",5017830081524,"51,08"
"Aqualux_FTR0522AQU","Aqualux","FTR0522AQU",5014753029619,"51,1083"
"GROHE_28765000","GROHE",28765000,4005176820120,"51,13"
"Saxby_Lighting_855302B","Saxby Lighting","855302B",5017588177524,"51,15"
"Saxby_Lighting_CURVE30PLC","Saxby Lighting","CURVE30PLC",5017588174592,"51,15"
"Saxby_Lighting_11095","Saxby Lighting",11095,5017588913689,"51,15"
"Bristan_M SNK C","Bristan","M SNK C",5014868677064,"51,2"
"Pegler_Yorkshire_5A1105","Pegler Yorkshire","5A1105",5013866078934,"51,2328"
"Armitage_Shanks_S218401","Armitage Shanks","S218401",5017830360230,"51,27"
"Ideal_Standard_R392201","Ideal Standard","R392201",3391500510937,"51,275"
"Bristan_QST BF C","Bristan","QST BF C",5014869068540,"51,28"
"Bristan_CAP BID C","Bristan","CAP BID C",5014869104453,"51,31"
"Franklite_CF5025","Franklite","CF5025",5038975006104,"51,32"
"Franklite_FL2059/2","Franklite","FL2059/2",5038975516832,"51,32"
"GROHE_27633000","GROHE",27633000,4005176900761,"51,32"
"GROHE_27637000","GROHE",27637000,4005176900808,"51,32"
"GROHE_27628000","GROHE",27628000,4005176900723,"51,32"
"GROHE_27444000","GROHE",27444000,4005176880049,"51,32"
"GROHE_27447000","GROHE",27447000,4005176880087,"51,32"
"GROHE_27443000","GROHE",27443000,4005176880025,"51,32"
"GROHE_27635000","GROHE",27635000,4005176900785,"51,32"
"GROHE_27446000","GROHE",27446000,4005176880063,"51,32"
"GROHE_27448000","GROHE",27448000,4005176880100,"51,32"
"GROHE_27884001","GROHE",27884001,4005176919695,"51,39"
"Armitage_Shanks_S9368MY","Armitage Shanks","S9368MY",5012001217641,"51,4432"
"Ideal_Standard_E618001","Ideal Standard","E618001",5017830377313,"51,45"
"Ideal_Standard_E619101","Ideal Standard","E619101",5017830377344,"51,45"
"Franke_112.0061.838","Franke","112.0061.838",7612980084616,"51,47"
"Armitage_Shanks_S7021AA","Armitage Shanks","S7021AA",5017830348191,"51,5"
"Bristan_EC SNK C","Bristan","EC SNK C",5014869043004,"51,525"
"GROHE_27127000","GROHE",27127000,4005176835988,"51,6"
"Ideal_Standard_E789201","Ideal Standard","E789201",5017830389286,"51,61"
"Ideal_Standard_E4770FH","Ideal Standard","E4770FH",5017830018698,"51,6375"
"Armitage_Shanks_B6815AA","Armitage Shanks","B6815AA",3800019252776,"51,6667"
"Armitage_Shanks_S392001","Armitage Shanks","S392001",5012001668450,"51,6667"
"Armitage_Shanks_S7373AA","Armitage Shanks","S7373AA",5017830365969,"51,6667"
"GROHE_27630000","GROHE",27630000,4005176900747,"51,6667"
"Grohe_28270000","GROHE",28270000,4005176124761,"51,6667"
"Pegler_Yorkshire_325057","Pegler Yorkshire",325057,5013866005268,"51,6917"
"Rada_PEBF0832P","Rada","PEBF0832P",5032498083215,"51,74"
"Elstead_Lighting_ART2 AGD BRASS","Elstead Lighting","ART2 AGD BRASS",5024005367802,"51,75"
"Elstead_Lighting_ART2 BLACK","Elstead Lighting","ART2 BLACK",5024005367703,"51,75"
"Elstead_Lighting_MN1 BLK/GOLD","Elstead Lighting","MN1 BLK/GOLD",5024005230304,"51,75"
"Elstead_Lighting_MN1 IV/GOLD","Elstead Lighting","MN1 IV/GOLD",5024005341406,"51,75"
"Mira_1.1697.267.WH","Mira","1.1697.267.WH",5014868982021,"51,75"
"Twyford_3D4811WH","Twyford","3D4811WH",5024959379296,"51,775"
"Mira_SPLR0012P","Mira","SPLR0012P",5032498002766,"51,8375"
"Twyford_GC4112WH","Twyford","GC4112WH",5024959368054,"51,9417"
"Armitage_Shanks_S363667","Armitage Shanks","S363667",5017830387503,"51,95"
"Armitage_Shanks_S363567","Armitage Shanks","S363567",5017830387510,"51,95"
"Ideal_Standard_E729001","Ideal Standard","E729001",5017830168683,"51,96"
"Ideal_Standard_L624001","Ideal Standard","L624001",5017830429593,"51,96"
"Grohe_28361000","GROHE",28361000,4005176295157,"51,9917"
"GROHE_27258000","GROHE",27258000,4005176856563,"52,0395"
"Deva_SOLE108","Deva","SOLE108",5011632647841,"52,04"
"Twyford_SF1202CP","Twyford","SF1202CP",5024959359687,"52,0583"
"Pegler_Yorkshire_4L2109","Pegler Yorkshire","4L2109",5022050248008,"52,1083"
"Franklite_DP40012","Franklite","DP40012",5038975045202,"52,13"
"Franklite_DP40022","Franklite","DP40022",5038975047916,"52,13"
"Bristan_J BASNW C","Bristan","J BASNW C",5014868984759,"52,17"
"Armitage_Shanks_S390201","Armitage Shanks","S390201",5012001529362,"52,2"
"Bristan_BS2 C","Bristan","BS2 C",5014868972183,"52,29"
"Bristan_N SHOW G","Bristan","N SHOW G",5014868690438,"52,34"
"Aqualux_FTR0520AQU","Aqualux","FTR0520AQU",5014753029596,"52,45"
"Nabis_ZB61052000","Nabis","ZB61052000",5029125605261,"52,46"
"Nabis_ZB61053000","Nabis","ZB61053000",5029125605278,"52,46"
"Twyford_EN7870WH","Twyford","EN7870WH",5024959381381,"52,4917"
"Armitage_Shanks_S390001","Armitage Shanks","S390001",5012001529355,"52,5"
"Elstead_Lighting_OV/F BLK/GOLD","Elstead Lighting","OV/F BLK/GOLD",5024005383703,"52,5"
"Elstead_Lighting_OV/F IV/GOLD","Elstead Lighting","OV/F IV/GOLD",5024005383802,"52,5"
"Grohe_28796000","GROHE",28796000,4005176824296,"52,5"
"Elstead_Lighting_WM1","Elstead Lighting","WM1",5024005459903,"52,506"
"Twyford_EN7860WH","Twyford","EN7860WH",5024959268224,"52,5583"
"Ideal_Standard_A9134AA","Ideal Standard","A9134AA",4015234823666,"52,6375"
"Ideal_Standard_E303401","Ideal Standard","E303401",5017830358336,"52,64"
"Bristan_VAL SNK C CD","Bristan","VAL SNK C CD",5014868001906,"52,6833"
"Saxby_Lighting_34277","Saxby Lighting",34277,5017588342779,"52,7"
"Saxby_Lighting_39297","Saxby Lighting",39297,5017588392972,"52,7"
"Saxby_Lighting_39629","Saxby Lighting",39629,5017588396291,"52,7"
"Saxby_Lighting_35215","Saxby Lighting",35215,5017588352150,"52,7"
"Saxby_Lighting_43864","Saxby Lighting",43864,5017588438649,"52,7"
"Saxby_Lighting_43865","Saxby Lighting",43865,5017588438656,"52,7"
"Saxby_Lighting_43867","Saxby Lighting",43867,5017588438670,"52,7"
"Saxby_Lighting_43868","Saxby Lighting",43868,5017588438687,"52,7"
"Saxby_Lighting_43872","Saxby Lighting",43872,5017588438724,"52,7"
"Saxby_Lighting_43874","Saxby Lighting",43874,5017588438748,"52,7"
"Saxby_Lighting_48763","Saxby Lighting",48763,5017588487630,"52,7"
"Saxby_Lighting_48764","Saxby Lighting",48764,5017588487647,"52,7"
"Saxby_Lighting_1601I35","Saxby Lighting","1601I35",5017588171713,"52,7"
"Saxby_Lighting_3172LA","Saxby Lighting","3172LA",5017588172086,"52,7"
"Saxby_Lighting_3172LB","Saxby Lighting","3172LB",5017588172109,"52,7"
"Saxby_Lighting_3173LA","Saxby Lighting","3173LA",5017588172123,"52,7"
"Saxby_Lighting_3173LB","Saxby Lighting","3173LB",5017588172147,"52,7"
"Saxby_Lighting_PRS250","Saxby Lighting","PRS250",5017588257943,"52,7"
"Saxby_Lighting_13908","Saxby Lighting",13908,5017588358794,"52,7"
"Armitage_Shanks_S231401","Armitage Shanks","S231401",5017830380108,"52,71"
"Armitage_Shanks_S231701","Armitage Shanks","S231701",5017830380122,"52,71"
"Twyford_NV4910WH","Twyford","NV4910WH",5024959288017,"52,725"
"Bristan_J 1/2 C","Bristan","J 1/2 C",5014868962986,"52,76"
"GROHE_27067000","GROHE",27067000,4005176832123,"52,85"
"Croydex_QM585341","Croydex","QM585341",5012044078452,"52,88"
"Bristan_OL 1/2 C","Bristan","OL 1/2 C",5014869105061,"52,89"
"Franke_112.0081.491","Franke","112.0081.491",7612980580873,"52,9167"
"Armitage_Shanks_S9240MY","Armitage Shanks","S9240MY",5012001220801,"52,92"
"Pegler Yorkshire_4G4141","Pegler Yorkshire","4G4141",5022050212344,"52,9417"
"Twyford_CX9564XX","Twyford","CX9564XX",5024959376561,"52,9417"
