"sku","manufacturer","manufacturer_sku","ean_barcode","price (ex VAT)"
"Triton_TSHFALEXCH","Triton","TSHFALEXCH",5012663019539,"40,4333"
"Triton_TSHFEMILCH","Triton","TSHFEMILCH",5012663019546,"40,4333"
"Pegler_Yorkshire_405069","Pegler Yorkshire",405069,5013866034145,"40,5083"
"Triton_TSKFLEO7000WC","Triton","TSKFLEO7000WC",5012663019690,"40,525"
"GROHE_46374000","GROHE",46374000,4005176169076,"40,54"
"Deva_ELAN102","Deva","ELAN102",5011632646028,"40,5417"
"Deva_IKO102","Deva","IKO102",5011632650124,"40,5667"
"Deva_MOT102","Deva","MOT102",5011632650186,"40,575"
"Aqualux_1138403","Aqualux",1138403,8711331021023,"40,58"
"Twyford_RE4970WH","Twyford","RE4970WH",5024959354392,"40,5917"
"Ideal_Standard_B7884AA","Ideal Standard","B7884AA",3800019264595,"40,6"
"GROHE_28690000","GROHE",28690000,4005176256196,"40,64"
"Deva_INS101","Deva","INS101",5011632650155,"40,65"
"Bristan_TUF100CCP","Bristan","TUF100CCP",5014868001319,"40,66"
"Twyford_RE4221WH","Twyford","RE4221WH",5024959354620,"40,6917"
"Mira_2.1588.077","Mira","2.1588.077",5013181028324,"40,716"
"Pegler Yorkshire_351903","Pegler Yorkshire",351903,5013866076633,"40,7167"
"Armitage_Shanks_S430367","Armitage Shanks","S430367",5017830388944,"40,74"
"Deva_DCM106","Deva","DCM106",5011632058517,"40,74"
"Bristan_NR 1/2 C","Bristan","NR 1/2 C",5014869112656,"40,78"
"Ideal_Standard_A9106AA","Ideal Standard","A9106AA",4015413328043,"40,7922"
"Armitage_Shanks_S7029AA","Armitage Shanks","S7029AA",5017830320784,"40,7948"
"Mira_1.408.45.10","Mira","1.408.45.10",5013181408454,"40,825"
"Twyford_SS6251SS","Twyford","SS6251SS",5024959382715,"40,825"
"Bristan_DUL BAS C","Bristan","DUL BAS C",5014869084786,"40,83"
"Ideal_Standard_E760401","Ideal Standard","E760401",5017830365082,"40,83"
"Armitage_Shanks_S362267","Armitage Shanks","S362267",5017830316770,"40,8333"
"Mira_1.902.91.6.0","Mira","1.902.91.6.0",5013181902914,"40,8333"
"GROHE_27230001","GROHE",27230001,4005176854217,"40,893"
"Coram_FP0000P","Coram","FP0000P",5012852407352,"40,93"
"Mira_1.1603.098.1","Mira","1.1603.098.1",5013181035193,"40,95"
"Armitage_Shanks_S9329AA","Armitage Shanks","S9329AA",5012001190265,"40,96"
"Twyford_ST1306WH","Twyford","ST1306WH",5024959241333,"40,975"
"Deva_ELAN313","Deva","ELAN313",5011632647629,41
"Pegler_Yorkshire_4S4540","Pegler Yorkshire","4S4540",5022050145208,"41,0667"
"Ideal_Standard_E791801","Ideal Standard","E791801",5017830389293,"41,11"
"Croydex_QM582941","Croydex","QM582941",5012044078377,"41,12"
"Aqualux_1143821","Aqualux",1143821,8718315000500,"41,18"
"Armitage_Shanks_S7117AA","Armitage Shanks","S7117AA",5017830330332,"41,1906"
"Nabis_ZB61021000","Nabis","ZB61021000",5029125604837,"41,21"
"Armitage_Shanks_S366001","Armitage Shanks","S366001",5017830303848,"41,25"
"Bristan_E FILT10 C","Bristan","E FILT10 C",5014868712697,"41,27"
"Bristan_J MBAS C","Bristan","J MBAS C",5014869084762,"41,3"
"Ideal_Standard_S367667","Ideal Standard","S367667",5017830390978,"41,525"
"Bristan_VAX SNK C","Bristan","VAX SNK C",5014868002101,"41,55"
"Ideal_Standard_B9405AA ","Ideal Standard","B9405AA ",3800861024279,"41,58"
"Ideal_Standard_E4461AA","Ideal Standard","E4461AA",5017830074427,"41,59"
"Bristan_VR1000","Bristan","VR1000",5014868000275,"41,6"
"Twyford_ST1304WH","Twyford","ST1304WH",5024959241319,"41,6083"
"Mira_1.410.53.2.0","Mira","1.410.53.2.0",5013181410532,"41,6583"
"Mira_1.150.67.5.4","Mira","1.150.67.5.4",5013181150674,"41,6583"
"Armitage_Shanks_S8347AA","Armitage Shanks","S8347AA",5017830379201,"41,6667"
"Deva_LACE171","Deva","LACE171",5011632666910,"41,6667"
"Twyford_RS4111WH","Twyford","RS4111WH",5024959365893,"41,7"
"Rada_1.1503.726","Rada","1.1503.726",5013181025767,"41,71"
"Rada_1.1503.729","Rada","1.1503.729",5013181025798,"41,71"
"Rada_1.1503.736","Rada","1.1503.736",5013181025873,"41,71"
"Twyford_AR2342WH","Twyford","AR2342WH",5024959372433,"41,7333"
"Ideal_Standard_B9410AA","Ideal Standard","B9410AA",3800861023142,"41,76"
"Deva_MILAN113","Deva","MILAN113",5011632648374,"41,8"
"Mira_2.1703.016","Mira","2.1703.016",5013181049619,"41,8083"
"Bristan_SW MLK SEAT SCH W","Bristan","SW MLK SEAT SCH W",5014869102145,"41,81"
"Twyford_GP7865WH","Twyford","GP7865WH",5024959337340,"41,8417"
"Armitage_Shanks_S6461AC","Armitage Shanks","S6461AC",5017830383833,"41,85"
"Armitage_Shanks_S6462AC","Armitage Shanks","S6462AC",5017830383840,"41,85"
"Armitage_Shanks_S6461LJ","Armitage Shanks","S6461LJ",5017830384632,"41,85"
"Armitage_Shanks_S6462LJ","Armitage Shanks","S6462LJ",5017830384649,"41,85"
"Armitage_Shanks_S646136","Armitage Shanks","S646136",5017830384953,"41,85"
"Armitage_Shanks_S646236","Armitage Shanks","S646236",5017830384960,"41,85"
"Armitage_Shanks_S6462RN","Armitage Shanks","S6462RN",5017830388500,"41,85"
"Armitage_Shanks_S6466RN","Armitage Shanks","S6466RN",5017830388548,"41,85"
"Saxby_Lighting_13814","Saxby Lighting",13814,5017588315445,"41,85"
"Saxby_Lighting_SCREEN","Saxby Lighting","SCREEN",5017588178118,"41,85"
"Roca_890820FP0","Roca","890820FP0",8489082067019,"41,87"
"Pegler Yorkshire_4W9040","Pegler Yorkshire","4W9040",5013866074134,"41,9"
"Twyford_RE4121WH","Twyford","RE4121WH",5024959354217,"41,9"
"Aqualux_FTR0133AQU","Aqualux","FTR0133AQU",5014753005637,"41,93"
"Twyford_AV4901BE","Twyford","AV4901BE",5024959361512,"41,95"
"Aqualisa_DDS01","Aqualisa","DDS01",5023942064744,"42,075"
"Ideal_Standard_T634301","Ideal Standard","T634301",8014140351320,"42,09"
"Pegler Yorkshire_4G4062","Pegler Yorkshire","4G4062",5013866083587,"42,1"
"Triton_TSKFCALKATCH","Triton","TSKFCALKATCH",5012663019737,"42,1833"
"Nabis_ZB61056000","Nabis","ZB61056000",5029125605285,"42,27"
"Franke_119.0049.852","Franke","119.0049.852",7612404001083,"42,2917"
"Franke_112.0172.452","Franke","112.0172.452",7612980530960,"42,3783"
"Deva_DLV102","Deva","DLV102",5011632058982,"42,48"
"Deva_CR19/501","Deva","CR19/501",5011632057787,"42,49"
"Armitage_Shanks_E291001","Armitage Shanks","E291001",5017830106173,"42,5"
"Deva_GE01","Deva","GE01",5011632060077,"42,5"
"Armitage_Shanks_S215701","Armitage Shanks","S215701",5017830380078,"42,51"
"Croydex_AD149541","Croydex","AD149541",5012044078964,"42,53"
"Croydex_AD108341","Croydex","AD108341",5012044071439,"42,53"
"GROHE_28794000","GROHE",28794000,4005176823978,"42,55"
"GROHE_28795000","GROHE",28795000,4005176824289,"42,55"
"Mira_1.1703.390","Mira","1.1703.390",5013181057027,"42,5633"
"Twyford_RE4122WH","Twyford","RE4122WH",5024959354248,"42,5917"
"Bristan_CAP BASNW C","Bristan","CAP BASNW C",5014869103791,"42,65"
"Mira_2.1703.006","Mira","2.1703.006",5013181049534,"42,7025"
"Mira_2.1703.015","Mira","2.1703.015",5013181049602,"42,7025"
"Mira_2.1703.005","Mira","2.1703.005",5013181049527,"42,7025"
"Twyford_RS4211WH","Twyford","RS4211WH",5024959365886,"42,725"
"Ideal_Standard_B5105AA","Ideal Standard","B5105AA",3800019252202,"42,73"
"Ideal_Standard_J467001","Ideal Standard","J467001",8023246239265,"42,73"
"Bristan_RS VAN C","Bristan","RS VAN C",5014868696775,"42,7333"
"Saxby_Lighting_39316","Saxby Lighting",39316,5017588393160,"42,78"
"Saxby_Lighting_48775","Saxby Lighting",48775,5017588487753,"42,78"
"Saxby_Lighting_CRYSTAL126","Saxby Lighting","CRYSTAL126",5017588174462,"42,78"
"Saxby_Lighting_CURVE22TH","Saxby Lighting","CURVE22TH",5017588174585,"42,78"
"Saxby_Lighting_13855","Saxby Lighting",13855,5017588314523,"42,78"
"Saxby_Lighting_40353","Saxby Lighting",40353,5017588403531,"42,78"
"Saxby_Lighting_43659","Saxby Lighting",43659,5017588436591,"42,78"
"Saxby_Lighting_43660","Saxby Lighting",43660,5017588436607,"42,78"
"Saxby_Lighting_43675","Saxby Lighting",43675,5017588436751,"42,78"
"Coram_G140-697","Coram","G140-697",5012852771422,"42,79"
"GROHE_19451001","GROHE",19451001,4005176827488,"42,83"
"Franke_112.0016.488","Franke","112.0016.488",7612980052851,"42,8366"
"Bristan_RS BIB C","Bristan","RS BIB C",5014868696911,"42,88"
"Bristan_K 3/4 G","Bristan","K 3/4 G",5014868697307,"42,89"
"GROHE_28438003","GROHE",28438003,4005176899584,"42,93"
"Deva_RUB101","Deva","RUB101",5011632651848,"42,9583"
"Aqualux_1143820","Aqualux",1143820,8718315000494,43
"Pegler Yorkshire_308037","Pegler Yorkshire",308037,5013866004872,"43,025"
"Twyford_GN4920WH","Twyford","GN4920WH",5024959348674,"43,025"
"Coram_G150-697","Coram","G150-697",5012852771415,"43,03"
"Coram_G182-697","Coram","G182-697",5012852771439,"43,03"
"Armitage_Shanks_S6450MY","Armitage Shanks","S6450MY",5017830384212,"43,04"
"Armitage_Shanks_S6452MY","Armitage Shanks","S6452MY",5017830384229,"43,04"
"Armitage_Shanks_S6453MY","Armitage Shanks","S6453MY",5017830384236,"43,04"
"Armitage_Shanks_S6466MY","Armitage Shanks","S6466MY",5017830384366,"43,04"
"Armitage_Shanks_S6481MY","Armitage Shanks","S6481MY",5017830384519,"43,04"
"Twyford_SF2151CP","Twyford","SF2151CP",5024959379418,"43,0917"
"Nabis_ZKPCL10000","Nabis","ZKPCL10000",5029125605377,"43,22"
"Croydex_AD116541","Croydex","AD116541",5012044065476,"43,25"
"Ideal_Standard_A9143AA","Ideal Standard","A9143AA",4015234824250,"43,2721"
"Franke_112.0036.731","Franke","112.0036.731",7612980066773,"43,2924"
"GROHE_27231001","GROHE",27231001,4005176899553,"43,3"
"Armitage_Shanks_S426601","Armitage Shanks","S426601",5017830385882,"43,33"
"Mira_2.1605.154","Mira","2.1605.154",5013181044683,"43,3333"
"Triton_TSKLEONCH","Triton","TSKLEONCH",5012663019386,"43,3333"
"Coram_RKSTR2","Coram","RKSTR2",5012852771484,"43,37"
"Saxby_Lighting_43711","Saxby Lighting",43711,5017588437116,"43,4"
"Saxby_Lighting_10554","Saxby Lighting",10554,5017588912033,"43,4"
"Saxby_Lighting_13988","Saxby Lighting",13988,5017588359654,"43,4"
"Saxby_Lighting_13989","Saxby Lighting",13989,5017588359661,"43,4"
"Bristan_SW QST BASIN 2H W","Bristan","SW QST BASIN 2H W",5014870000000,"43,46"
"Triton_AMJ189 C","Triton","AMJ189 C",5013942006080,"43,46"
"Pegler_Yorkshire_330021","Pegler Yorkshire",330021,5013866005381,"43,5"
"Pegler_Yorkshire_330022","Pegler Yorkshire",330022,5013866005398,"43,5"
"Ideal_Standard_B9854AA","Ideal Standard","B9854AA",3800861029281,"43,5167"
"Just_Trays_FP1290Q100","Just Trays","FP1290Q100",5055039316818,"43,56"
"Bristan_QST BAS2 C","Bristan","QST BAS2 C",5014869068502,"43,57"
"Rada_1.463.83.1","Rada","1.463.83.1",5013181024913,"43,58"
"Ideal_Standard_J428467","Ideal Standard","J428467",8023246230149,"43,6"
"Pegler Yorkshire_4K8005","Pegler Yorkshire","4K8005",5013866053412,"43,6083"
"Pegler Yorkshire_4G4140","Pegler Yorkshire","4G4140",5022050212207,"43,6083"
"Bristan_RS 1/2 C","Bristan","RS 1/2 C",5014868696713,"43,62"
"Ideal_Standard_E6779SO","Ideal Standard","E6779SO",5017830417170,"43,6531"
"Bristan_JU BASNW C","Bristan","JU BASNW C",5014869041291,"43,69"
"Aqualisa_99.02.04","Aqualisa","99.02.04",5023942054721,"43,7167"
"Mira_2.1605.155","Mira","2.1605.155",5013181044744,"43,761"
"Mira_2.1605.184","Mira","2.1605.184",5013181045086,"43,761"
"Twyford_RE4222WH","Twyford","RE4222WH",5024959354651,"43,7667"
"Twyford_WF9364CP","Twyford","WF9364CP",5024959004112,"43,8"
"Nabis_ZB61036000","Nabis","ZB61036000",5029125604950,"43,85"
"Bristan_VAC DFBAS C MT","Bristan","VAC DFBAS C MT",5014868001647,"43,8833"
"Bristan_N SHOW C","Bristan","N SHOW C",5014868690285,"43,91"
"Armitage_Shanks_S405801","Armitage Shanks","S405801",5017830379966,"44,05"
"Armitage_Shanks_S405836","Armitage Shanks","S405836",5017830382539,"44,05"
"Armitage_Shanks_S4058LJ","Armitage Shanks","S4058LJ",5017830382546,"44,05"
"Twyford_PE5205CP","Twyford","PE5205CP",5024959248301,"44,05"
"Deva_CR27A","Deva","CR27A",5011632645748,"44,07"
"Twyford_RE7815WH","Twyford","RE7815WH",5024959354750,"44,075"
"Franke_112.0050.424","Franke","112.0050.424",7612404001496,"44,0997"
"Ideal_Standard_E754301","Ideal Standard","E754301",5017830400981,"44,11"
"Armitage_Shanks_S6461RN","Armitage Shanks","S6461RN",5017830388494,"44,16"
"Armitage_Shanks_S3660SW","Armitage Shanks","S3660SW",5017830303862,"44,1667"
"Armitage_Shanks_S392101","Armitage Shanks","S392101",5012001669037,"44,1667"
"Armitage_Shanks_S405501","Armitage Shanks","S405501",5012001200988,"44,1667"
"Armitage_Shanks_S365701","Armitage Shanks","S365701",5017830346449,"44,2"
"Ideal_Standard_E480101","Ideal Standard","E480101",5017830138105,"44,3125"
"Coram_PES0000P","Coram","PES0000P",5012852407154,"44,32"
"Ideal_Standard_E6589SO","Ideal Standard","E6589SO",5017830394013,"44,32"
"Ideal_Standard_E6623SO","Ideal Standard","E6623SO",5017830394310,"44,32"
"Ideal_Standard_E6623SX","Ideal Standard","E6623SX",5017830394327,"44,32"
"Ideal_Standard_E6623WG","Ideal Standard","E6623WG",5017830394303,"44,32"
"Ideal_Standard_E6679RQ","Ideal Standard","E6679RQ",5017830396307,"44,3226"
"Ideal_Standard_E6589SX","Ideal Standard","E6589SX",5017830394020,"44,3226"
"Ideal_Standard_N1072AA","Ideal Standard","N1072AA",8014140288459,"44,41"
"Ideal_Standard_E4596AA","Ideal Standard","E4596AA",5017830160335,"44,4125"
"Pegler_Yorkshire_508048","Pegler Yorkshire",508048,5013866016318,"44,4425"
"Twyford_ER7851WH","Twyford","ER7851WH",5024959361109,"44,525"
"GROHE_32839000","GROHE",32839000,4005176874802,"44,55"
"Bristan_JU 3/4 C","Bristan","JU 3/4 C",5014869041383,"44,56"
"Grohe_28764000","GROHE",28764000,4005176820113,"44,5833"
"Pegler Yorkshire_4G4001","Pegler Yorkshire","4G4001",5013866083365,"44,5833"
"Pegler Yorkshire_4G4004","Pegler Yorkshire","4G4004",5013866083396,"44,6"
"Armitage_Shanks_S425967","Armitage Shanks","S425967",5017830367895,"44,62"
"Franklite_COB11708","Franklite","COB11708",5038975010507,"44,62"
"Ideal_Standard_S362667","Ideal Standard","S362667",5017830316794,"44,62"
"Saxby_Lighting_14015","Saxby Lighting",14015,5017588360285,"44,64"
"GROHE_28438000","GROHE",28438000,4005176295980,"44,6583"
"GROHE_27243001","GROHE",27243001,4005176899799,"44,67"
"Ideal_Standard_E751401","Ideal Standard","E751401",5017830287612,"44,67"
"Aqualux_FTR0521AQU","Aqualux","FTR0521AQU",5014753029602,"44,6917"
"Coram_PHS0000W","Coram","PHS0000W",5012852403637,"44,73"
"Bristan_CM SNK C MT","Bristan","CM SNK C MT",5014868711577,"44,7417"
"Ideal_Standard_B9855AA","Ideal Standard","B9855AA",3800861029298,"44,75"
"Ideal_Standard_B9413AA","Ideal Standard","B9413AA",3800861024064,"44,76"
"Twyford_GN4821WH","Twyford","GN4821WH",5024959343280,"44,775"
"Ideal_Standard_E620301","Ideal Standard","E620301",5017830377627,"44,7833"
"GROHE_27709000","GROHE",27709000,4005176909092,"44,83"
"Franke_112.0018.988","Franke","112.0018.988",7612213088206,"44,8971"
"Mira_1.1595.244","Mira","1.1595.244",5013181031317,"44,8997"
"Ideal_Standard_E621101","Ideal Standard","E621101",5017830377504,"44,95"
"Saxby_Lighting_18680","Saxby Lighting",18680,5017588903444,"44,95"
"Saxby_Lighting_4478582","Saxby Lighting",4478582,4004353993961,"44,95"
"Saxby_Lighting_CURVE22PLC","Saxby Lighting","CURVE22PLC",5017588174578,"44,95"
"Saxby_Lighting_10355","Saxby Lighting",10355,5017588171522,"44,95"
"Saxby_Lighting_13856","Saxby Lighting",13856,5017588315858,"44,95"
"Saxby_Lighting_13857","Saxby Lighting",13857,5017588315865,"44,95"
"Saxby_Lighting_13858","Saxby Lighting",13858,5017588315872,"44,95"
"Saxby_Lighting_13859","Saxby Lighting",13859,5017588315889,"44,95"
"Bristan_CAP 3/4 C","Bristan","CAP 3/4 C",5014869084311,"44,98"
"Deva_TBV008","Deva","TBV008",5011632661083,45
"Elstead_Lighting_MN1 BLACK","Elstead Lighting","MN1 BLACK",5024005214304,45
"Elstead_Lighting_OV/TL BLK/GOLD","Elstead Lighting","OV/TL BLK/GOLD",5024005522102,45
"Elstead_Lighting_OV/TL IVORY/GOLD","Elstead Lighting","OV/TL IVORY/GOLD",5024005358206,45
"Elstead_Lighting_OV1 BLK/GOLD","Elstead Lighting","OV1 BLK/GOLD",5024005360100,45
"Elstead_Lighting_OV1 IVORY/GOLD","Elstead Lighting","OV1 IVORY/GOLD",5024005360001,45
"Mira_1.902.55.3.0","Mira","1.902.55.3.0",5013181902556,45
"GROHE_46278000","GROHE",46278000,4005176131868,"45,02"
"Deva_INS120","Deva","INS120",5011632650254,"45,1333"
"Ideal_Standard_A9114AA","Ideal Standard","A9114AA",4015413328036,"45,19"
"Bristan_VAC LBSM C MT","Bristan","VAC LBSM C MT",5014868001685,"45,2"
"Armitage_Shanks_S9232MY","Armitage Shanks","S9232MY",5012001220726,"45,33"
"Deva_CR20","Deva","CR20",5011632057800,"45,33"
"Armitage_Shanks_S231501","Armitage Shanks","S231501",5017830380115,"45,41"
"Armitage_Shanks_S215801","Armitage Shanks","S215801",5017830380085,"45,41"
"Armitage_Shanks_S215601","Armitage Shanks","S215601",5017830380061,"45,41"
"Armitage_Shanks_S215901","Armitage Shanks","S215901",5017830380092,"45,41"
"Armitage_Shanks_S231301","Armitage Shanks","S231301",5017830391517,"45,41"
"Deva_MOT113","Deva","MOT113",5011632650209,"45,4167"
"Aqualux_1138406","Aqualux",1138406,8711331021054,"45,42"
"Ideal_Standard_E6624SO","Ideal Standard","E6624SO",5017830394341,"45,4226"
"Ideal_Standard_E6624WG","Ideal Standard","E6624WG",5017830394334,"45,4226"
"Pegler Yorkshire_4G4093","Pegler Yorkshire","4G4093",5013866083655,"45,4417"
"Grohe_38564000","GROHE",38564000,4005176291784,"45,46"
"Ideal_Standard_B9556AA","Ideal Standard","B9556AA",3800861024552,"45,47"
"Twyford_MD7815WH","Twyford","MD7815WH",5024959374680,"45,5083"
"Ideal_Standard_E107001","Ideal Standard","E107001",5017830154501,"45,57"
"Ideal_Standard_E115001","Ideal Standard","E115001",5017830023043,"45,57"
"Ideal_Standard_E116001","Ideal Standard","E116001",5017830022381,"45,57"
"Franke_112.0173.411","Franke","112.0173.411",7612980580668,"45,6336"
"Ideal_Standard_E792901","Ideal Standard","E792901",5017830389514,"45,68"
"Deva_DLT108","Deva","DLT108",5011632058913,"45,74"
"Ideal_Standard_E301501","Ideal Standard","E301501",5017830357735,"45,76"
"Bristan_CAP EBAS C","Bristan","CAP EBAS C",5014869103807,"45,81"
"Armitage_Shanks_S8336AA","Armitage Shanks","S8336AA",5012001442319,"45,825"
"Bristan_ON BAS C CD","Bristan","ON BAS C CD",5014868982892,"45,83"
"Deva_MILAN191","Deva","MILAN191",5011632667436,"45,8333"
"Franke_119.0049.853","Franke","119.0049.853",7612404001090,"45,8333"
"Ideal_Standard_B7885AA","Ideal Standard","B7885AA",3800019264601,"45,86"
"Ideal_Standard_S362567","Ideal Standard","S362567",5017830329312,"45,8667"
"Pegler_Yorkshire_477030","Pegler Yorkshire",477030,5013866153013,"45,8667"
"Pegler_Yorkshire_477036","Pegler Yorkshire",477036,5013866153211,"45,8667"
"Twyford_ER4970WH","Twyford","ER4970WH",5024959361086,"45,8667"
"Twyford_GN4822WH","Twyford","GN4822WH",5024959345840,"45,8667"
"Twyford_RE4321WH","Twyford","RE4321WH",5024959354279,"45,8667"
"Twyford_RE4322WH","Twyford","RE4322WH",5024959354309,"45,8667"
"Twyford_RS4311WH","Twyford","RS4311WH",5024959365879,"45,8667"
"Twyford_OT2421WH","Twyford","OT2421WH",5024959375816,"45,8667"
"Twyford_GL4970WH","Twyford","GL4970WH",5024959353715,"45,8667"
"Bristan_NR 3/4 C","Bristan","NR 3/4 C",5014869112663,"45,87"
"Ideal_Standard_E114001","Ideal Standard","E114001",5017830169062,"45,87"
"Grundfos_15220","Grundfos",15220,5700391999710,"45,89"
"Mira_2.1605.151","Mira","2.1605.151",5013181044584,"45,907"
"Mira_2.1605.163","Mira","2.1605.163",5013181044850,"45,907"
"Franklite_CO9302/727","Franklite","CO9302/727",5038975506826,"45,92"
"Ideal_Standard_E792801","Ideal Standard","E792801",5017830389507,"45,98"
"Ideal_Standard_E6045AA","Ideal Standard","E6045AA",5017830072966,"46,0667"
"Bristan_CAS PMH BAS C","Bristan","CAS PMH BAS C",5014869037065,"46,075"
"Bristan_VAL DSM C CD","Bristan","VAL DSM C CD",5014868001913,"46,09"
"Bristan_VAL DSM C 6 CD","Bristan","VAL DSM C 6 CD",5014868001920,"46,09"
"GROHE_38847XG0","GROHE","38847XG0",4005176878701,"46,17"
"GROHE_38869XG0","GROHE","38869XG0",4005176878602,"46,17"
"GROHE_38847LS0","GROHE","38847LS0",4005176879753,"46,17"
"GROHE_38859XG0","GROHE","38859XG0",4005176878312,"46,17"
"GROHE_27383000","GROHE",27383000,4005176877827,"46,17"
"GROHE_27380000","GROHE",27380000,4005176877803,"46,17"
"Rada_1.928.46.1.0","Rada","1.928.46.1.0",5013181928464,"46,2"
"Pegler_Yorkshire_434927","Pegler Yorkshire",434927,5013866076411,"46,2711"
"Twyford_ID7124WH","Twyford","ID7124WH",5024959348063,"46,3"
"Triton_TSKFLEO7000CH","Triton","TSKFLEO7000CH",5012663019706,"46,3583"
"Triton_TSKFADAKIRCH","Triton","TSKFADAKIRCH",5012663019720,"46,3583"
"Aqualisa_MD300BMT","Aqualisa","MD300BMT",5023942065697,"46,38"
"GROHE_38847KI0","GROHE","38847KI0",4005176878596,"46,3833"
"Bristan_Z L 1/2 C","Bristan","Z L 1/2 C",5014868697093,"46,3917"
"Bristan_PS SMBAS C","Bristan","PS SMBAS C",5014869118412,"46,4417"
"Aqualisa_215023","Aqualisa",215023,5023942006614,"46,48"
"Saxby_Lighting_48026","Saxby Lighting",48026,5017588480266,"46,5"
"Saxby_Lighting_7006GU10","Saxby Lighting","7006GU10",5017588172932,"46,5"
"Saxby_Lighting_CH201E27SS","Saxby Lighting","CH201E27SS",5017588174226,"46,5"
"Saxby_Lighting_10297","Saxby Lighting",10297,5017588906872,"46,5"
"Saxby_Lighting_40349","Saxby Lighting",40349,5017588403494,"46,5"
"Saxby_Lighting_43629","Saxby Lighting",43629,5017588436294,"46,5"
"Saxby_Lighting_43706","Saxby Lighting",43706,5017588437062,"46,5"
"Ideal_Standard_E6625SO","Ideal Standard","E6625SO",5017830394372,"46,5281"
"Ideal_Standard_E6625SX","Ideal Standard","E6625SX",5017830394389,"46,5281"
"Ideal_Standard_E6625WG","Ideal Standard","E6625WG",5017830394365,"46,5281"
"Bristan_ROSE105 G","Bristan","ROSE105 G",5014868984926,"46,54"
"Bristan_VAC PBSM C MT","Bristan","VAC PBSM C MT",5014868001678,"46,54"
"Bristan_PM STOP C","Bristan","PM STOP C",5014868971018,"46,54"
"Bristan_W BTH PU2 G","Bristan","W BTH PU2 G",5014868698304,"46,54"
"Ideal_Standard_T7839S4","Ideal Standard","T7839S4",8014140385448,"46,5662"
"Ideal_Standard_T7839S6","Ideal Standard","T7839S6",8014140385462,"46,57"
"Bristan_JU EBAS C","Bristan","JU EBAS C",5014869104569,"46,61"
"Bristan_JU BAS C","Bristan","JU BAS C",5014869041284,"46,64"
"Deva_MILAN 113/SW","Deva","MILAN 113/SW",5011632649692,"46,66"
"Deva_CRUX102","Deva","CRUX102",5011632661250,"46,66"
"Grohe_28797000","GROHE",28797000,4005176824326,"46,6667"
"Deva_LINX101","Deva","LINX101",5011632661298,"46,68"
"Deva_DLT113","Deva","DLT113",5011632058920,"46,78"
"GROHE_28991000","GROHE",28991000,4005176174032,"46,84"
"Armitage_Shanks_S405966","Armitage Shanks","S405966",5017830383345,"46,86"
"Bristan_RU SNK C","Bristan","RU SNK C",5014869043011,"46,9417"
"Nabis_Z889CENPKBN","Nabis","Z889CENPKBN",5029125605452,"46,99"
"Ideal_Standard_S4503MY","Ideal Standard","S4503MY",5017830369141,"47,0083"
"Bristan_DUX DSM C","Bristan","DUX DSM C",5014869084571,"47,0583"
"Ideal_Standard_T639101","Ideal Standard","T639101",8014140372240,"47,07"
"Ideal_Standard_B9422AA","Ideal Standard","B9422AA",3800861024132,"47,08"
"Ideal_Standard_E6680RQ","Ideal Standard","E6680RQ",5017830394723,"47,08"
"Ideal_Standard_E6767SO","Ideal Standard","E6767SO",5017830394044,"47,08"
"Ideal_Standard_E6767SX","Ideal Standard","E6767SX",5017830394051,"47,08"
"Ideal_Standard_E6767WG","Ideal Standard","E6767WG",5017830394037,"47,08"
"Bristan_D 3/4 C","Bristan","D 3/4 C",5014868688213,"47,11"
"Rada_1.1503.730","Rada","1.1503.730",5013181025804,"47,12"
"Pegler Yorkshire_4G4061","Pegler Yorkshire","4G4061",5013866083570,"47,1917"
"Twyford_OF0600CP","Twyford","OF0600CP",5024959374871,"47,2"
"Croydex_WC301922","Croydex","WC301922",5012044059819,"47,32"
"Croydex_WC400222","Croydex","WC400222",5012044062437,"47,32"
"Armitage_Shanks_S6455MY","Armitage Shanks","S6455MY",5017830384250,"47,34"
"Armitage_Shanks_S6456MY","Armitage Shanks","S6456MY",5017830384267,"47,34"
"Armitage_Shanks_S6457MY","Armitage Shanks","S6457MY",5017830384274,"47,34"
"Armitage_Shanks_S6458MY","Armitage Shanks","S6458MY",5017830384281,"47,34"
"Ideal_Standard_E754401","Ideal Standard","E754401",5017830400998,"47,36"
"Deva_SOLE113","Deva","SOLE113",5011632647858,"47,42"
"Deva_CMS191/005","Deva","CMS191/005",5011632057503,"47,44"
"Deva_CMS191/002","Deva","CMS191/002",5011632057480,"47,44"
"Bristan_J MRBR C","Bristan","J MRBR C",5014868704852,"47,46"
"Armitage_Shanks_S361867","Armitage Shanks","S361867",5017830316732,"47,5"
"Armitage_Shanks_S362467","Armitage Shanks","S362467",5017830326878,"47,5"
"Deva_ELAN113","Deva","ELAN113",5011632059408,"47,5"
"Twyford_MD4041WH","Twyford","MD4041WH",5024959374567,"47,5"
"Armitage_Shanks_S6221MY","Armitage Shanks","S6221MY",5012001213674,"47,55"
"Ideal_Standard_N1142AA","Ideal Standard","N1142AA",8014140302865,"47,5552"
"Ideal_Standard_N1143AA","Ideal Standard","N1143AA",8014140302872,"47,5552"
"Rada_SPCE0005J","Rada","SPCE0005J",5032498001608,"47,58"
"Bristan_MT503CP","Bristan","MT503CP",5014868000169,"47,6"
