name,area,chain,country,rooms,price
"Kedin's Inn","Jl. Poppies I, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 49",
"Anika Melati Hotel and Spa","Komplek Burung, Jalan Nuri No. 2, Tuban, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"RedDoorz @ Nakula Sunset 2","Jalan Nakula Timur gang Marga Ayu No. 88 Kuta, 80361 Legian, Indonesia","Hotel Chain:
RedDoorz",Indonesia,"Hotel Rooms: 20,",
"Taman Sari Cottages 2","Jalan Kartika Plaza Gang Pudak Sari No. 1, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 42",
"The Grey Boutique Inn","Jalan Dewi Sri, The Grand Kuta Residende Lane No. 8X, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 17",
"Pondok Sari Kuta","Jln. Nyangyang Sari No.7B, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"ZEN Premium Legian Benesari 3","Jalan Benesari, Badung, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Hotel Puri Tanah Lot","Jalan Melasti, Lebak Bene, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 57",
"Ibis Bali Legian Street","Jalan Raya Legian No 456 U, 80361 Legian, Indonesia","Hotel Chain:
ibis",Indonesia,"Hotel Rooms: 106,,",
"ZenRooms Tanjung Benoa Pratama","Jalan Pratama No. 62, Tanjung Benoa, 80361 Nusa Dua, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 15,",
"Gemini Star Hotel","Jl. Poppies II Gang Ronta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Mekar Jaya Bungalows","Jalan Benesari, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Hotel Angsoka","Jalan Raya Lovina Kalibukbuk, 81116 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 7",
"Kubu Beach Lovina","Jl. Raya Tukad Mungga, 81111 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"ZenRooms Uluwatu Dua Unud","Jalan Kampus Unud, Gang Suwung Padak, 80361 Jimbaran, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Suris Boutique Hotel","Jl. Blambangan No. 5, Kuta, Bali, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 37",
"Best Western Kuta Villa","Jalan Nyang Nyang Sari No.2, 80361 Kuta, Indonesia","Hotel Chain:
Best Western",Indonesia,"Hotel Rooms: 122,,",
"Euphoria Hotel","Jalan Patih Jelantik No. 11-12, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 76",
"Core Hotel Benoa","Jl. Pratama, Tanjung Benoa,, 80361 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"ZenRooms Kuta Benesari","Jl. Benesari No.2, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 10,",
"ZenRooms Ubud Bisma 1","Jalan Bisma No.72A, 80571 Ubud, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 4,",
"ZenRooms Seminyak Batu Belig","Jalan Batu Belig No. 16X, 80361 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Bali Relaxing Resort and Spa","Jalan Pratama No 62 Tanjung Benoa, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 115",
"NIDA Rooms Raya Ulutwatu 999 Kuta","Jalan Raya Uluwatu No. 999, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Golden Tulip Jineng Resort Bali","Jalan Sunset Road, Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 189",
"ZenRooms Uluwatu GWK","Jalan Raya Uluwatu Ds. Ungasan, 80363 Jimbaran, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"Villa Lumbalumba","Gang Rambutan n/a, 81111 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"MaxOne Suites @ Kuta Tuban","Jl. Raya Tuban No.111 Kuta Bali, Tuban, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 120",
"Adhi Jaya Sunset Kuta","Jl Sunset Road, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 73",
"Kiskenda Cottages","Jalan Bisma, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 2",
"Melati View Hotel","Jalan Kartika Plaza, Gang Melati No. 1, 80112 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"Puri Tulamben Dive Resort And Spa","Jalan Raya Tulamben, 80853 Tulamben, Indonesia",Independent,Indonesia,"Hotel Rooms: 8",
"The Puspa Ubud Hotel","Jalan Raya Pengosekan, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"ZenRooms Kuta Tuban Suites","Jalan Karang Tenget no. 15 Tuban Bali, Tuban, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Ubud Terrace","Jalan Monkey Forest, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 22",
"Te Quiero Bali","Jl. Bandara Ngurah Rai Baru No. 1 Tuban, Kuta, Bali, Tuban, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 33",
"The Spot Legian","Jl. Raya Legian (Ground Zero), Gg. Troppozone No.8, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 21",
"Seminyak Sky Suites","Jalan Kayu Aya, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"Kila Infinity8 Bali","Jl. By Pass Ngurah Rai No. 88A,, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 177",
"ZenRooms Legian Nakula 3","Jalan Nakula Timur No. 6, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"Gosyen Hotel","Jl. Dewi Sri No.9, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 31",
"Ramayana Hotel","Jl. Danau Tamblingan No.130, 80030 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Agus Beach Inn","Jln Kartika Plaza gang Samudra No 77x, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"ZenRooms Legian Patih Jelantik","Jalan Patih Jelantik No. 11-12, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Next Tuban Bali","Jalan Puri Gerenceng No. 9xx, Tuban, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 50",
"Amaroossa Suite","Jalan Kebo Iwa, No 2, Taman Mumbul, 80361 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 60",
"Bali Bungalo Hotel","Jalan Pantai Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Asoka City Bali","Jalan Kubu Anyar No.40, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 58",
"Amaris Hotel Dewi Sri - Bali","Jl. Dewi Sri No. 88x, 80361 Kuta, Indonesia","Hotel Chain:
Santika Indonesia Hotels & Resorts",Indonesia,"Hotel Rooms: 64,",
"My Home @ Bali","Jalan Bhineka Jatijaya XI/27, Kubu Anyar, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 29",
"Hotel Bali Warma","Jalan Wira No. 2, 80361 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"The Harmony Legian Hotel","Jl. Legian no 191 Kuta, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 67",
"Classic Beach Villas","Jalan I Ketut Natih, 80852 Amed, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"Anumana Bay View","Jalan Pondok Mekar, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 9",
"ZenRooms Legian Dewi Sri","Jl. Dewi Sri No. 11 A, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 6,",
"ZEN Rooms Legian Sriwijaya Surfer","Jalan Sriwijaya No. 88, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"Amaris Hotel Teuku Umar","Jalan Teuku Umar No. 139, 80361 Denpasar, Indonesia","Hotel Chain:
Santika Indonesia Hotels & Resorts",Indonesia,"Hotel Rooms: 77,",
"ZenRooms Legian Poppies One","Poppies Lane 1, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"The Sari Beach","Jln.Padma Utara,Legian Kaja, Kuta,badung, Bali, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Sun Boutique Hotel Kuta","Jln Sunset Road no 23, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 90",
"Berry Biz Hotel","Jalan Sunset Road No. 99, 80361 Seminyak, Indonesia","Hotel Chain:
Avilla Hospitality",Indonesia,"Hotel Rooms: 90,",
"Coco De Heaven House","Jalan Bay Ngurah Rai 17 X, Kuta Selatan, Jimbaran, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Kembang Sari Suites","Jl. Nakula V No. 2, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Quest Hotel Kuta","Jl. Kediri No. 9, Tuban, 80361 Kuta, Indonesia","Hotel Chain:
Aston International Hotels, Resorts & Residences",Indonesia,"Hotel Rooms: 95,",
"Quest San Denpasar","Jalan Mahendradata No. 93, 80117 Denpasar, Indonesia","Hotel Chain:
Aston International Hotels, Resorts & Residences",Indonesia,"Hotel Rooms: 173,",
"Sus Cottages and Spa 2 Legian","Jl. Werkudara Legian Kaja, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 31",
"7 Days Premium Kuta Bali Hotel","Jl. Sunset Road No.6S, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 75",
"Goodway Hotel and Resort","Jalan Dalem Tarukan No 7 Taman Mumbul, 80363 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 306",
"The Niche Bali","JL. Legian 190, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 35",
"ZenRooms Ubud Penestanan 2","Jalan Raya Penestanan, 80571 Ubud, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Agung And Sue Watering Hole II","Jalan Cemara No. 60, 80361 Sanur, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"ZenRooms Seminyak Eka Laweya","Jalan Eka Laweya, Nakula No. 8, 80361 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"ZenRooms Kuta Dewi Sartika","Jalan Dewi Sartika, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 10,",
"Bali Paradise Hotel Boutique Resort","Jl. Kartika, Kalibukbuk, 81151  Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 8",
"Swiss-Belexpress Kuta","Jl. Raya Legian, Gg. Tropozone, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 110",
"ZenRooms Kuta Flora","Jln Bakung Sari 13 A, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"ZEN Rooms Legian Dewi Sri 3","Jl. Dewi Sri IV No. 5, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 1",
"Suka Beach Inn","Jl. Benesari, Gang Poppies II, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 70",
"Puri Dibia","Jln. Raya Kuta 20x, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 26",
"Step Ubud Training Hotel","Jl. Raya Payangan, Desa Puhu, Kecamatan Payangan, 80572 Payangan, Indonesia",Independent,Indonesia,"Hotel Rooms: 8",
"ZenRooms Umalas Dukuh Indah","Jalan Dukuh Indah Banjar Semer, 80361 Tuban, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 1,",
"Ubud Harmony","Jalan Rsi Markandya, Banjar Payogan, Desa Kedewatan Ubud, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"ZEN Rooms Tanjung Benoa Bidadari","Jl. Pratama 81 , 80361 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Sapta Petala","Jl. Kubu Anyar No.27 , 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"Berry Hotel","Jl. Raya Dewi Sri I No 16, Bali, 80361  Legian, Indonesia","Hotel Chain:
Avilla Hospitality",Indonesia,"Hotel Rooms: 50,",
"NIDA Rooms Arjuna Seminyak Sunset","Jl. Arjuna Kuta, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"Ibis Styles Bali Kuta Legian","Jl. Dewi Sri No.17, 80361 Legian, Indonesia","Hotel Chain:
ibis Styles",Indonesia,"Hotel Rooms: 114,",
"ZEN Rooms Ubud Sanggingan 2","Jalan Raya Sanggingan, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"Bali Segara Hotel","Jl. Dewi Sartika Gg Nusa Indah No. 9, Tuban, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 14",
"The Kubu Hotel","Jalan Poppies 1, Gang Sorga, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Premium Legian","Jalan Sriwijaya No. 23, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 27",
"favehotel Tohpati Bali","Jl. WR Supratman No. 288, 80237 Denpasar, Indonesia","Hotel Chain:
Aston International Hotels, Resorts & Residences",Indonesia,"Hotel Rooms: 137,",
"ZEN Premium Tuban Airport","Jl. Raya Kuta 66, Banjar Ayar, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 6,",
"Mimpi Bungalows","Jalan Poppies 1 Gang Sorga , 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Mercure Bali Harvestland Kuta","Jl. By Pass Ngurah Rai No. 8 Simpang Siur , 80361 Kuta, Indonesia","Hotel Chain:
Mercure",Indonesia,"Hotel Rooms: 167,,",
"Lotus Bungalows","Jalan Raya Candidasa, 80871 Candidasa, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"A Residence","Pudaksari, Kartika Plaza, Bali, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Svarna Suite Seminyak","Jl. Eka Laweya (Jl. Nakula) no. 8, Seminyak-Bali, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Everyday Smart Hotel Bali","Komplek Istana Kuta Galeria Blok Ethnic No 12/12A, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 66",
"Hotel Puri Ayu","Jalan Jendral Sudirman No 14 A Denpasar, Bali, 80113 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 44",
"ZenRooms Kuta Poppies Lane","Poppies Lane 1, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"S 8 Suardana Hotel","Jalan Buni Sari Street 14 A, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 41",
"Seminyak Lagoon All Suites Hotel","Jalan Dewi Saraswati 3, No. 4, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 19",
"3 Princess Boutique Hotel & Spa","Jalan Raya Uluwatu I no.999x , 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"HARRIS Hotel Raya Kuta Bali","Jl. Raya Kuta No. 83 E, 80361 Kuta, Indonesia","Hotel Chain:
HARRIS Hotels & Resorts",Indonesia,"Hotel Rooms: 80,",
"Casa Di Ungasan Suite and Residence","Jalan Pura Pengulapan No. 9, 80361 Jimbaran, Indonesia",Independent,Indonesia,"Hotel Rooms: 25",
"Puri Ganesh","Jl. Dewi Sri 1 No.14, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Grand Pondok Puri Ayu","Jln.Teuku Umar Gang Sesapi No 2 & 3 Denpasar, 80113 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 37",
"ZenRooms Legian Gang Cempaka","Jalan Legian, Cempaka Lane No. 3, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 8,",
"d'Lima Hotel & Villas","Jl. Pura mertasari II/9 Sunset Road (Behind Sushi Tei Restaurant), 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Scala Bed and Beyond","Jalan Bimasena No. 8, Br. Anyar, 80361 Kerobokan, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"Amaris Hotel Sunset Road - Bali","Jl. Sunset Road No.57, Kuta, 80361 Kuta, Indonesia","Hotel Chain:
Santika Indonesia Hotels & Resorts",Indonesia,"Hotel Rooms: 89,",
"ZenRooms Badung Nakula","Jalan Nakula No. 9, 80361 Legian, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 10,",
"Cozy Stay Hotel","Jl. Gunung Soputan No. 88, Denpasar , 80361 Denpasar, Indonesia","Hotel Chain:
Avilla Hospitality",Indonesia,"Hotel Rooms: 72,",
"Panorama Hotel","Jl. Raya Pengosekan, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 33",
"The Batu Belig Hotel & Spa","Jl. Raya Batu Belig 88A, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 23",
"Hotel Damai","Jalan Patih Jelantik No. 2a, 80114 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 40",
"Hadi Poetra Hotel","Jalan Raya Kuta No 323, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 50",
"The Graha Cakra Bali Hotel","Jalan By Pass Ngurah Rai 28, 80237 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 43",
"ZenRooms Denpasar Gelogor Carik 2","Jl. Glogor Carik, Gg. Tiger Pemogan No.88, 80221 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 1,",
"100 Sunset Boutique Managed By Eagle Eyes","Jl. Sunset Road No. 100, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 45",
"Ibis Bali Kuta","Jl. Raya Kuta No. 77, Tuban, 80361 Kuta, Indonesia","Hotel Chain:
ibis",Indonesia,"Hotel Rooms: 156,,",
"Rattan Resto","Jl Raya Seririt - Singaraja, 81152 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 6",
"Bhanuswari Resort & Spa","Br Tengkulak Kaja, Bali, 80571 Ubud, Indonesia",Independent,Indonesia,"Hotel Rooms: 22",
"Bali Taman Resort & Spa","Jl. Raya Tukad Mungga, 81151 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"The Maha","Jalan Persada No. 38, Kerobokan Kelod, Kuta Utara, Badung , 80117 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 26",
"ZEN Rooms Kuta Theater","Jalan Kuta Theater no 8, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"ZenRooms Seminyak Pangkung Sari","Jl. Pangkung Sari, 80361 Seminyak, Indonesia, 80361 Seminyak, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 10,",
"Zizz Convention Hotel","Jalan Mudutaki V No. 2 Tegal Jaya, Badung, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 30",
"Hardys Hotel Negara","Jl. Ngurah Rai No. 107, 82218 Jembrana, Indonesia",Independent,Indonesia,"Hotel Rooms: 46",
"ZenRooms Kedonganan Bantas Kangin","Jalan Bantas Kangin No. 6, 80361 Jimbaran, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 10,",
"Lolo Beach Inn","Jl. Lebak Bene, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"Hotel Bayt Kaboki","Jalan Griya Anyar No. 27, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 68",
"Hotel Ratna","Jl. Raya Kuta 100X, Kuta Bali, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 52",
"Catur Adi Putra by Shailendra","Jalan Bukit Tungggal No 35, 80119 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 60",
"Balita Beach Resort Kuta","Jl. Poppies 2, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"Bali Palms Resort","Jl. Candidasa, Nyuh Tebel, 80871 Candidasa, Indonesia",Independent,Indonesia,"Hotel Rooms: 48",
"Surya Hotel & Restaurant","Desa Kedisan, Kintamani , 80652 Kintamani, Indonesia",Independent,Indonesia,"Hotel Rooms: 28",
"Samudra Boutique Hotel and Villa","Jalan Dewi Sri, Pararaton Utama No. 8 , 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 20",
"ZEN Rooms Legian Sri Laksmi","Jalan Nakula-LC. Shri Laksmi I No.18, 80361 Seminyak, Indonesia",Independent,Indonesia,"Hotel Rooms: 3",
"RaBaSTa Graha Weda Suite","Jl. Bhineka Jati Jaya IV No. 3, Tuban, Bali, Indonesia, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"ZEN Rooms Kuta Kartika Plaza 2","Jalan Kartika Plaza 8x, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"ZenRooms Kuta Kartika Plaza Samudra","Jalan Kartika Plaza Gang Samudra No. 101, 80361 Tuban, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 4,",
"Villa Alba Bali Dive Resort","Tulamben, Rubaya, Karangasem, 80361 Tulamben, Indonesia",Independent,Indonesia,"Hotel Rooms: 13",
"ZenRooms Kerobokan Jaya Wijaya","Jl. Gunung Jaya Wijaya (ex. Jl. Gunung Tangkuban Perahu), 80361 Kerobokan, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 2,",
"Sooly Hotel & Restaurant","Jalan Suli 42, 80234 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 12",
"Serela Kuta Bali","Jl. Raya Kuta 42XX , 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 70",
"ZEN Rooms Raya Kuta 3","Jl. Raya Kuta No. 88, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"The Ratna","Jalan Majapahit Gg Ratna No. 5, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 34",
"J Hotel Kuta","Jl. Raya Kuta No.88D, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 91",
"ZenRooms Kerobokan Rajawali","Jalan Kuwum II Gang Rajawali, 80361 Kerobokan, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 3,",
"POP! Hotel Teuku Umar","Jl Teuku Umar No. 74, 80114 Denpasar, Indonesia","Hotel Chain:
HARRIS Hotels & Resorts",Indonesia,"Hotel Rooms: 147,",
"Gana Inn Legian","Jl. Patimura No. 32, Legian, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"Star Two Thousand Bungalow","Br. Kaja, Desa Jungut Batu, 80771 Lembongan, Indonesia",Independent,Indonesia,"Hotel Rooms: 8",
"ZenRooms Kuta Sunset Road","Sunset Road Street, 80361 Kuta, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Arya Hotel & Spa","Jl Raya Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 37",
"ZEN Rooms By Pass Sanur 7","Jalan By Pass Ngurah Rai No.28, 80237 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"Tasas Inn","Jl. Bhinneka Jati Jaya XI/18, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 25",
"Bali Paradise City Hotel","Jl. Teuku Umar Barat No 234 , 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 36",
"NIDA Rooms Raya Tuban 62 Kuta","Jalan Raya Tuban No. 62, 29444 Tuban, Indonesia",Independent,Indonesia,"Hotel Rooms: 5",
"ZEN Rooms Raya Gelogor Carik Denpasar","Jl. Gelogor Carik 103, 80221 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 2",
"Bali Sunset Hotel","Jl. Pantai Rening , 82218 Banyubiru, Indonesia",Independent,Indonesia,"Hotel Rooms: 21",
"Nirmala Hotel & Convention Centre","Jalan Mahendradatta No. 81, 80118 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 25",
"Crystal Kuta","Jalan Bypass Ngurah Rai Kuta No. 999, Kuta - Bali Indonesia, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 160",
"Puri Canggu Villas & Rooms","Jalan Bantan Kangin, Gg. Bantan No.1A, 80361 Canggu, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"Langon Bali Resort","Jl. Darmawangsa, Kampial, 80361 Nusa Dua, Indonesia",Independent,Indonesia,"Hotel Rooms: 15",
"Sylvia Bali Suite Residence","Jl. Tukad Baru Timur Pemogan, 80221 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 42",
"ZenRooms Denpasar Marlboro","Jl. Teuku Umar Barat Marlboro No. 350, 80117 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Saimai Residence","Jl. Kartika Plaza, Pertokoan Kuta Centre 8X Blok B 2nd Fl, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"Bali Fountain Hotel","Jl. Laviana No. 10, 81119 Lovina, Indonesia",Independent,Indonesia,"Hotel Rooms: 4",
"Puri Yuma Hotel","Jl. Mertasari 59, Sidakarya, 80223 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 62",
"The Royal Kimberley Suite","Jalan Gunung Payung, Gang Balinesia No. 2, 80363 Kerobokan, Indonesia",Independent,Indonesia,"Hotel Rooms: 10",
"ZenRooms Denpasar Mahendradata","Jalan Mahendradata , 80361 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 4,",
"ZenRooms Denpasar Tohpati","Jl. By Pas Ngurah Rai Tohpati, 80237 Denpasar, Indonesia","Hotel Chain:
ZEN Rooms",Indonesia,"Hotel Rooms: 5,",
"Hawaii Bali Hotel Kuta","Jl. Bypass Ngurah Rai no 28 Kuta, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 48",
"Bali Lodge Kuta","Jalan Nakula Timur, 80361 Kuta, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
"Surya Tropical Kuta","Jalan Legian Gang Tropozone, 80361 Legian, Indonesia",Independent,Indonesia,"Hotel Rooms: 18",
"Koi Hotel and Residence","Jalan Mahendradata no 107, 80361 Denpasar, Indonesia",Independent,Indonesia,"Hotel Rooms: 24",
