Code,Web description,Brand,model,category,price,EAN,url,image_url
10003635,PUNTA 6 mm BOSCH SPIRALE UNICA LUNGA 235 mm PER LEGNO ,BOSCH,2608597622,Tools,13.1,3165140183314,http://www.bricoman.it/negozio/rezzato/10003635,http://www.bricoman.it/media/foto_articoli/2012/1/10003635.jpg
10003636,PUNTA 8 mm BOSCH SPIRALE UNICA LUNGA 235 mm PER LEGNO ,BOSCH,2608597623,Tools,14.1,3165140183321,http://www.bricoman.it/negozio/rezzato/10003636,http://www.bricoman.it/media/foto_articoli/2012/1/10003636.jpg
10003637,PUNTA 10 mm BOSCH SPIRALE UNICA LUNGA 235 mm PER LEGNO ,BOSCH,2608597624,Tools,15.1,3165140183338,http://www.bricoman.it/negozio/rezzato/10003637,http://www.bricoman.it/media/foto_articoli/2012/1/10003637.jpg
10003638,PUNTA 12 mm BOSCH SPIRALE UNICA LUNGA 235 mm PER LEGNO ,BOSCH,2608597626,Tools,16.2,3165140183352,http://www.bricoman.it/negozio/rezzato/10003638,http://www.bricoman.it/media/foto_articoli/2012/1/10003638.jpg
10003598,PUNTA 3 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597655,Tools,2.2,3165140186674,http://www.bricoman.it/negozio/rezzato/10003598,http://www.bricoman.it/media/foto_articoli/2012/5/10003598.jpg
10003599,PUNTA 4 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597656,Tools,2.3,3165140186681,http://www.bricoman.it/negozio/rezzato/10003599,http://www.bricoman.it/media/foto_articoli/2012/5/10003599.jpg
10003600,PUNTA 5 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597658,Tools,2.4,3165140186704,http://www.bricoman.it/negozio/rezzato/10003600,http://www.bricoman.it/media/foto_articoli/2012/5/10003600.jpg
10003601,PUNTA 6 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597660,Tools,2.5,3165140186728,http://www.bricoman.it/negozio/rezzato/10003601,http://www.bricoman.it/media/foto_articoli/2012/5/10003601.jpg
10003602,PUNTA 7 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597662,Tools,2.8,3165140186742,http://www.bricoman.it/negozio/rezzato/10003602,http://www.bricoman.it/media/foto_articoli/2012/5/10003602.jpg
10003603,PUNTA 8 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597663,Tools,3.1,3165140186759,http://www.bricoman.it/negozio/rezzato/10003603,http://www.bricoman.it/media/foto_articoli/2012/5/10003603.jpg
10003604,PUNTA 9 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597664,Tools,3.5,3165140186766,http://www.bricoman.it/negozio/rezzato/10003604,http://www.bricoman.it/media/foto_articoli/2012/5/10003604.jpg
10003605,PUNTA 10 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597665,Tools,4.6,3165140186773,http://www.bricoman.it/negozio/rezzato/10003605,http://www.bricoman.it/media/foto_articoli/2012/5/10003605.jpg
10003606,PUNTA 12 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597667,Tools,6.1,3165140186797,http://www.bricoman.it/negozio/rezzato/10003606,http://www.bricoman.it/media/foto_articoli/2012/5/10003606.jpg
10003607,PUNTA 14 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597669,Tools,8.1,3165140186810,http://www.bricoman.it/negozio/rezzato/10003607,http://www.bricoman.it/media/foto_articoli/2012/5/10003607.jpg
10003608,PUNTA 16 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597671,Tools,10.1,3165140186834,http://www.bricoman.it/negozio/rezzato/10003608,http://www.bricoman.it/media/foto_articoli/2012/5/10003608.jpg
10003609,PUNTA 18 mm BOSCH PROFESSIONALE PER MURO ,BOSCH,2608597672,Tools,12.7,3165140186841,http://www.bricoman.it/negozio/rezzato/10003609,http://www.bricoman.it/media/foto_articoli/2012/5/10003609.jpg
10003614,PUNTA 10 mm BOSCH LUNGA 600 mm PER MURO ,BOSCH,2608597698,Tools,12.6,3165140187107,http://www.bricoman.it/negozio/rezzato/10003614,http://www.bricoman.it/media/foto_articoli/2012/5/10003614.jpg
10003615,PUNTA 12 mm BOSCH LUNGA 600 mm PER MURO ,BOSCH,2608597699,Tools,14.7,3165140187114,http://www.bricoman.it/negozio/rezzato/10003615,http://www.bricoman.it/media/foto_articoli/2012/5/10003615.jpg
10003616,PUNTA 14 mm BOSCH LUNGA 600 mm PER MURO ,BOSCH,2608597700,Tools,18.7,3165140187121,http://www.bricoman.it/negozio/rezzato/10003616,http://www.bricoman.it/media/foto_articoli/2012/5/10003616.jpg
10003617,PUNTA 16 mm BOSCH LUNGA 600 mm PER MURO ,BOSCH,2608597701,Tools,20.7,3165140187138,http://www.bricoman.it/negozio/rezzato/10003617,http://www.bricoman.it/media/foto_articoli/2012/5/10003617.jpg
10003618,PUNTA 18 mm BOSCH LUNGA 600 mm PER MURO ,BOSCH,2608597702,Tools,23.7,3165140187145,http://www.bricoman.it/negozio/rezzato/10003618,http://www.bricoman.it/media/foto_articoli/2013/10/10003618.jpg
10003619,PUNTA 20 mm BOSCH LUNGA 600 mm PER MURO ,BOSCH,2608597703,Tools,26.8,3165140187152,http://www.bricoman.it/negozio/rezzato/10003619,http://www.bricoman.it/media/foto_articoli/2012/5/10003619.jpg
10003467,"PISTOLA TERMICA 2000 W BOSCH PHG 630 DCE REGOLAZIONE 50° - 630° C A 3 STADI PESO 0,9 kg",BOSCH,PHG 630 DCE,Tools,99.9,3165140288491,http://www.bricoman.it/negozio/rezzato/10003467,http://www.bricoman.it/media/foto_articoli/2011/10/10003467.jpg
10003695,PUNTA A SCALPELLO PIATTO BOSCH SDS PLUS 250x12 mm ,BOSCH,2609390394,Tools,17.9,3165140308908,http://www.bricoman.it/negozio/rezzato/10003695,http://www.bricoman.it/media/foto_articoli/2012/5/10003695.jpg
10043973,"PIALLETTO 680 W BOSCH 82 mm PHO 20-82 19500 GIRI/MIN PESO 2,2 kg",BOSCH,PHO 20-82,Tools,119,3165140309073,http://www.bricoman.it/negozio/rezzato/10043973,http://www.bricoman.it/media/foto_articoli/2014/1/10043973.jpg
10019245,PUNTA A SCALPELLO PIATTO BOSCH SDS PLUS 250x40 mm ,BOSCH,2608690091,Tools,24.9,3165140328012,http://www.bricoman.it/negozio/rezzato/10019245,http://www.bricoman.it/media/foto_articoli/2012/5/10019245.jpg
10003485,LEVIGATRICE ORBITALE 200 W BOSCH 92x182 mm 24000 GIRI/MIN Ø ORBITE 2 mm,BOSCH,PSS 200 AC,Tools,49.9,3165140337489,http://www.bricoman.it/negozio/rezzato/10003485,http://www.bricoman.it/media/foto_articoli/2012/1/10003485.jpg
10003652,PROLUNGA BOSCH PER PUNTA PIATTA 305mm PER LEGNO ,BOSCH,2608595423,Tools,19.7,3165140346467,http://www.bricoman.it/negozio/rezzato/10003652,http://www.bricoman.it/media/foto_articoli/2012/5/10003652.jpg
10003639,PUNTA PIATTA 12 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595484,Tools,2.9,3165140352994,http://www.bricoman.it/negozio/rezzato/10003639,http://www.bricoman.it/media/foto_articoli/2012/1/10003639.jpg
10003640,PUNTA PIATTA 14 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595486,Tools,3.1,3165140353014,http://www.bricoman.it/negozio/rezzato/10003640,http://www.bricoman.it/media/foto_articoli/2012/1/10003640.jpg
10003641,PUNTA PIATTA 16 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595487,Tools,3.3,3165140353021,http://www.bricoman.it/negozio/rezzato/10003641,http://www.bricoman.it/media/foto_articoli/2012/1/10003641.jpg
10003642,PUNTA PIATTA 18 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595489,Tools,3.5,3165140353045,http://www.bricoman.it/negozio/rezzato/10003642,http://www.bricoman.it/media/foto_articoli/2012/1/10003642.jpg
10003643,PUNTA PIATTA 20 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595491,Tools,3.7,3165140353069,http://www.bricoman.it/negozio/rezzato/10003643,http://www.bricoman.it/media/foto_articoli/2012/1/10003643.jpg
10003644,PUNTA PIATTA 22 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595492,Tools,3.9,3165140353076,http://www.bricoman.it/negozio/rezzato/10003644,http://www.bricoman.it/media/foto_articoli/2012/1/10003644.jpg
10003645,PUNTA PIATTA 24 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595493,Tools,4.2,3165140353083,http://www.bricoman.it/negozio/rezzato/10003645,http://www.bricoman.it/media/foto_articoli/2012/1/10003645.jpg
10003646,PUNTA PIATTA 25 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595494,Tools,4.6,3165140353090,http://www.bricoman.it/negozio/rezzato/10003646,http://www.bricoman.it/media/foto_articoli/2012/1/10003646.jpg
10003647,PUNTA PIATTA 26 mm BOSCH LUNGA 152 mm PER LEGNO ,BOSCH,2608595495,Tools,4.9,3165140353106,http://www.bricoman.it/negozio/rezzato/10003647,http://www.bricoman.it/media/foto_articoli/2012/1/10003647.jpg
10003648,PUNTA PIATTA 28 mm BOSCH LUNGA 160 mm PER LEGNO ,BOSCH,2608595496,Tools,5.2,3165140353113,http://www.bricoman.it/negozio/rezzato/10003648,http://www.bricoman.it/media/foto_articoli/2012/1/10003648.jpg
10003649,PUNTA PIATTA 30 mm BOSCH LUNGA 160 mm PER LEGNO ,BOSCH,2608595497,Tools,5.5,3165140353120,http://www.bricoman.it/negozio/rezzato/10003649,http://www.bricoman.it/media/foto_articoli/2012/1/10003649.jpg
10003650,PUNTA PIATTA 30 mm BOSCH LUNGA 160 mm PER LEGNO ,BOSCH,2608595498,Tools,5.8,3165140353137,http://www.bricoman.it/negozio/rezzato/10003650,http://www.bricoman.it/media/foto_articoli/2012/1/10003650.jpg
10003651,PUNTA PIATTA 35 mm BOSCH LUNGA 160 mm PER LEGNO ,BOSCH,2608595499,Tools,6.1,3165140353144,http://www.bricoman.it/negozio/rezzato/10003651,http://www.bricoman.it/media/foto_articoli/2012/1/10003651.jpg
10003692,PUNTA SCALPELLO BOSCH SDS PLUS 250x12 mm ,BOSCH,2609390576,Tools,20.1,3165140370936,http://www.bricoman.it/negozio/rezzato/10003692,http://www.bricoman.it/media/foto_articoli/2012/5/10003692.jpg
10003714,SET 70 PEZZI BOSCH PER FORATURA E AVVITATURA ,BOSCH,2607019329,Tools,27.9,3165140379526,http://www.bricoman.it/negozio/rezzato/10003714,http://www.bricoman.it/media/foto_articoli/2012/1/10003714.jpg
10003700,5 PUNTE BOSCH SDS PLUS  ,BOSCH,2609255541,Tools,15.1,3165140385329,http://www.bricoman.it/negozio/rezzato/10003700,http://www.bricoman.it/media/foto_articoli/2012/1/10003700.jpg
10003732,5 TAZZE BOSCH Ø 33-53-67-73-83 mm PER MURO ,BOSCH,2609255629,Tools,38.9,3165140385657,http://www.bricoman.it/negozio/rezzato/10003732,http://www.bricoman.it/media/foto_articoli/2011/10/10003732.eps.jpg
10014190,5 MOLE CORINDONE BOSCH PER TRAPANO  ,BOSCH,2609256549,Tools,8.9,3165140389686,http://www.bricoman.it/negozio/rezzato/10014190,http://www.bricoman.it/media/foto_articoli/2012/5/10014190.jpg
10003731,SET 9 TAZZE BOSCH 2 MANDRINO E CHIAVE PER LEGNO ,BOSCH,2607019450,Tools,9.9,3165140415682,http://www.bricoman.it/negozio/rezzato/10003731,http://www.bricoman.it/media/foto_articoli/2012/1/10003731.jpg
10003716,8 LAME MISTE BOSCH FISSAGGIO BOSCH  ,BOSCH,2607019458,Tools,6.9,3165140415767,http://www.bricoman.it/negozio/rezzato/10003716,http://www.bricoman.it/media/foto_articoli/2011/10/10003716.jpg
10003715,8 LAME MISTE BOSCH FISSAGGIO B&D  ,BOSCH,2607019459,Tools,6.9,3165140415774,http://www.bricoman.it/negozio/rezzato/10003715,http://www.bricoman.it/media/foto_articoli/2011/10/10003715.jpg
10003654,7 PUNTE BOSCH Ø DA 3 A 10 mm PER LEGNO ,BOSCH,2607019580,Tools,5.9,3165140430296,http://www.bricoman.it/negozio/rezzato/10003654,http://www.bricoman.it/media/foto_articoli/2012/1/10003654.jpg
10022337,"LEVIGATRICE PALMARE 160 W BOSCH 1,6 mm 24000 GIRI/MIN PESO 1,5 kg",BOSCH,PSM 160 A,Tools,79.9,3165140438797,http://www.bricoman.it/negozio/rezzato/10022337,http://www.bricoman.it/media/foto_articoli/2013/1/10022337.jpg
10034513,"PUNTA BOSCH 6,0x100x165 mm SDS PLUS X5L ",BOSCH,2608585029,Tools,8.7,3165140439961,http://www.bricoman.it/negozio/rezzato/10034513,http://www.bricoman.it/media/foto_articoli/2012/6/10034513.jpg
10034515,"PUNTA BOSCH 8,0x100x165 mm SDS PLUS X5L ",BOSCH,2608585039,Tools,10.4,3165140440066,http://www.bricoman.it/negozio/rezzato/10034515,http://www.bricoman.it/media/foto_articoli/2012/6/10034515.jpg
10034517,"PUNTA BOSCH 10,0x150x215 mm SDS PLUS X5L ",BOSCH,2608585046,Tools,14.6,3165140440134,http://www.bricoman.it/negozio/rezzato/10034517,http://www.bricoman.it/media/foto_articoli/2012/6/10034517.jpg
10034518,"PUNTA BOSCH 12,0x150x215 mm SDS PLUS X5L ",BOSCH,2608585051,Tools,17.1,3165140440189,http://www.bricoman.it/negozio/rezzato/10034518,http://www.bricoman.it/media/foto_articoli/2012/6/10034518.jpg
10003493,FRESATRICE 1200 W BOSCH POF 1200 AE PROFONDITA' LAVORO 55 mm 11000-28000 GIRI/MIN,BOSCH,POF 1200 AE,Tools,99.9,3165140451628,http://www.bricoman.it/negozio/rezzato/10003493,http://www.bricoman.it/media/foto_articoli/2012/1/10003493.jpg
10023500,TRAPANO 550W BOSCH CON ASTUCCIO FORATURA  ,BOSCH,PSB 550 RE,Tools,59.9,3165140463447,http://www.bricoman.it/negozio/rezzato/10023500,,
10034503,"LAMA BIM 2,2XC BOSCH PER LEGNI DURI DENTI DRITTI/RETTIFICATI ATTACCO BOSCH",BOSCH,2608636568,Tools,9.9,3165140470315,http://www.bricoman.it/negozio/rezzato/10034503,http://www.bricoman.it/media/foto_articoli/2012/7/10034503.jpg
10003473,"TRAPANO AVVITATORE 12 V BOSCH PRS 12 2 BATTERIE NI-CD 1,2 A PESO 1,4 kg",BOSCH,PRS 12,Tools,89.9,3165140470384,http://www.bricoman.it/negozio/rezzato/10003473,http://www.bricoman.it/media/foto_articoli/2012/1/10003473.jpg
10014084,TRAPANO 650W BOSCH VALIGETTA 46 PZ ASSORTITI ,BOSCH,603126206,Tools,69.9,3165140470599,http://www.bricoman.it/negozio/rezzato/10014084,,
10022333,"TRAPANO 500 W BOSCH PSB500RE 0-3000 GIRI/MIN PESO 1,6 kg",BOSCH,PSB 500 RE,Tools,49.9,3165140512275,http://www.bricoman.it/negozio/rezzato/10022333,http://www.bricoman.it/media/foto_articoli/2013/1/10022333.jpg
10022334,"TRAPANO 750 W BOSCH PSB 750 RCE 0-3000 GIRI/MIN PESO 1,8 kg",BOSCH,PSB 750 RCE,Tools,99.9,3165140512428,http://www.bricoman.it/negozio/rezzato/10022334,http://www.bricoman.it/media/foto_articoli/2012/1/10022334.jpg
10003564,PUNTA 2 mm BOSCH COBALTO 5% PER METALLO ,BOSCH,2608585840,Tools,2,3165140520751,http://www.bricoman.it/negozio/rezzato/10003564,http://www.bricoman.it/media/foto_articoli/2012/5/10003564.jpg
10003565,"PUNTA 2,5 mm  BOSCH COBALTO 5% PER METALLO ",BOSCH,2608585841,Tools,2,3165140520768,http://www.bricoman.it/negozio/rezzato/10003565,http://www.bricoman.it/media/foto_articoli/2012/5/10003565.jpg
10003566,PUNTA 3 mm  BOSCH COBALTO 5% PER METALLO ,BOSCH,2608585842,Tools,2.5,3165140520775,http://www.bricoman.it/negozio/rezzato/10003566,http://www.bricoman.it/media/foto_articoli/2012/5/10003566.jpg
10003567,"PUNTA 3,5 mm BOSCH COBALTO 5% PER METALLO ",BOSCH,2608585845,Tools,3,3165140520805,http://www.bricoman.it/negozio/rezzato/10003567,http://www.bricoman.it/media/foto_articoli/2012/5/10003567.jpg
10003568,PUNTA 4mm  BOSCH COBALTO 5% PER METALLO ,BOSCH,2608585846,Tools,3,3165140520812,http://www.bricoman.it/negozio/rezzato/10003568,http://www.bricoman.it/media/foto_articoli/2012/5/10003568.jpg
10003569,"PUNTA 4,5 mm BOSCH COBALTO 5% PER METALLO ",BOSCH,2608585849,Tools,3.4,3165140520843,http://www.bricoman.it/negozio/rezzato/10003569,http://www.bricoman.it/media/foto_articoli/2012/5/10003569.jpg
10003570,PUNTA 5 mm BOSCH COBALTO 5% PER METALLO ,BOSCH,2608585851,Tools,3.9,3165140520867,http://www.bricoman.it/negozio/rezzato/10003570,http://www.bricoman.it/media/foto_articoli/2012/5/10003570.jpg
10003571,"PUNTA 5,5 mm BOSCH COBALTO 5% PER METALLO ",BOSCH,2608585854,Tools,4.9,3165140520898,http://www.bricoman.it/negozio/rezzato/10003571,http://www.bricoman.it/media/foto_articoli/2012/5/10003571.jpg
10003572,PUNTA 6 mm BOSCH COBALTO 5% PER METALLO ,BOSCH,2608585855,Tools,5.5,3165140520904,http://www.bricoman.it/negozio/rezzato/10003572,http://www.bricoman.it/media/foto_articoli/2012/5/10003572.jpg
10003573,PUNTA 8 mm BOSCH COBALTO 5% PER METALLO ,BOSCH,2608585860,Tools,9,3165140520959,http://www.bricoman.it/negozio/rezzato/10003573,http://www.bricoman.it/media/foto_articoli/2012/5/10003573.jpg
10003574,PUNTA 10 mm BOSCH COBALTO 5% PER METALLO ,BOSCH,2608585864,Tools,12.6,3165140520997,http://www.bricoman.it/negozio/rezzato/10003574,http://www.bricoman.it/media/foto_articoli/2012/5/10003574.jpg
10003534,2 PUNTE HSS RETTIFICATO 2 mm BOSCH Ø 16 mm PER METALLO ,BOSCH,2608585908,Tools,2.2,3165140521437,http://www.bricoman.it/negozio/rezzato/10003534,http://www.bricoman.it/media/foto_articoli/2012/5/10003534.jpg
10003535,"2 PUNTE HSS RETTIFICATO 2,5 mm BOSCH Ø 16 mm PER METALLO ",BOSCH,2608585909,Tools,2.3,3165140521444,http://www.bricoman.it/negozio/rezzato/10003535,http://www.bricoman.it/media/foto_articoli/2012/5/10003535.jpg
10003536,2 PUNTE HSS RETTIFICATO 3 mm BOSCH Ø 16 mm PER METALLO ,BOSCH,2608585911,Tools,2.4,3165140521468,http://www.bricoman.it/negozio/rezzato/10003536,http://www.bricoman.it/media/foto_articoli/2012/5/10003536.jpg
10003537,"2 PUNTE HSS RETTIFICATO 3,2 mm BOSCH Ø 16 mm PER METALLO ",BOSCH,2608585912,Tools,2.8,3165140521475,http://www.bricoman.it/negozio/rezzato/10003537,http://www.bricoman.it/media/foto_articoli/2012/5/10003537.jpg
10003538,"2 PUNTE HSS RETTIFICATO 3,5 mm BOSCH Ø 16 mm PER METALLO ",BOSCH,2608585914,Tools,2.8,3165140521499,http://www.bricoman.it/negozio/rezzato/10003538,http://www.bricoman.it/media/foto_articoli/2012/5/10003538.jpg
10003539,2 PUNTE HSS RETTIFICATO 4 mm BOSCH Ø 16 mm PER METALLO ,BOSCH,2608585916,Tools,3,3165140521512,http://www.bricoman.it/negozio/rezzato/10003539,http://www.bricoman.it/media/foto_articoli/2012/5/10003539.jpg
10003540,"PUNTA HSS RETTIFICATO 4,2 mm BOSCH Ø 16 mm PER METALLO ",BOSCH,2608585918,Tools,1.6,3165140521536,http://www.bricoman.it/negozio/rezzato/10003540,http://www.bricoman.it/media/foto_articoli/2012/5/10003540.jpg
10003541,"PUNTA HSS RETTIFICATO 4,5 mm BOSCH Ø 16 mm PER METALLO ",BOSCH,2608585920,Tools,1.6,3165140521550,http://www.bricoman.it/negozio/rezzato/10003541,http://www.bricoman.it/media/foto_articoli/2012/5/10003541.jpg
10003542,PUNTA HSS RETTIFICATO 5 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585922,Tools,1.8,3165140521574,http://www.bricoman.it/negozio/rezzato/10003542,http://www.bricoman.it/media/foto_articoli/2012/5/10003542.jpg
10003543,"PUNTA HSS RETTIFICATO 5,2 mm BOSCH Ø 20 mm PER METALLO ",BOSCH,2608585924,Tools,2.1,3165140521598,http://www.bricoman.it/negozio/rezzato/10003543,http://www.bricoman.it/media/foto_articoli/2012/5/10003543.jpg
10003544,"PUNTA HSS RETTIFICATO 5,5 mm BOSCH Ø 20 mm PER METALLO ",BOSCH,2608585925,Tools,2.1,3165140521604,http://www.bricoman.it/negozio/rezzato/10003544,http://www.bricoman.it/media/foto_articoli/2012/5/10003544.jpg
10003545,PUNTA HSS RETTIFICATO 6 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585926,Tools,2.4,3165140521611,http://www.bricoman.it/negozio/rezzato/10003545,http://www.bricoman.it/media/foto_articoli/2012/5/10003545.jpg
10003546,"PUNTA HSS RETTIFICATO 6,5 mm BOSCH Ø 20 mm PER METALLO ",BOSCH,2608585927,Tools,2.9,3165140521628,http://www.bricoman.it/negozio/rezzato/10003546,http://www.bricoman.it/media/foto_articoli/2012/5/10003546.jpg
10003547,PUNTA HSS RETTIFICATO 7 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585929,Tools,3.4,3165140521642,http://www.bricoman.it/negozio/rezzato/10003547,http://www.bricoman.it/media/foto_articoli/2012/5/10003547.jpg
10003548,"PUNTA HSS RETTIFICATO 7,5 mm BOSCH Ø 20 mm PER METALLO ",BOSCH,2608585930,Tools,3.8,3165140521659,http://www.bricoman.it/negozio/rezzato/10003548,http://www.bricoman.it/media/foto_articoli/2012/5/10003548.jpg
10003549,PUNTA HSS RETTIFICATO 8 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585932,Tools,4.4,3165140521673,http://www.bricoman.it/negozio/rezzato/10003549,http://www.bricoman.it/media/foto_articoli/2012/5/10003549.jpg
10003550,"PUNTA HSS RETTIFICATO 8,5 mm BOSCH Ø 20 mm PER METALLO ",BOSCH,2608585933,Tools,4.9,3165140521680,http://www.bricoman.it/negozio/rezzato/10003550,http://www.bricoman.it/media/foto_articoli/2012/5/10003550.jpg
10003551,PUNTA HSS RETTIFICATO 9 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585934,Tools,5.6,3165140521697,http://www.bricoman.it/negozio/rezzato/10003551,http://www.bricoman.it/media/foto_articoli/2012/5/10003551.jpg
10003552,PUNTA HSS RETTIFICATO 10 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585936,Tools,7.2,3165140521710,http://www.bricoman.it/negozio/rezzato/10003552,http://www.bricoman.it/media/foto_articoli/2012/5/10003552.jpg
10003553,PUNTA HSS RETTIFICATO 11 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585938,Tools,9,3165140521734,http://www.bricoman.it/negozio/rezzato/10003553,http://www.bricoman.it/media/foto_articoli/2012/5/10003553.jpg
10003554,PUNTA HSS RETTIFICATO 12 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585940,Tools,11.1,3165140521758,http://www.bricoman.it/negozio/rezzato/10003554,http://www.bricoman.it/media/foto_articoli/2012/5/10003554.jpg
10003555,PUNTA HSS RETTIFICATO 13 mm BOSCH Ø 20 mm PER METALLO ,BOSCH,2608585942,Tools,12.9,3165140521772,http://www.bricoman.it/negozio/rezzato/10003555,http://www.bricoman.it/media/foto_articoli/2012/5/10003555.jpg
10034520,"PUNTA BOSCH 14,0x150x215 mm SDS PLUS X5L ",BOSCH,2608585945,Tools,24.7,3165140522199,http://www.bricoman.it/negozio/rezzato/10034520,http://www.bricoman.it/media/foto_articoli/2012/6/10034520.jpg
10039109,LAMA SEGMENTATA 85 mm BOSCH ACZ 85EB BIMATERIALE LEGNO E METALLO A CENTRO DEPRESSO,BOSCH,ACZ 85EB,Tools,19.9,3165140523271,http://www.bricoman.it/negozio/rezzato/10039109,http://www.bricoman.it/media/foto_articoli/2013/3/10039109.jpg
10020253,LAMA 32x40 mm BOSCH HCS PER LEGNO A CENTRO DEPRESSO TAGLI DAL PIENO,BOSCH,2609256947,Tools,11.5,3165140523318,http://www.bricoman.it/negozio/rezzato/10020253,http://www.bricoman.it/media/foto_articoli/2013/3/10020253.jpg
10020255,LAMA SEGMENTATA 85 mm BOSCH A CENTRO DEPRESSO PER MALTE PIASTRELLE RESINE METALLO,BOSCH,ACZ 85RT,Tools,39.9,3165140523363,http://www.bricoman.it/negozio/rezzato/10020255,http://www.bricoman.it/media/foto_articoli/2013/3/10020255.jpg
10039113,RASCHIETTO FLESSIBILE HCS BOSCH A CENTRO DEPRESSO  ,BOSCH,2609256955,Tools,8.9,3165140523394,http://www.bricoman.it/negozio/rezzato/10039113,http://www.bricoman.it/media/foto_articoli/2013/3/10039113.jpg
10039142,PIASTRA LEVIGATURA A DELTA 93 mm BOSCH    ,BOSCH,2609256956,Tools,8.9,3165140523400,http://www.bricoman.it/negozio/rezzato/10039142,http://www.bricoman.it/media/foto_articoli/2013/3/10039142.jpg
10025872,"SEGHETTO ALTERNATIVO 530 W BOSCH PST800PEL 500-3000 GIRI/MIN PESO 1,9 kg",BOSCH,PST 800 PEL,Tools,79.9,3165140526913,http://www.bricoman.it/negozio/rezzato/10025872,http://www.bricoman.it/media/foto_articoli/2013/3/10025872.jpg
10003693,PUNTA SCALPELLO BOSCH 400x18 mm AUTOAFFILATA SDS MAX ,BOSCH,2608690167,Tools,22.1,3165140533621,http://www.bricoman.it/negozio/rezzato/10003693,http://www.bricoman.it/media/foto_articoli/2012/1/10003693.jpg
10034524,PUNTA SDS PLUS BOSCH 4 TAGLIENTI 16x200/250 mm ,BOSCH,2608586717,Tools,33.1,3165140564410,http://www.bricoman.it/negozio/rezzato/10034524,http://www.bricoman.it/media/foto_articoli/2013/1/10034524.jpg
10034525,PUNTA SDS PLUS BOSCH 4 TAGLIENTI 18x200/250 mm ,BOSCH,2608586719,Tools,38.9,3165140564434,http://www.bricoman.it/negozio/rezzato/10034525,http://www.bricoman.it/media/foto_articoli/2012/6/10034525.jpg
10034526,PUNTA SDS PLUS BOSCH 4 TAGLIENTI 22x400/450 mm ,BOSCH,2608586724,Tools,73,3165140564489,http://www.bricoman.it/negozio/rezzato/10034526,http://www.bricoman.it/media/foto_articoli/2013/1/10034526.jpg
10034527,PUNTA SDS PLUS BOSCH 4 TAGLIENTI 25x400/450 mm ,BOSCH,2608586726,Tools,84,3165140564502,http://www.bricoman.it/negozio/rezzato/10034527,http://www.bricoman.it/media/foto_articoli/2012/6/10034527.jpg
10034532,PUNTA SDS PLUS BOSCH 4 TAGLIENTI 28x400/450 mm ,BOSCH,2608586727,Tools,89.8,3165140564519,http://www.bricoman.it/negozio/rezzato/10034532,http://www.bricoman.it/media/foto_articoli/2012/6/10034532.jpg
10034533,PUNTA SDS PLUS BOSCH 4 TAGLIENTI 30x400/450 mm ,BOSCH,2608586728,Tools,96.1,3165140564526,http://www.bricoman.it/negozio/rezzato/10034533,http://www.bricoman.it/media/foto_articoli/2012/6/10034533.jpg
10014183,PUNTA SDS MAX BOSCH 16x400x540 mm  ,BOSCH,2608586752,Tools,70.6,3165140564762,http://www.bricoman.it/negozio/rezzato/10014183,http://www.bricoman.it/media/foto_articoli/2012/5/10014183.jpg
10014184,PUNTA SDS MAX BOSCH 18x400x540 mm  ,BOSCH,2608586759,Tools,75.7,3165140564830,http://www.bricoman.it/negozio/rezzato/10014184,http://www.bricoman.it/media/foto_articoli/2012/3/10014184_bis.jpg
10014185,PUNTA SDS MAX BOSCH 20x400x520 mm  ,BOSCH,2608586766,Tools,77.7,3165140565509,http://www.bricoman.it/negozio/rezzato/10014185,http://www.bricoman.it/media/foto_articoli/2012/5/10014185.jpg
