"Code","15/06/2016"
"2055017ZPIP7CINT",112.69
"2055017ZPIP7CNBL",102.72
"2055017ZPIP7CNK1",116.85
"2055017ZPIP7CRFT",116.4
"2055017ZPIP7CRKS",117.61
"2055017ZPIZROSN3",136.62
"2055017ZTOPXTSXL",76.78
"2055017ZTOR32A",81.01
"2055515VBUEND816",62.82
"2055515VBUFA914",69.13
"2055515VBUGTUHP1",66.47
"2055515VBUKUKU31",75.33
"2055515VCOCPC2",102.3
"2055515VCOPRE2AO",99.21
"2055515VDUSPFRES",98.51
"2055515VGOEFFIGR",88.96
"2055515VTOT1R",67.24
"2055515ZBRE002",79
"2055516HBRER300",72.85
"2055516HBRER3001",76.37
"2055516HBRER300L",69.79
"2055516HBRER300R",87.22
"2055516HBRER300X",69.87
"2055516HBRLM25RF",94.36
"2055516HBRT001",70.63
"2055516HBRT001H",61.9
"2055516HBUGTWIN",74.52
"2055516HBUGTWINT",57.95
"2055516HBUGTWTP",
"2055516HBUKUHA31",73.41
"2055516HBUKUKH27",53.01
"2055516HBUKUKH31",62.04
"2055516HBUKUWP51",60
"2055516HCOCPC2E",72.69
"2055516HCOCPC5",81.22
"2055516HCOECO5MO",64.37
"2055516HCOECO5XL",70.19
"2055516HCOPREM2M",64.15
"2055516HCOPREM5",66.91
"2055516HCOPREMSR",77.74
"2055516HCOTS850",94.07
"2055516HDUBLUERE",61.42
"2055516HDUFASTRE",65.47
"2055516HDUFASTRS",77.19
"2055516HDUWIN4D",99.1
"2055516HGEALTAS",65.4
"2055516HGEALTSPT",64.54
"2055516HGEALTWIN",78.45
"2055516HGEALWIXL",82.54
"2055516HGOEFPERF",61.41
"2055516HGOULGRP9",76.74
"2055516HGOV4SEA2",84.28
"2055516HGOVEC4SE",90.83
"2055516HMIALPIN4",94.41
"2055516HMIALPIN5",97.26
"2055516HMIENSAVE",78.57
"2055516HMIPRHPZP",93.34
"2055516HMIPRIM3",73.44
"2055516HMIPRM3ZP",99.82
"2055516HMISAVE",68.17
"2055516HMISAVMO",74.69
"2055516HPICINTAS",73.56
"2055516HPIP1CIVE",67.36
"2055516HPIP7RFT",80.19
"2055516HPIW210R",111.96
"2055516HPIW210S3",93.36
"2055516HPIW210SZ",102.77
"2055516HTOCF2",54.88
"2055516QCOCEC",83.62
"2055516TCOTS850",90.9
"2055516TGOUGGRP8",101.4
"2055516TPIW190S3",92.82
"2055516VBRA001",70.48
"2055516VBRER300",64.44
"2055516VBRER300F",67.42
"2055516VBRER300G",65.27
"2055516VBRER300R",77.83
"2055516VBRER30EM",62.8
"2055516VBRER33",64.79
"2055516VBRRE040",62.47
"2055516VBRS001",
"2055516VBRT001",62.73
"2055516VBRT001MO",74.74
"2055516VBRT001V",60.6
"2055516VBRT001VX",76.65
"2055516VBRT001XL",77.2
"2055516VBUEN816",53.09
"2055516VBUEN926",52.62
"2055516VBUFAAS20",76.99
"2055516VBUFAZ914",58.27
"2055516VBUGTFE1",54.46
"2055516VBUGTVP1",56.61
"2055516VBUKU31",59.19
"2055516VBUKU31RF",69.64
"2055516VBUKU51XL",65.33
"2055516VBUKUHA31",83.75
"2055516VBUKUHS51",54.54
"2055516VBUKUKH17",57.25
"2055516VBUKUKH31",60.95
"2055516VBUKUKU31",58.91
"2055516VBUKUKW23",63.73
"2055516VBUKUKWRF",95.01
"2055516VBUKUWP51",61.43
"2055516VBUKUWP71",71.34
"2055516VCOCPC5",61.99
"2055516VCOCPCSSR",81.95
"2055516VCOECO5MO",67.45
"2055516VCOECO5XL",78.94
"2055516VCOPREM2M",62.64
"2055516VCOPREM5V",79.38
"2055516VCOPREMSR",75.07
"2055516VCOSPT2",66.36
"2055516VCOSPT2AO",66.36
"2055516VCOSPT2XL",76.23
"2055516VCOSPTCON",72.1
"2055516VCOTS850",121.09
"2055516VDUBLUERE",57.77
"2055516VDUBLURES",68.53
"2055516VDUFASTLR",69.37
"2055516VDUFASTMO",61.72
"2055516VDUFASTRS",
"2055516VDUSPT01M",61.51
"2055516VGEALTAS",66.87
"2055516VGEALTSPT",68.41
"2055516VGEALTSXL",67.24
"2055516VGOEFFGRI",76.26
"2055516VGOEFGRPE",57.45
"2055516VGONCT5EM",75.57
"2055516VGOVE4SG2",76.86
"2055516VGOVEC4S",78.6
"2055516VMIALPIN5",117.07
"2055516VMIENESAV",76.97
"2055516VMIENSAVE",76.36
"2055516VMIENSAVS",72.61
"2055516VMIENSVMO",72.23
"2055516VMIPRHPMO",71.52
"2055516VMIPRI3XL",81.76
"2055516VMIPRIM3",68.82
"2055516VMIPRIMZP",116.68
"2055516VMIPRM3ZP",110.38
"2055516VMISAVE",68.07
"2055516VMISAVE+",83.82
"2055516VMISAVEAO",82.98
"2055516VMIXCLIMA",71.45
"2055516VPICIASSI",99.3
"2055516VPICINTAS",85.01
"2055516VPIP7",56.65
"2055516VPIP7CIBL",68.39
"2055516VPIP7CIMO",63.29
"2055516VPIP7CINS",64.44
"2055516VPIP7CINT",62.5
"2055516VPIP7CIRF",73.9
"2055516VPIP7CNTS",66.25
"2055516VTOCF2",51.09
"2055516VTOJ48",57.59
"2055516ZBRDRIVE",81.45
"2055516ZBRE002",63.65
"2055516ZBRE040AO",65.68
"2055516ZBRER300",79.39
"2055516ZBRER3001",92.82
"2055516ZBRER300A",68.04
"2055516ZBRS001",96.96
"2055516ZBRSO2N3",77.25
"2055516ZBRT001",69.75
"2055516ZBRT001AO",66.91
"2055516ZBRT001W",66.85
"2055516ZBUEN926",60.21
"2055516ZBUFA452",77.44
"2055516ZBUFA914R",75.42
"2055516ZBUFA914X",66.61
"2055516ZBUFAZ914",65.28
"2055516ZBUGTFE1",64.11
"2055516ZBUGTUHP1",63.96
"2055516ZBUKUKH31",70.12
"2055516ZBUKUKU31",68.69
"2055516ZBUKUKU39",56.65
"2055516ZCOCPC5",68.43
"2055516ZCOECO5AO",66.57
"2055516ZCOPCSSR",76.38
"2055516ZCOPREM2M",63.01
"2055516ZCOPREMSR",87.33
"2055516ZCOPRM5AO",66.36
"2055516ZCOSPT2",63.01
"2055516ZCOSPT2AO",65.17
"2055516ZCOSPTN1",82.65
"2055516ZCOSPTN2",68.89
"2055516ZDUBLUERE",60.31
"2055516ZDUMAXXRT",61.73
"2055516ZDUMAXXTT",63.48
"2055516ZDUSMAXRT",63.61
"2055516ZGEALTSPT",69
"2055516ZGOEFFGRP",93.87
"2055516ZGOEFFPER",93.25
"2055516ZGOEFGPER",59.83
"2055516ZMIENSAVS",67.81
"2055516ZMIPIEXA2",100.73
"2055516ZMIPRHPZP",118.29
"2055516ZMIPRIHPM",83.86
"2055516ZMIPRIM3",68.45
"2055516ZMIPRM3ZP",118.45
"2055516ZMIPS3",84.47
"2055516ZMIPSPT3",96.75
"2055516ZMISPT3",83.37
"2055516ZPIP7AO",74.76
"2055516ZPIP7CIAO",61.03
"2055516ZPIP7CIMO",66.24
"2055516ZPIP7CINT",63.87
"2055516ZPIP7CIRF",79.27
"2055516ZPIPZEROD",90.89
"2055516ZTOC1SXL",62.59
"2055516ZTOT1R",63.91
"2055516ZTOT1SXL",62.68
"2055517HCOPREM2",124.62
"2055517VBRT001",89.61
"2055517VBUFA914",91.69
"2055517VBUKUKH25",84.61
"2055517VCOCEC5",121.91
"2055517VCOCEC5J",123.49
"2055517VCOPREM2",123.04
"2055517VCOPREM2S",124.6
"2055517VCOPREM5X",122.87
"2055517VDUBLUERS",117.87
"2055517VDUBLUREX",117.97
"2055517VDUFTRESP",115.91
"2055517VGEALTSPT",107.99
"2055517VGOEFFPER",119.93
"2055517VMIPRIM3",130.66
"2055517VMIPRIMXL",130.36
"2055517VMIXCLIMA",138.7
"2055517VPIP1CIVE",108.48
"2055517VPIP7CASS",128.55
"2055517VPIP7CINJ",116.87
"2055517VPIP7CINS",121.26
"2055517VPIP7CIXS",136.45
"2055517XBRDSPRFT",136.5
"2055517ZBRT001RF",137.27
"2055517ZBUFA914R",100.5
"2055517ZBUKUKH27",87.49
"2055517ZCOCPC5J",124.09
"2055517ZCOCSC3N2",121.77
"2055517ZCOSPT3N2",133.31
"2055517ZDUBLURES",124.87
"2055517ZGOEFFPER",130.65
"2055517ZMIPRIM3",120.13
"2055517ZMIPRM3ZP",148.69
"2055517ZMIPS2XL",151.79
"2055517ZMISPT2N1",143.88
"2056015HBUEN816",55.71
"2056015HBUFA914",59.34
"2056015HBUGTVP1",60.83
"2056015HBUKUKH27",59.5
"2056015HBUKUWP51",62.21
"2056015HCOPREM2X",84.33
"2056015HCOPREM5",85.67
"2056015HDUBLUERE",80.16
"2056015HDUBLUREP",84.73
"2056015HGEALTCOM",66.65
"2056015HMIALPIN5",104.87
"2056015HMISAVE",93.83
"2056015HTOCF1",82.38
"2056015HTOCF2",61.14
"2056015TGOUGRP9",107.19
"2056015TPIW190",95.97
"2056015VBRER300E",93.88
"2056015VBRT001",88.77
"2056015VBRT001V",80.77
"2056015VBUEN816",56.47
"2056015VBUFA914",62.88
"2056015VBUGTFE1",60.48
"2056015VBUGTVP1",61.38
"2056015VBUKUKH15",64.89
"2056015VBUKUKH27",61.73
"2056015VCOPREM5",87.17
"2056015VDUBLUERE",68.71
"2056015VGEALTCOM",67.09
"2056015VGOEFPERF",71.41
"2056015VMISAVE",94.55
"2056015VPIP1CINT",86.69
"2056015VPIP6CINT",66.09
"2056015VTOCF2",59.94
"2056016HBRB250NZ",71.13
"2056016HBREP150",
"2056016HBREP150T",84.99
"2056016HBRER300",69.67
"2056016HBRER300E",84.25
"2056016HBUEN816",64.51
"2056016HBUFAZ914",70.86
"2056016HBUGTVP1",68.19
"2056016HBUGTWTP",
"2056016HBUKUHS51",63.79
"2056016HBUKUKH15",70.32
"2056016HBUKUKW27",87.81
"2056016HBUKUWP51",77.69
"2056016HCOP2CSXL",110.99
"2056016HCOPREM5",96.48
"2056016HCOPREMCP",103.96
"2056016HCOPRMCO2",94.85
"2056016HCOPSC2",94.45
"2056016HCOTS830P",97.74
"2056016HDUBLUERE",73.21
"2056016HDUWINSPT",
"2056016HGEALTAS",81.01
"2056016HGEALTCOM",80.7
"2056016HGEALTWIN",91.57
"2056016HGOEFGRXL",100.9
"2056016HGOEFPERF",75.57
"2056016HGOUG9",98.25
"2056016HGOULGRI8",96.64
"2056016HGOVEC4SE",90.64
"2056016HMIALPIN5",100.75
"2056016HMISAV",82.69
"2056016HMISAVE",83.08
"2056016HMISAVEXL",88.45
"2056016HMIXCLIMA",94.84
"2056016HPIP7BLAO",93.82
"2056016HPIP7CINT",94.25
"2056016HPIP7CNT",91.53
"2056016HPISZ3XL",93.95
"2056016VBRDRIVE",91.45
"2056016VBRER300E",92.64
"2056016VBRT001",93.24
"2056016VBUFA914X",73.5
"2056016VBUFAAS20",84.72
"2056016VBUGT228",72.19
"2056016VBUGTFE1",77.26
"2056016VBUKUKH17",78.21
"2056016VBUKUKH18",67.8
"2056016VBUKUKH27",80.88
"2056016VBUKUKU31",78.19
"2056016VCOCEC5",103.74
"2056016VCOCPC5",118.2
"2056016VCOPREM2X",98.43
"2056016VDUBLUERE",99.19
"2056016VGEALTCOM",81.76
"2056016VGEALTCXL",80.7
"2056016VGOEFPERF",89.26
"2056016VMIPRIM3",111.6
"2056016VMISAVAOS",94.84
"2056016VMISAVE",111.41
"2056016VMISAVEAO",108.94
"2056016VMISAVEMO",109.38
"2056016VMISAVER",92.75
"2056016VMISAVERX",113.83
"2056016VMIXCLIMA",116.33
"2056016VPICINTAS",117.64
"2056016VPIP7CIBL",101.37
"2056016VPIP7CIK1",103.25
"2056016VPIP7CINT",
"2056016VTOCF1XL",
"2056016VTOCF2XL",71.94
"2056016VTONANO",71.45
"2056016XBRDSPORT",70.33
"2056016ZBR300ECO",125.26
"2056016ZBRE300A",118.56
"2056016ZBRER300A",100.35
"2056016ZBRER300M",96.52
"2056016ZBRR300A",98.77
"2056016ZDUSPT01",103.27
"2056016ZGOEFFGRI",142.29
"2056016ZGOEFFIGP",
"2056016ZMIENSAVR",118.63
"2056016ZMISAVEMO",118.86
"2056016ZPIP7",135.77
"2056016ZPIP7CINT",106.65
"2056515HBUEN816",60.03
"2056515HBUFA914",65.7
"2056515HBUGTVP1",63.3
"2056515HBUKUKH17",69.23
"2056515HBUKUKH27",68.89
"2056515HDUBLURES",89.58
"2056515HGEALTCOM",67.03
"2056515HGOUGRIP",116.2
"2056515HGOVE4SEA",93.53
"2056515HGOVEC4S2",94.97
"2056515HGOVEC4SE",107.09
"2056515HMISAVE",96.54
"2056515HPIP1CINT",91.54
"2056515HTOCF2XL",63.3
"2056515R6BUEN616",70.62
"2056515R6BUGTEXS",74.22
"2056515R6BUGTWT2",
"2056515R6BUKU857",85.37
"2056515R6GOG26",102.58
"2056515R8MIAGILI",110.26
"2056515R8TOH08",
"2056515RFCOVA200",91.32
"2056515TBUGTWTP",
"2056515TBUKUKWXL",87.81
"2056515TGEALTWIN",83.14
"2056515TMISVRPLU",96.59
"2056515VBRT001",83.25
"2056515VBUEN816",59.52
"2056515VBUFA912",65.7
"2056515VBUGT228",63.3
"2056515VBUGTFE1",68.27
"2056515VBUKUKH17",70.35
"2056515VCOCPC5",91.69
"2056515VCOPREM2",91.57
"2056515VDUBLUERE",90.79
"2056515VDUSP01",
"2056515VGOEFGPER",93.21
"2056515VMISAVE",98.19
"2056515VMIXCLIMA",101.5
"2056516HBUKUKH17",77.01
"2056516R5MIAGILS",78.04
"2056516R6BRR410",106.37
"2056516R8BRR630R",106.32
"2056516R8BRR660",107.8
"2056516R8BUEN616",81.75
"2056516R8BUFAR51",90.01
"2056516R8BUGTMPR",86.41
"2056516R8BUGTWT2",
"2056516R8BUKU857",82.6
"2056516R8BUKUCW5",93.81
"2056516R8COVA200",106.73
"2056516R8COVACON",111.03
"2056516R8COVAN4S",105.27
"2056516R8COVANC1",100.05
"2056516R8COVANC2",108.23
"2056516R8DUECODR",108.95
"2056516R8GEEUROW",92.76
"2056516R8GEEUVA2",97.21
"2056516R8GOCAMAR",118.8
"2056516R8GOMARA",98.56
"2056516R8GOVECTR",132.3
"2056516R8MIAGIL",110.76
"2056516R8PI4SEAS",107.76
"2056516R8PICARRI",113.73
"2056516R8TOH08",79.81
"2056516R8TOH09",85.18
"2056516TMIAGALP",129.05
"2056516XBRD684",79.72
"2056516XPISTR",102.47
"2057014HBUFAFK07",61.48
"2057015GOR8G26GA",112.75
"2057015R8BRR623",93.73
"2057015R8BUEN616",67.68
"2057015R8BUFAR51",73.74
"2057015R8BUGTEXS",71.34
"2057015R8BUGTMPR",77.64
"2057015R8BUKU857",82.41
"2057015R8BUKUK53",78.27
"2057015R8COV100",96.61
"2057015R8COVAN2",96.01
"2057015R8DUECONO",94.92
"2057015R8MIAGLS+",109.47
"2057015R8PICARRI",93.29
"2057015R8PICARWI",103.19
"2057015XBR684",80.27
"2057015XBRD684",88.32
"2057015XBRD694",83.49
"2057015XBUEN726",64.3
"2057015XBUFAT110",70.73
"2057015XBUKU798",72.18
"2057015XBUKUKL51",61.05
"2057015XCO4X4CON",84.93
"2057015XGEGRBGT",82.47
"2057015XGEGRBUHP",80.94
"2057015XGESNGRAB",88.67
"2057015XGOWRATSA",80.13
"2057015XMILATCR",100.8
"2057015XMILATHP",62.49
"2057015XPISCVERD",92.81
"2057015XTOOPHT",67.62
"2057016HCOCPC2",103.07
"2057514R8BUKU857",80.34
"2057515XGEAT",93.99
"2057515XGEAT2",104.82
"2057516R10MIAGIL",130.68
"2057516R8BRR660",104.77
"2057516R8BUEN616",77.38
"2057516R8BUFR51R",83.07
"2057516R8BUGTEXS",81.05
"2057516R8BUGTMPR",81.76
"2057516R8BUKU857",92.41
"2057516R8COVA100",117.88
"2057516R8COVANC2",111.36
"2057516R8COVN100",110.67
"2057516R8DUECODR",106.83
"2057516R8GEEUVA2",90.84
"2057516R8GOCARGO",108.23
"2057516R8GOG26R",112.21
"2057516R8MIAGI+",122.16
"2057516R8MIAGLAP",113.69
"2057516R8PICARR",108.25
"2057516R8TOH08X",78.17
"21514R8BUKU857",84.36
"21514R8GOG28",
"21514R8TOH08",63.21
"21515XBRD694",97.37
"21515XBUFALAAT",78.57
"21515XBUFAT110",81.01
"21515XBUKUKL78",85.41
"21515XGOWRANATSA",115.62
"21516XBUFAT110",81.3
"2153516VBUFA912",73.39
"2153518ZBUFA452",93.31
"2153518ZBUGTHPX",73.89
"2153518ZBUKUKU39",97.51
"2153518ZGOEAGF1A",124.96
"2153518ZTOT1R",93.99
"2153519ZBUFA453X",122.55
"2153519ZBUKUKU39",122.7
"2153519ZPIPZNERO",176.88
"2154016VDUSP9000",
"2154016ZBUFA452",82.27
"2154016ZBUFA914X",72.58
"2154016ZBUGTUHP1",70.48
"2154016ZBUKUHS51",73.13
"2154016ZBUKUKU31",81.41
"2154016ZGOGSD3XL",106.19
"2154016ZPIPZNEGT",94.63
"2154016ZPIPZNERO",100.78
"2154016ZTOPXT1R",64.51
"2154017VBRE050A",104.56
"2154017VBRLM32XL",113.38
"2154017VBRRE050A",107.53
"2154017VBUKUWP51",88.9
"2154017VCOPRM2XL",114.23
"2154017VDUSPMAXV",114.76
"2154017VDUSPMXXL",114.37
"2154017VGOEFGRXL",116.74
"2154017VPIP7XL",104.35
"2154017ZBRS001AO",96.16
"2154017ZBRS001XL",108.67
"2154017ZBUEN926",71.91
"2154017ZBUFA914",77.58
"2154017ZBUGTSPA",64.21
"2154017ZBUGTUHP1",76.71
"2154017ZBUKUKU31",74.22
"2154017ZBUKUKU39",81.15
"2154017ZBUMAMP47",68.33
"2154017ZCOCPC2",116.22
"2154017ZCOCPC2AO",123
"2154017ZCOCPC2XA",118.61
"2154017ZCOPC2AOY",118.24
"2154017ZCOSPT3XL",118.49
"2154017ZDUSPTMAX",132.4
"2154017ZGEALTSXL",86.85
"2154017ZGOEFGRAO",119.59
"2154017ZMISPT3XL",129.96
"2154017ZPIPZNEGT",113.56
"2154017ZTOT1R",72.19
"2154018ZBRE050A",151.23
"2154018ZBRRE050A",158.07
"2154018ZBUFA914X",91.9
"2154018ZBUKUKU39",105.99
"2154018ZCOSPT2M0",131.93
"2154018ZDUSP01",114.01
"2154018ZDUSP01RO",158.05
"2154018ZGEALTSPT",97.21
"2154018ZMIPSPTXL",147.84
"2154018ZMISPT4XL",160.02
"2154018ZPIPZERRF",203.09
"2154018ZPIZNERO",132.94
"2154018ZTOPXTSXL",84.91
"2154516HBRER300H",103.36
"2154516HBRER300V",100.11
"2154516HCOPREM2",111.57
"2154516HDUSPTMAX",84.34
"2154516HGOEFGPPE",108.83
"2154516HGOEXCELL",101.68
"2154516HMIALPIN5",136.18
"2154516HPIP7",86.45
"2154516HPIW210S2",143.77
"2154516VBRT001AO",103.32
"2154516VBUFA914",80.34
"2154516VBUFA914X",80.34
"2154516VBUKUHS51",93.01
"2154516VBUKUWP51",85.3
"2154516VCOCPC2AO",112.3
"2154516VCOPREM2",97.66
"2154516VDUFASTRE",89.02
"2154516VDUFASTRO",131.76
"2154516VDUSP01XL",119.02
"2154516VMISP3DT1",122.4
"2154516VTOPXCF2",
"2154516ZBRRE040",97.01
"2154517HMIALPA4",163.03
"2154517VBRRE040",98.15
"2154517VBRRE050P",100.72
"2154517VBUKUKW23",98.61
"2154517VBUKUWP71",82.39
"2154517VCOCEC5",112.39
"2154517VCOSPT2M0",98.82
"2154517VCOSPTCN5",98.61
"2154517VGOEXCMO",109.66
"2154517ZBRER33",99.41
"2154517ZBRRE002",96.41
"2154517ZBRRE050",99.17
"2154517ZBRRE050A",90.78
"2154517ZBRRE050M",101.63
"2154517ZBRT001",99.94
"2154517ZBRT001XL",99.35
"2154517ZBUEN926",71.22
"2154517ZBUFA453X",83.02
"2154517ZBUFA914",78.7
"2154517ZBUGTHPY",82
"2154517ZBUGTSPA",78.4
"2154517ZBUGTUHP1",76
"2154517ZBUKUKU31",73.31
"2154517ZBUKUKU39",70.25
"2154517ZCOSPT5",90.81
"2154517ZCOSPT5XL",91.3
"2154517ZDUMAXRT",104.16
"2154517ZDUMAXXTT",104.98
"2154517ZDUSMXRT2",103.27
"2154517ZGEALTSXL",88.29
"2154517ZGEALTUHP",90.78
"2154517ZGOASYM2",106.19
"2154517ZGOASYM3X",107.05
"2154517ZGOASYMM2",108.96
"2154517ZGOASYMM3",105.93
"2154517ZGOEFFGRI",105.65
"2154517ZMIPILSS",131.55
"2154517ZMIPISPT3",101.86
"2154517ZMIPRIMHP",96.58
"2154517ZMIPRIMRP",102.84
"2154517ZMISPT4XL",117.64
"2154517ZMISPTCP2",142.63
"2154517ZMIXCLIMA",124.05
"2154517ZPIPZNERO",103.87
"2154517ZTOC1SXL",
"2154517ZTONER41",77.76
"2154517ZTOR30A",76.09
"2154517ZTOT1R",71.45
"2154517ZTOT1SXL",71.81
"2154518VMIALPIN4",152.62
"2154518ZBRE050EZ",159.39
"2154518ZBRRE050X",117.03
"2154518ZBUFA453X",116.55
"2154518ZBUFA914",106.77
"2154518ZBUKUKU31",118.27
"2154518ZDUMAXTT",167.89
"2154518ZGOASYMM2",138.13
"2154518ZMISPT3",166.69
"2154518ZPIP7CINT",119.79
"2154518ZPIPZEROD",217.29
"2154518ZPIPZEROF",226.23
"2154518ZTOT1SXL",100.03
"2154520ZBRS001",225.28
"2154520ZBRS001I8",224.23
"2154520ZBRS001XL",211.37
"2154520ZPIPZERO",197.19
"2155016ZBUKUKH31",93.96
"2155017VBRER300V",118.67
"2155017VBUFAAS20",111.22
"2155017VBUKUKH17",96.18
"2155017VBUKUWP51",100.18
"2155017VCOSPC3EX",114.72
"2155017VDUEC300",148.33
"2155017VGOEFFGR",105.71
"2155017VGOEFFGRI",113.33
"2155017VMIPRICY3",127.5
"2155017VPIP1CIVE",114.93
"2155017ZBRE050A",128.41
"2155017ZBRRE050A",111.3
"2155017ZBRT001",115.17
"2155017ZBUEN926",79.43
"2155017ZBUFA914",87.39
"2155017ZBUGTFE1",84.23
"2155017ZBUGTUHP1",84.48
"2155017ZBUKUKU31",86.61
"2155017ZBUKUKU39",85.63
"2155017ZCOSPT5",109.02
"2155017ZDUMAXXRT",120.73
"2155017ZDUSPBLRE",125.45
"2155017ZDUSPMXRT",123.12
"2155017ZGEALTSPT",88.24
"2155017ZGEALTSXL",95.19
"2155017ZGEALTUHP",105.61
"2155017ZGOEFFGRI",107.07
"2155017ZGOEFGRIP",135.43
"2155017ZGOEFPERF",105.82
"2155017ZMIPRIM3",115.36
"2155017ZMIPRIM3X",119.46
"2155017ZMIXCLIMA",124.15
"2155017ZPIP7CB",121.23
"2155017ZPIP7CBLU",131.07
"2155017ZPIP7CINT",124.39
"2155017ZPIPZEROA",172.01
"2155017ZPIPZERON",118.13
"2155017ZTOT1SXL",91.81
"2155018VTOPR40A",93.61
"2155516HBRT001",106.62
"2155516HBRT001H",99.46
"2155516HBRT001X",102.99
"2155516HBUGTWTP",
"2155516HCOPREM2",110.56
"2155516HCOPREM5",116.94
"2155516HDUBLUREP",112.27
"2155516HDUBLURES",118.38
"2155516HDUFASTRE",129.43
"2155516HGEALTWIN",103.23
"2155516HGOEFGRIP",110.74
"2155516HGOEFGRPE",120.97
"2155516HGOEFIGRP",114.82
"2155516HGOUGPPER",114.76
"2155516HMIPRIM3",103.03
"2155516HMIPRIM3X",104.94
"2155516HPIP7CINT",100.43
"2155516HPIW210XL",130.02
"2155516HPIWSZ3XL",108.11
"2155516VBRA001",118.24
"2155516VBRER300P",136.61
"2155516VBRT001",102.76
"2155516VBRT001V",103.23
"2155516VBUFAAS20",94.17
"2155516VBUFAZ914",78.83
"2155516VBUKUKW27",91.65
"2155516VBUKUKWXL",99.81
"2155516VBUKUWP71",85.98
"2155516VCOCPC2",114.76
"2155516VCOPREM5",111.77
"2155516VDUBLUERE",108.6
"2155516VDUFASTR",96.81
"2155516VGEALTAS",89.76
"2155516VGEALTSPT",89.49
"2155516VGOEFFGRI",108.9
"2155516VGOEFPERF",92.26
"2155516VMIENRGYS",108.77
"2155516VMIPRI3XL",127.67
"2155516VMIPRIM3",105.71
"2155516VMIPRIMMO",111.21
"2155516VMIXCLIMA",127.54
"2155516VPICASSIX",132.34
"2155516VPICASSXL",112.07
"2155516VPIP7CINT",100.96
"2155516VTOCF2",71.34
"2155516VTOCF2XL",73.33
"2155516ZBRDRIVE",113.41
"2155516ZBRER300",104.8
"2155516ZBRT001",94.83
"2155516ZBRT001XL",105
"2155516ZBUEN926",77.88
"2155516ZBUFA914X",85.86
"2155516ZBUFAZ914",81.82
"2155516ZBUGTFE1",81.61
"2155516ZBUKUHS51",76.12
"2155516ZBUKUKU31",84.54
"2155516ZCOPREM5W",111.83
"2155516ZCOPREM5X",112.59
"2155516ZCOPREM5Y",111.75
"2155516ZDUFSTRES",95.34
"2155516ZDUSP01XL",94.03
"2155516ZDUSPTRT",101.46
"2155516ZGEALTSPT",88.71
"2155516ZGEALTSXL",89.79
"2155516ZGOEFGPER",92.57
"2155516ZGOEFGPPE",96.3
"2155516ZMIPRHPMO",110.14
"2155516ZMIPRIM3",104.11
"2155516ZMIPRIM3X",107.38
"2155516ZMIPRIM3Y",126.29
"2155516ZPIP6000",112.27
"2155516ZPIP7BLUE",98.35
"2155516ZPIP7CIBL",97.15
"2155516ZPIP7CINT",124.37
"2155516ZPIP7CIXL",99.28
"2155516ZPIP7XL",108.63
"2155516ZTOC1S",
"2155516ZTOT1SXL",74.38
"2155517HMIENSAVR",140.1
"2155517VBRER300",116.32
"2155517VBRER300V",115.3
"2155517VBRT001",115.36
"2155517VBUFAAS20",113.1
"2155517VBUGTWTP",
"2155517VBUKUHS51",93.9
"2155517VBUKUKW27",105.81
"2155517VBUKUWP71",97.54
"2155517VCOCEC5",116.92
"2155517VCOCEC5CS",135.09
"2155517VCOPREM2",116.2
"2155517VCOPREM5",128.47
"2155517VGOPERUG8",
"2155517VMIPRI3SS",154.25
"2155517VMIPRIM3",141.75
"2155517VMIPRIMHP",141.03
"2155517VPIP7CIN",106.48
"2155517VPIP7CINT",139.73
"2155517VPIP7CNT",107.63
"2155517XBUGTSUV",84.19
"2155517ZBRE002",109.53
"2155517ZBRER300",115.17
"2155517ZBRT001W",114.79
"2155517ZBUEN926",92.37
"2155517ZBUFA914",85.57
"2155517ZBUGTFE1",84.17
"2155517ZBUGTHPY",83.63
"2155517ZBUGTUHP1",84.45
"2155517ZBUKUHS51",94.09
"2155517ZBUKUKU31",94.09
"2155517ZCOPREM5",117.37
"2155517ZDUFASTRE",124.48
"2155517ZGEALTSPT",92.79
"2155517ZGOEFGPER",132.27
"2155517ZGOEFGPRF",105.4
"2155517ZMIPRHPS1",143.51
"2155517ZMIPRI3SS",154.25
"2155517ZMIPRIM3",141.69
"2155517ZMIPRIM3X",142.41
"2155517ZMIPRIMHP",136.45
"2155517ZMIXCLIMA",150.65
"2155517ZPICASSIX",133.78
"2155517ZPIP7",124.23
"2155517ZPIP7CIBL",131.11
"2155517ZPIP7CINT",112.48
"2155517ZPIP7CSI",134.22
"2155517ZPIP7XL",142.87
"2155517ZTOCF2",79.15
"2155517ZTOCS1XL",91.81
"2155518HBUFA914",104.86
"2155518HBUKUKH11",104.67
"2155518HCOPREM2H",162.28
"2155518HDUSP4DMS",
"2155518VBRDSPT",146.16
"2155518VCOPREM2E",128.51
"2155518VMIPRI3XL",156.65
"2155518XBUGTSUV",97.41
"2155518XPISCVERD",142.74
"2155518XTOOPA20",95.41
"2156015HBUFA912",72.91
"2156015HCOPREM2X",109.2
"2156015VBUKUKH17",77.73
"2156015VBUKUKH27",82.03
"2156015ZPIP6000",176.11
"2156016HBRER30SZ",91.49
"2156016HBRT001",101.28
"2156016HBUFA914",91.3
"2156016HBUGTVP1",79.49
"2156016HBUGTWTP",87.7
"2156016HBUKUKW23",101.01
