Product No.,Item no,Item Description English, Local Launch, Local          Exit,Product Category,Theme,RRP price DKK,RRP price SEK
75038,6060934,Jedi™ Interceptor,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
75039,6060936,V-Wing Starfighter™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
75040,6060938,General Grievous' Wheel Bike™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
70800,6061105,Getaway Glider,01/01/2014,31/07/2015,Standard Retail,LEGO Movie,129.95,149
70801,6061107,Melting Room,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,129.95,149
70802,6061109,Bad Cop's Pursuit,01/01/2014,31/07/2015,Standard Retail,LEGO Movie,229.95,299
70803,6061111,Cloud Cuckoo Palace,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,179.95,249
70804,6061113,Ice Cream Machine,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,249.95,349
70805,6061115,Trash Chomper,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,249.95,349
70806,6061117,Castle Cavalry,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,249.95,349
75041,6061119,Vulture Droid™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
70807,6061121,MetalBeard's Duel,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,299.95,399
70808,6061123,Super Cycle Chase,01/01/2014,31/07/2015,Standard Retail,LEGO Movie,449,599
75042,6061124,Droid Gunship™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,449,599
70809,6061127,Lord Business' Evil Lair,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,649,799
75043,6061128,AT-AP™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,649,799
75045,6061132,Republic AV-7 Anti-Vehicle Cannon,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,449,599
42020,6061163,Twin-rotor Helicopter,01/01/2014,31/12/2015,Standard Retail,Technic,99.95,129
42021,6061165,Snowmobile,01/01/2014,31/12/2015,Standard Retail,Technic,129.95,179
42022,6061167,Hot Rod,01/01/2014,31/12/2015,Standard Retail,Technic,249.95,349
42023,6061169,Construction Crew,01/01/2014,31/12/2015,Standard Retail,Technic,549,699
42024,6061171,Container Truck,01/01/2014,31/12/2015,Standard Retail,Technic,649,799
42025,6061173,Cargo Plane,01/01/2014,31/12/2015,Standard Retail,Technic,999,1299
42026,6061175,Black Champion Racer,01/01/2014,31/12/2015,Standard Retail,Technic,179.95,249
42027,6061177,Desert Racer,01/01/2014,31/12/2015,Standard Retail,Technic,179.95,249
70128,6061450,Braptor's Wing Striker,01/01/2014,31/12/2014,Standard Retail,Chima,129.95,179
70129,6061452,Lavertus' Twin Blade,01/01/2014,31/12/2014,Standard Retail,Chima,179.95,249
70130,6061454,Sparratus' Spider Stalker,01/01/2014,31/12/2014,Standard Retail,Chima,229.95,299
70131,6061457,Rogon's Rock Flinger,01/01/2014,31/12/2014,Standard Retail,Chima,299.95,399
70132,6061459,Scorm's Scorpion Stinger,01/01/2014,31/12/2014,Standard Retail,Chima,349,449
70136,6061712,Banana Bash,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
70137,6061714,Bat Strike,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
70138,6061718,Web Dash,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
70139,6061721,Sky Launch,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
41050,6061725,Ariel's Amazing Treasures,01/03/2014,31/12/2014,Standard Retail,Disney Princess,129.95,149
70140,6061726,Stinger Duel,01/01/2014,31/05/2014,Standard Retail,Chima,179.95,249
41051,6061730,Merida's Highland Games,01/03/2014,31/12/2014,Standard Retail,Disney Princess,179.95,249
41052,6061734,Ariel's Magical Kiss,01/03/2014,31/12/2015,Standard Retail,Disney Princess,299.95,399
41053,6061736,Cinderella's Dream Carriage,01/03/2014,31/12/2015,Standard Retail,Disney Princess,299.95,399
41054,6061738,Rapunzel's Creativity Tower,01/03/2014,31/12/2015,Standard Retail,Disney Princess,349,449
41055,6061742,Cinderella's Romantic Castle,01/03/2014,31/12/2015,Standard Retail,Disney Princess,649,799
70123,6061773,Lion Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70124,6061780,Eagle Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70125,6061784,Gorilla Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70126,6061790,Crocodile Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70127,6061792,Wolf Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
10521,6061837,Baby Calf,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,59.95,79
10522,6061840,Farm animals,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,99.95,99
10524,6061842,Farm Tractor,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,179.95,249
10525,6061844,Big Farm,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,549,699
10527,6061846,Ambulance,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,129.95,179
10529,6061850,Truck,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,129.95,179
10532,6061852,My First Police Set,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,229.95,299
10546,6061854,My First Shop,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,229.95,299
10542,6061865,Sleeping Beauty's Fairy Tale,01/01/2014,31/12/2015,Standard Retail,DUPLO Princess TM,299.95,399
10665,6061870,Spider-Man: Spider-Car Pursuit,01/03/2014,31/12/2015,Standard Retail,Juniors,129.95,149
10666,6061872,Digger,01/03/2014,31/12/2015,Standard Retail,Juniors,99.95,99
10667,6061875,LEGO® Juniors Construction,01/03/2014,31/12/2015,Standard Retail,Juniors,149.95,199
10668,6061878,The Princess Play Castle,01/03/2014,31/12/2015,Standard Retail,Juniors,149.95,199
10672,6061889,Batman™: Defend the Batcave,01/03/2014,31/12/2015,Standard Retail,Juniors,299.95,399
10673,6061892,Race Car Rally,01/03/2014,31/12/2015,Standard Retail,Juniors,249.95,349
10674,6061894,Pony Farm,01/03/2014,31/12/2015,Standard Retail,Juniors,249.95,349
10675,6061896,Police - The Big Escape,01/03/2014,31/12/2015,Standard Retail,Juniors,249.95,349
41041,6061926,Turtle's Little Paradise,01/01/2014,30/04/2014,Standard Retail,LEGO Friends,29.95,39
41042,6061932,Tiger's Beautiful Temple,01/01/2014,30/04/2014,Standard Retail,LEGO Friends,29.95,39
41043,6061935,Penguin's Playground,01/01/2014,30/04/2014,Standard Retail,LEGO Friends,29.95,39
10506,6024826,Train Accessory Set,01/06/2013,31/12/2017,Standard Retail,DUPLO Town,179.95,249
10507,6024828,My First Train Set,01/06/2013,31/12/2017,Standard Retail,DUPLO Town,449,599
10508,6024830,Deluxe Train Set,01/06/2013,31/12/2017,Standard Retail,DUPLO Town,999,1299
41046,41046,Brown Bear's River,,,,LEGO Friends,29.95,39
10240,10240,Red Five X-wing Starfighter™,,,,Star Wars TM,1699,2199
44024,44024,TUNNELER Beast vs. SURGE,,,,Hero Factory,79.95,99
71005,71005,"LEGO® Minifigures, The Simpsons™ Series",,,,LEGO Minifigures,19.95,25
71007,71007,"LEGO® Minifigures, Series 12",,,,LEGO Minifigures,19.95,25
10681,10681,LEGO® Creative Building Cube,,,,Bricks & More LEGO,229.95,299
70161,70161,Tremor Track Infiltration,,,,Agents,179.95,249
70160,70160,Riverside Raid,,,,Agents,99.95,129
70163,70163,Toxikita's Toxic Meltdown,,,,Agents,349,449
70162,70162,Infearno Interception,,,,Agents,249.95,349
70165,70165,Ultra Agents Mission HQ,,,,Agents,899,1099
70164,70164,Hurricane Heist,,,,Agents,549,699
66478,66478,Friends Value Pack,,,,LEGO Friends,379.85,507
66479,66479,Star Wars Value Pack,,,,Star Wars TM,1008.9,1247
10539,10539,Beach Racing,,,,DUPLO Jake,229.95,299
66476,66476,City Value Pack,,,,City Police,329.85,437
21105,21105,Micro World – The Village,,,,Minecraft,299.95,399
21104,21104,NASA Mars Science Laboratory Curiosity R,,,,LEGO Ideas,269.95,349
21107,21107,Micro World – The End,,,,Minecraft,299.95,399
21106,21106,Micro World – The Nether,,,,Minecraft,299.95,399
21109,21109,Exo Suit,,,,LEGO Ideas,299.95,399
66494,66494,Train Trip Value Pack,,,,DUPLO Town,728.9,947
66495,66495,Star Wars Value Pack,,,,Star Wars TM,878.8,1197
66492,66492,CITY Police Value Pack,,,,City Police,728.9,907
66491,66491,CHIMA Value Pack,,,,Chima,919.75,1225
41515,41515,KRAW,,,,Mixels,29.95,39
41044,41044,Macaw's  Fountain,,,,LEGO Friends,29.95,39
10237,10237,The Tower of Orthanc,,,,LofTR and Hobbit,1699,2199
10543,10543,Superman™ Rescue,,,,DUPLO Super Heroes,179.95,249
5679,5679,Police Bike,,,,DUPLO Town,99.95,129
10545,10545,Batcave Adventure,,,,DUPLO Super Heroes,449,599
41517,41517,BALK,,,,Mixels,29.95,39
70149,70149,Scorching Blades,,,,Chima,129.95,149
70147,70147,Sir Fangar’s Ice Fortress,,,,Chima,649,799
70146,70146,Flying Phoenix Fire Temple,,,,Chima,999,1299
70145,70145,Maula’s Ice Mammoth Stomper,,,,Chima,749,899
70144,70144,Laval’s Fire Lion,,,,Chima,449,599
70143,70143,Sir Fangar’s Saber-tooth Walker,,,,Chima,349,449
70142,70142,Eris’ Fire Eagle Flyer,,,,Chima,249.95,349
70141,70141,Vardy’s Ice Vulture Glider,,,,Chima,179.95,249
41036,41036,Jungle Bridge Rescue,,,,LEGO Friends,269.95,349
41033,41033,Jungle Falls Rescue,,,,LEGO Friends,179.95,249
41032,41032,First Aid Jungle Bike,,,,LEGO Friends,129.95,179
41031,41031,Andrea’s Mountain Hut,,,,LEGO Friends,99.95,129
41030,41030,Olivia’s Ice Cream Bike,,,,LEGO Friends,99.95,129
41038,41038,Jungle Rescue Base,,,,LEGO Friends,449,599
41518,41518,GLOMP,,,,Mixels,29.95,39
41502,41502,ZORCH,,,,Mixels,29.95,39
76016,76016,Spider-Helicopter Rescue,,,,Super Heroes,449,599
41519,41519,GLURT,,,,Mixels,29.95,39
75058,75058,MTT™,,,,Star Wars TM,899,1099
75052,75052,Mos Eisley Cantina™,,,,Star Wars TM,749,899
75053,75053,The Ghost,,,,Star Wars TM,899,1099
75050,75050,B-Wing™,,,,Star Wars TM,549,699
75051,75051,Jedi™ Scout Fighter,,,,Star Wars TM,649,799
75056,75056,LEGO® Star Wars™ Advent Calendar,,,,Star Wars TM,249.95,349
75054,75054,AT-AT™,,,,Star Wars TM,1099,1299
75055,75055,Imperial Star Destroyer™,,,,Star Wars TM,1199,1499
44023,44023,ROCKA Crawler,,,,Hero Factory,79.95,99
10671,10671,Fire Emergency,,,,Juniors,179.95,249
70212,70212,CHI Sir Fangar,,,,LOC Constraction,179.95,249
41510,41510,LUNK,,,,Mixels,29.95,39
41047,41047,Seal’s Little Rock,,,,LEGO Friends,29.95,39
41512,41512,CHOMLY,,,,Mixels,29.95,39
41045,41045,Orangutan's Banana Tree,,,,LEGO Friends,29.95,39
31026,31026,Bike Shop & Café,,,,LEGO Creator,649,799
41049,41049,Panda’s Bamboo,,,,LEGO Friends,29.95,39
41505,41505,SHUFF,,,,Mixels,29.95,39
42029,42029,Customized Pick up Truck,,,,Technic,799,999
42028,42028,Bulldozer,,,,Technic,349,499
60032,60032,Arctic Snowmobile,,,,City Arctic,49.95,59
21005,21005,Fallingwater®,,,,LEGO Architecture,799,1099
79115,79115,Turtle Van Takedown,,,,Ninja Turtles TM,449,599
76019,76019,Starblaster Showdown,,,,Super Heroes,229.95,299
76018,76018,Hulk Lab Smash,,,,Super Heroes,549,699
76013,76013,Batman™: The Joker Steam Roller,,,,Super Heroes,549,699
76012,76012,Batman™: The Riddler Chase,,,,Super Heroes,299.95,399
76011,76011,Batman™: Man-Bat Attack,,,,Super Heroes,229.95,299
76010,76010,Batman™: The Penguin Face Off,,,,Super Heroes,129.95,149
76017,76017,Captain America vs. Hydra,,,,Super Heroes,229.95,299
76015,76015,Doc Ock  Truck Heist,,,,Super Heroes,229.95,299
76014,76014,Spider-Trike vs. Electro,,,,Super Heroes,129.95,149
10575,10575,LEGO® DUPLO® Creative Building Cube,,,,DUPLO My First,229.95,299
70211,70211,CHI Fluminox,,,,LOC Constraction,179.95,249
41034,41034,Summer Caravan,,,,LEGO Friends,229.95,299
70134,70134,Lavertus’ Outland Base,,,,Chima,549,699
70135,70135,Cragger’s Fire Striker,,,,Chima,349,449
70133,70133,Spinlyn’s Cavern,,,,Chima,349,449
70812,70812,Creative Ambush,,,,LEGO Movie,349,449
60049,60049,Helicopter Transporter,,,,City Police,349,499
60048,60048,Police Dog Unit,,,,City Police,249.95,349
10528,10528,School Bus,,,,DUPLO Town,179.95,249
75046,75046,Coruscant™ Police Gunship,,,,Star Wars TM,549,699
41507,41507,ZAPTOR,,,,Mixels,29.95,39
41506,41506,TESLO,,,,Mixels,29.95,39
21003,21003,Seattle Space Needle,,,,LEGO Architecture,199.95,249
41057,41057,Heartlake Horse Show,,,,LEGO Friends,349,449
41504,41504,SEISMO,,,,Mixels,29.95,39
41040,41040,LEGO® Friends Advent Calendar,,,,LEGO Friends,179.95,249
10188,10188,Death Star™,,,,Star Wars TM,3499,4299
41059,41059,Jungle Tree Sanctuary,,,,LEGO Friends,269.95,349
10669,10669,Turtle Lair,,,,Juniors,179.95,249
10526,10526,Peter Pan's Visit,,,,DUPLO Jake,249.95,349
41509,41509,SLUMBO,,,,Mixels,29.95,39
41508,41508,VOLECTRO,,,,Mixels,29.95,39
70210,70210,CHI Vardy,,,,LOC Constraction,129.95,179
70206,70206,CHI Laval,,,,LOC Constraction,129.95,179
70207,70207,CHI Cragger,,,,LOC Constraction,129.95,179
70208,70208,CHI Panthar,,,,LOC Constraction,129.95,179
70209,70209,CHI Mungus,,,,LOC Constraction,129.95,179
60036,60036,Arctic Base Camp,,,,City Arctic,799,999
60034,60034,Arctic Helicrane,,,,City Arctic,249.95,349
60035,60035,Arctic Outpost,,,,City Arctic,349,499
41521,41521,FOOTI,,,,Mixels,29.95,39
41520,41520,TORTS,,,,Mixels,29.95,39
41523,41523,HOOGI,,,,Mixels,29.95,39
41522,41522,SCORPI,,,,Mixels,29.95,39
10569,10569,Treasure Attack,,,,DUPLO Town,249.95,349
41524,41524,MESMO,,,,Mixels,29.95,39
41526,41526,WIZWUZ,,,,Mixels,29.95,39
79122,79122,Shredder’s Lair Rescue,,,,Ninja Turtles TM,549,699
75049,75049,Snowspeeder™,,,,Star Wars TM,349,449
79120,79120,T-Rawket Sky Strike,,,,Ninja Turtles TM,299.95,399
79121,79121,Turtle Sub Undersea Chase,,,,Ninja Turtles TM,649,799
70814,70814,Emmet’s Construct-o-Mech,,,,LEGO Movie,549,699
10568,10568,Knight Tournament,,,,DUPLO Town,99.95,99
60063,60063,LEGO® City Advent Calendar,,,,City Town,179.95,249
4962,4962,Baby Zoo,,,,DUPLO Town,99.95,129
21110,21110,Research Institute,,,,LEGO Ideas,179.95,249
21118,21118,The Mine,,,,Minecraft,899,1099
44025,44025,BULK Drill Machine,,,,Hero Factory,129.95,179
60062,60062,Arctic Icebreaker,,,,City Arctic,899,1099
75044,75044,Droid Tri-Fighter™,,,,Star Wars TM,349,449
10241,10241,Maersk Line Triple-E,,,,Creator Expert,1199,1499
70150,70150,Flaming Claws,,,,Chima,129.95,149
41503,41503,KRADER,,,,Mixels,29.95,39
79118,79118,Karai Bike Escape,,,,Ninja Turtles TM,129.95,179
70810,70810,MetalBeard's Sea Cow,,,,LEGO Movie,2199,2799
70813,70813,Rescue Reinforcements,,,,LEGO Movie,649,799
70815,70815,Super Secret Police Dropship,,,,LEGO Movie,749,899
70816,70816,"Benny's Spaceship, Spaceship, SPACESHIP!",,,,LEGO Movie,899,1099
41058,41058,Heartlake Shopping Mall,,,,LEGO Friends,899,1199
70151,70151,Frozen Spikes,,,,Chima,129.95,149
70155,70155,Inferno Pit,,,,Chima,129.95,149
70156,70156,Fire vs. Ice,,,,Chima,179.95,249
10538,10538,Fire and Rescue Team,,,,DUPLO Planes TM,249.95,349
41501,41501,VULK,,,,Mixels,29.95,39
79116,79116,Big Rig Snow Getaway,,,,Ninja Turtles TM,749,899
70728,70728,Battle for Ninjago City,,,,Ninjago,999,1299
79119,79119,Mutation Chamber Unleashed,,,,Ninja Turtles TM,229.95,299
70727,70727,X-1 Ninja Charger,,,,Ninjago,349,449
70726,70726,Destructoid,,,,Ninjago,249.95,349
41500,41500,FLAIN,,,,Mixels,29.95,39
79016,79016,Attack on Lake-town,,,,LofTR and Hobbit,349,449
79117,79117,Turtle Lair Invasion,,,,Ninja Turtles TM,899,1099
70811,70811,The Flying Flusher,,,,LEGO Movie,249.95,349
60033,60033,Arctic Ice Crawler,,,,City Arctic,129.95,149
44029,44029,"QUEEN Beast vs. FURNO, EVO & STORMER",,,,Hero Factory,349,449
44028,44028,SURGE & ROCKA Combat Machine,,,,Hero Factory,269.95,349
41511,41511,FLURR,,,,Mixels,29.95,39
44027,44027,BREEZ Flea Machine,,,,Hero Factory,129.95,179
44026,44026,CRYSTAL Beast vs. BULK,,,,Hero Factory,129.95,179
41513,41513,GOBBA,,,,Mixels,29.95,39
41514,41514,JAWG,,,,Mixels,29.95,39
10577,10577,Big Royal Castle,,,,DUPLO Town,549,699
76020,76020,Knowhere Escape Mission,,,,Super Heroes,449,599
41516,41516,TENTRO,,,,Mixels,29.95,39
41525,41525,MAGNIFO,,,,Mixels,29.95,39
31023,31023,Yellow Racers,,,,LEGO Creator,229.95,299
76021,76021,The Milano Spaceship Rescue,,,,Super Heroes,749,899
21018,21018,United Nations Headquarters,,,,LEGO Architecture,449,599
76022,76022,X-Men vs. The Sentinel,,,,Super Heroes,449,599
21015,21015,The Leaning Tower of Pisa,,,,LEGO Architecture,299.95,399
21014,21014,Villa Savoye,,,,LEGO Architecture,649,799
21011,21011,Brandenburg Gate,,,,LEGO Architecture,299.95,399
76023,76023,The Tumbler,,,,Super Heroes,1699,2199
41048,41048,Lion Cub’s Savanna,,,,LEGO Friends,29.95,39
31024,31024,Roaring Power,,,,LEGO Creator,249.95,349
75048,75048,The Phantom,,,,Star Wars TM,249.95,349
10676,10676,Knights' Castle,,,,Juniors,399,499
79017,79017,The Battle of Five Armies™,,,,LofTR and Hobbit,599,799
79015,79015,Witch-king Battle,,,,LofTR and Hobbit,149.95,199
79018,79018,The Lonely Mountain,,,,LofTR and Hobbit,1199,1499
60064,60064,Arctic Supply Plane,,,,City Arctic,449,549
70778,70778,Protector of Jungle,,,Bionicle,Bionicle,99.95,
70779,70779,Protector of Stone,,,Bionicle,Bionicle,99.95,
70780,70780,Protector of Water,,,Bionicle,Bionicle,99.95,
70781,70781,Protector of Earth,,,Bionicle,Bionicle,99.95,
70782,70782,Protector of Ice,,,Bionicle,Bionicle,99.95,
